"mkm9d_ptv_wavelet.HHH_firstorder_Median_250","mkm9d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_247","mkm9d_ptv_original_shape_Flatness_243","mkm9d_ptv_wavelet.HHL_firstorder_Median_243","mkm9d_ptv_wavelet.HHH_glcm_ClusterShade_238","mkm9d_ptv_wavelet.HHH_firstorder_Skewness_233","mkm9d_ptv_lbp.3D.m2_gldm_LargeDependenceEmphasis_231","sub"
-0.117135599825306,-0.0032872994359082,1.35119706091473,-0.122311842676239,0.138646602288269,0.425849579263277,1.20405906243545,1085983
-0.569245314872151,0.861993801643582,0.110236965876068,0.113411502016345,0.154775845243408,0.557420301045764,-0.322299356005949,1125173
0.0609333218841527,0.0448212231000787,-1.53027357938603,0.794552272041996,-0.233309257468252,-0.23741242652162,0.114829107362878,1154608
-0.0615270947109438,-0.447515263230427,0.884728474582034,-0.245587055070431,-0.518207256781142,-4.65220198707213,0.737757109814312,1181124
1.30527427082524,-3.10330833769251,0.245789447239916,-0.978064561775957,-0.135353906503625,-0.261737409393402,-0.725068023057521,1183075
-1.48980681318563,-1.57676238835493,0.0380830206982791,-1.21431192537275,0.194207971977401,0.239269476662825,-0.186289934604644,1232870
-0.0567945224627478,-0.702008312747531,0.194384973611451,0.658127695092426,0.13439785399744,0.259313777614454,0.39932638957368,1279943
0.206371483707206,1.11971064038852,-1.02730961234489,-0.00300335215246715,0.410412694689903,0.484096730663073,0.102432824929575,1329352
0.247032130625428,1.08729855060382,-1.32400921503537,0.671318283998962,0.100159638059018,-0.543323597564116,0.155843103072217,1330263
-0.339577846776615,-0.0803861329933938,-1.15899980052833,-0.49622333488581,-0.0447840312196975,-0.874735739925402,-0.0336757153961927,1364384
-0.590249615629087,0.275917135800396,1.10959173052513,2.27704746412996,0.935664870781726,1.45506311676958,0.505868426098954,1386095
-0.797740837077833,0.353304095931509,-1.33133499214597,1.44307664852771,0.522965300123142,1.07839020147887,-0.393584490260235,1458656
0.151246556134893,0.266459321337608,1.48871148548033,-0.942153038010419,0.109709052654403,-0.172703638046863,-0.497836636057917,1485662
-0.186199651641481,1.00712282742397,0.264573856819893,-0.718505558157388,-0.0416808104278377,-0.709268053894203,-0.144018585526779,1497807
