"mkm5d_ptv4_wavelet.HHL_firstorder_Skewness_230","sub"
-0.756224975916541,1085983
-1.08429656406863,1125173
-1.73450207238256,1154608
1.87782030596797,1181124
2.78194406491346,1183075
1.17512173029432,1232870
-0.604975654963452,1279943
-0.15504940055128,1329352
-0.521646830124734,1330263
-0.557091460364526,1364384
-1.10111693232974,1386095
-1.62740386619029,1458656
0.50495914135971,1485662
0.684764608857609,1497807
-0.155372708459213,1501387
-1.4638323770218,1518948
0.682204202358266,1526417
-0.153191441897395,1565177
-1.32424396799171,1606693
1.97473444742218,1612262
0.0640739199841475,1614566
-0.145739142930692,1644034
-0.773617876435322,1668599
-0.56336409109251,1671370
0.773945365640028,1684230
0.758493499725592,1692385
-0.793482700800124,1720713
-0.128777157309885,1738800
-0.498757140082411,1740845
-0.0156035659751737,1742294
0.151457061099725,1767700
-0.581955553199436,1768972
-0.0868880206856276,1889409
0.774865910768499,1915938
-0.944254808558028,1916742
2.54438182628041,1919296
-0.683651548228147,1926770
0.166010858075132,1938156
-0.123235777895745,1938561
-0.412705609583004,1966316
-0.501358220032264,1967281
-1.10198993481565,1973544
4.04046499750037,1975401
-0.479905026054065,1976407
0.63288423696583,1978972
0.528961011361776,1979045
-0.419018072201663,1979422
1.41063041270619,1980052
-0.505650138705435,2001182
-1.74102073562464,2002465
-0.24550550028755,2004451
-0.139995526963623,2006164
1.08444739072892,2007309
0.305914609415324,2009915
0.476945649040332,2010259
0.628128736336747,2010554
1.12014246920117,2026671
4.4167275777707,2033049
-0.348908305057712,2034136
-0.153930643284429,2040495
0.190721691061918,2047354
-0.378540010207508,2051378
-0.107877582438483,2055667
0.233568652242621,2057358
-0.311753917118829,2059713
-0.712832027132512,2069079
-0.555884946243536,2070958
0.571538282583108,2072215
1.45050517030695,2075832
0.184085220860161,2075846
1.2030193153222,2076301
-0.0412586188159643,2078198
-0.719640728438634,2078899
-1.09038263898059,2085349
1.11906231480641,2086044
-0.460669480824292,2091555
-0.935973392969797,2092954
0.524603161353497,2096627
-0.0549292519560086,2100050
-0.155433617557715,2108003
0.774985530193788,2109902
-0.431205473521179,2110540
-0.0414748900032078,2116787
4.41123321564462,2119177
0.329140150648805,2131601
-0.181285921320541,2132424
-0.577733156787063,2132982
0.266083712886625,2133204
-0.515006928783906,2133380
-0.543351079662069,2134220
0.710440762158758,2135748
-0.307701746561378,2137799
-0.400621123336425,2138375
0.735724796855827,2138678
0.305949660646678,2139733
-0.679312707795466,2141116
-0.674060462593904,2144796
0.00712985980750728,2145166
0.0225646030310865,2145694
-0.0164564498815071,2146138
-0.405154859796586,2151024
0.441674960861436,215131
0.202777244629703,2152442
-0.724829346949003,2157529
-0.681036563077129,2158101
-0.360153376434652,2158329
-1.3810398094768,2168082
0.55574536352806,2172217
-0.207608143231868,2176530
-0.613709479511348,2176784
-1.15220187837599,2181724
-0.878856942772737,2183291
-0.328345144326778,2183356
-0.147728060701047,2185290
0.0954538159346349,2186951
0.0757421946872282,2196212
-0.0818763843163841,2199403
-0.967194274823243,2200416
0.184160820412005,2200813
-0.0687487490059317,2205389
-1.01354773621097,2212664
-0.504290265552919,2217034
0.24509789460435,2218615
-0.428920829586779,2219842
0.270617918330822,2224150
-0.169057332770777,2228399
-0.879266580427519,2228400
-1.11404527765101,2234271
-0.315756508223697,2234422
-0.158839050486239,2237571
0.617606394117739,2244172
-0.726376433783599,2247869
-0.507488171898224,2250648
-0.928518676848045,2250836
-0.268021350136233,2267382
0.836502885686299,2269346
-1.57705865279054,2271329
-0.504669000502587,2274521
-0.654879260566033,2276121
0.260123282103285,2278618
-0.236590367270332,2285214
-0.137461123813043,2286108
0.0375493605953856,2293123
-0.751146301184816,2294852
-0.19727619401836,2294873
-0.396356542912049,2296332
1.56307576589342,2305114
-0.617615780879894,2305115
-0.23038214776336,2306459
0.494389234201086,2306893
-0.0909982312919613,2317120
-0.131126010609763,2319068
-0.104612560763033,2321962
0.214469504115549,2331869
-0.457353806013151,2336735
-0.353273858617652,2339674
0.877505578984279,2340155
-0.306473298494614,2340322
-0.845880113490924,2350037
-0.503017830457827,2352038
3.53322570928927,2359944
0.84851816268917,2381907
-0.0309978734058495,2393207
-0.248619356204104,2395415
0.227357160921984,2395943
1.02010966732801,2401405
-0.327617235773421,2405144
-0.799509526270563,2414406
1.17490743926349,2419459
-0.940697303456334,2425694
-0.47345761946052,2426863
0.382733041107746,2430773
-0.191747880960551,2439458
0.073988668648936,2443354
-0.39252170848855,2445526
-0.1862388700208,2448298
-0.28349778383922,2453577
-0.347030214789214,2474709
0.886833495326826,2480056
1.13680104216303,2480330
0.91138923322034,2487135
-0.982619225636121,2488660
-0.148667312573648,2490180
-0.648660632213966,2493534
-0.363799786042197,2498991
-1.02520712671374,2500377
1.10296867681967,2504802
4.43357590266554,2510402
0.991048200739563,2520618
-0.439111210962369,2559453
0.713013530927741,277752
-0.964405718570411,308862
-0.580622527940961,58325
-0.450746572758016,92173
-1.00244257765315,923666
0.132494034927394,965005
-0.683186446364274,983079
