"letd_prc_original_shape_Flatness_231","letd_prc_log.sigma.2.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_227","sub"
-0.4623670994657,-0.449575622862211,1916742
1.37700705184394,1.83319820237179,1980052
1.63032286950499,0.30520099155658,1926770
0.0217609510748518,-0.076771817326292,1979045
-0.395939666445105,-0.449054056373579,2196212
-0.237738205342645,-0.458193683236268,2393207
-0.752260725158333,-0.020076778599596,2146138
0.909120020681207,0.165062136914563,2228399
-2.18358983681797,0.0456197924639848,2144796
0.592483730435698,-0.310085343720154,2234271
0.300651962068788,-0.438758151518155,2296332
2.0424851190512,-0.161187066244594,1684230
-0.648442907020276,-0.425306870374905,1720713
0.484925006428526,-0.285651207840249,2186951
-0.150093691221457,-0.0740331768591874,2439458
1.91474410892739,-0.424645694871143,2135748
0.393879047941912,-0.0977164377829156,2141116
1.53844019720649,-0.240317939613525,2108003
1.12472467021306,0.37606640030573,2006164
0.686621011673155,-0.202612622650173,308862
1.40288253780765,0.528675045311234,1085983
0.690574061559542,0.00903695460739393,2004451
-1.10839304691755,-0.132400092659903,2359944
-0.354370749371292,-0.221476260501582,2069079
0.747926790723335,-0.305102556591908,2059713
-1.23633605430722,-0.175947194224371,2294873
-0.269077810625115,-0.242558268843073,2033049
1.28943635094053,-0.31947727740325,1485662
0.67862918402236,-0.214446672637432,1526417
1.07223304739818,0.0472719979289566,1386095
0.878250839041538,-0.0436668656151896,983079
1.07281531632292,-0.0118982630542156,2132424
0.757542171438697,1.23501006257754,2138375
1.71779262960689,-0.215472975266148,2490180
-1.79453385077742,-0.336552794493053,2034136
-3.99051624320788,-0.375035157763528,2510402
-1.39734278488104,-0.216986175435016,1330263
0.406347831241383,-0.415975809813456,1768972
0.493480694747941,0.20631749575635,2306459
-0.301020678718229,0.0724948332672058,2181724
-0.764038664575856,-0.2840731083636,2217034
0.879282309086527,-0.0398408485258176,2218615
0.5297142883594,-0.3817430853257,92173
0.0984586031659391,-0.44633695200076,2414406
1.0794280520492,-0.272098879416925,2381907
1.30172700639824,0.919924985676325,2002465
-0.40289155900929,-0.155712580689479,2474709
1.79405618275126,0.0243695565620515,2176530
0.346969164738447,-0.4298708942121,1279943
0.565693398757764,-0.164487433944669,1976407
0.632541455499567,-0.402205591746458,2250836
0.297421044879166,0.136497950031761,1915938
1.79236881225997,0.0527476882804225,2133380
-1.43147605550052,-0.292391991789726,2271329
0.679445102532215,-0.390395119803408,2286108
0.121252847771729,0.072879188964012,2040495
0.20065718124509,-0.456347824713708,1125173
0.469418766134224,-0.101428389562923,1767700
-0.782319612248391,-0.395016764010151,2138678
-0.615771065996555,0.973861402501494,2443354
-1.11122542950875,-0.255106603235165,2234422
0.372958446275001,-0.381529539138502,2151024
-0.743236532798085,-0.29369505945584,2057358
0.586154892745681,0.438316217858028,2425694
-1.26583911190917,-0.436704009131726,2500377
-1.38791894389442,-0.383782529726181,2183356
-1.3410443251859,-0.360897346219248,2131601
0.853699751947714,0.466057661229358,2152442
-1.07461996658521,-0.311824691276127,2306893
-1.20400541363421,0.295511031871219,2009915
-1.97342474542942,-0.477000212220767,58325
0.116242911226126,-0.349736828607951,2395943
0.301562944710741,-0.430017998309149,2480330
0.943323786782771,-0.13420540489877,2076301
0.41155331853335,-0.335479885298869,2205389
0.356815544847211,0.161212966248975,1975401
0.106858353496964,-0.0123046952986273,2250648
1.39620280243187,-0.0389187957665062,2185290
-0.924916505051524,1.20227371144786,2091555
0.0637789562715618,8.73896162486524,1232870
-1.12451998266193,-0.316095848971144,2139733
0.00062815455920938,-0.458212048229549,2559453
-0.365900728929661,-0.483343952382159,1938156
0.312056297478434,0.529379246638211,2158101
-1.20987438187,-0.369931068502061,2199403
-1.08476607749886,-0.0772247063482451,2430773
1.13105140770582,-0.25640113095773,1738800
0.102584334082809,-0.417688617569091,1565177
-0.233183914374182,-0.0353018236787055,1978972
-0.0384028106449863,-0.419866165333306,2487135
0.227075679172601,-0.322656354452595,1612262
0.722965600706151,-0.182546514223887,2051378
0.25612905997972,-0.314951410299223,1497807
0.947772908354535,-0.162735550687162,2026671
-0.3645933760553,-0.453270337082822,2340322
-0.995955054793581,-0.502034497913528,2293123
1.16469406074888,-0.449835430823083,2395415
0.208298403929399,0.0238685682186716,1966316
0.115555796394022,0.766094782657918,1973544
-0.667238226009969,-0.230037020451329,2010259
-0.849929903010942,-0.159710432727456,2145694
-0.786089999259794,-0.400465992842479,965005
0.221836402799392,-0.371090169069391,2096627
1.81606551940819,0.40611055719193,2047354
-1.21982328972274,0.632746289226242,1364384
-0.689561759345157,-0.359848785342185,2244172
0.430349035595103,-0.444606625173436,2132982
0.0170856893729849,0.107411818504865,2134220
0.149809960979286,-0.441060650335222,1889409
0.316273595345334,-0.0969611336502247,1938561
-0.0138484202885136,-0.215633335355632,2055667
0.167568001451825,0.976870618926701,2176784
-0.338722282992712,-0.407503781775721,923666
-0.144872789600937,-0.311169610178361,2086044
1.35772589692238,-0.494333292843485,2078198
-0.279562392966169,-0.378749098983622,1501387
-0.185636882527466,1.46136156177211,1518948
-0.342560029586958,-0.464166121277085,1606693
0.741639570655748,-0.392228516677702,2305115
0.228034181436011,-0.359188725050788,2237571
0.195164933320124,-0.402552109692626,2285214
-0.0915343561027716,-0.424154340649489,2426863
-0.614237954391081,-0.0978768864741367,1979422
0.646684181481353,0.0976791108306737,2480056
-0.722019263579096,-0.325460876526094,1668599
-0.505049351462432,-0.500996928504211,2339674
0.330101135915805,-0.373206333978089,2133204
0.0168872402643476,-0.452403806431352,2294852
0.269345445260219,-0.431022869141486,2445526
-2.0946127103979,-0.151484475625206,2200416
0.960140928863779,2.67953687122897,2168082
0.565070945262794,-0.319297181762382,2075846
0.147650914921187,-0.30319033677396,215131
0.759370301865131,-0.394820353187746,2274521
2.61004406349629,0.896133089013052,277752
-0.737406544824399,-0.462601262271975,2078899
-0.458938180948396,0.0234906089201796,2172217
0.756583441350814,1.43879907140473,1614566
-1.19987279293206,0.191474838402428,2100050
-0.612087302034306,-0.376021300973754,2183291
-0.346667266529983,-0.0357835875423245,2336735
-1.08043292969786,-0.313424828881102,2352038
0.258878571815503,1.73447518775817,2305114
0.168433821959579,-0.326518281277107,2448298
-1.00254485212489,-0.290763695607873,1329352
-0.460845108394831,1.59663227657714,1183075
-1.07528619121998,-0.301747097870901,2110540
0.493710594916369,-0.274749047364639,2070958
1.02319642633239,-0.358332180160117,2340155
0.278090217400629,-0.213583421855771,2075832
-1.02109027099092,-0.220791040659166,2498991
1.83865321881895,0.510954195807459,1919296
-0.470309264427157,-0.357643584928258,2401405
-0.477547366892062,-0.0656828229726748,1644034
-0.812431713274749,-0.407098921554595,2405144
-0.059971683621481,-0.364010988653984,2158329
-1.66010474764263,-0.43310832162375,2319068
0.480477523492098,1.01925465170413,2504802
8.44688672505643e-05,-0.540359191973888,2331869
-0.0981346978106441,-0.495993403642264,2317120
1.11255257309039,-0.141605428703835,2072215
1.77336145081946,-0.303640554426278,2228400
0.13038636353052,0.169872690151575,2145166
1.04076952396377,0.259588822935593,1692385
-0.696052214249306,-0.167222513030235,2109902
-0.157946072366902,-0.0144669298914074,2219842
-0.112780137949159,-0.40979568450542,2520618
-0.578097274454058,0.188492443866782,2419459
1.50105841110865,-0.413380288269795,2276121
-0.550886157377849,0.0909399545260601,2350037
-2.67666129788795,-0.458981586223284,2001182
-3.18602636861723,-0.142491262395942,2278618
-0.946400144110524,-0.354375773459928,1740845
-0.62685660576105,8.46401120576257,2321962
-0.799571899052173,-0.330999074573571,2212664
-1.56015718542993,-0.294505869099696,2453577
0.530262313490756,-0.427278080443557,2224150
-0.245631024372109,-0.119992071394846,1967281
-0.150524518732855,0.174689052286444,1742294
1.64587358137594,-0.279044955019949,2488660
-1.13701004048626,-0.302997278158851,2085349
0.76576050027101,-0.254243628463722,2247869
1.43581915107832,0.267568800659464,2157529
-0.081785815791791,-0.419875476844785,2119177
0.584899605132385,-0.293536779657586,2010554
-2.07927920256026,-0.416055471710568,2493534
-0.504907651136429,0.51339758636095,2200813
0.629027668212979,-0.412996261578059,2116787
-1.31277195749427,0.180944287865127,1154608
0.372422387549684,0.167186849168702,2267382
0.850921800261826,-0.387289305587258,1181124
0.198532976650725,-0.238673173581992,2137799
-1.33500992228802,-0.465583104850426,1458656
0.725187907021169,-0.388919879322389,2269346
-1.00409005006835,-0.303237846420535,2092954
0.537789796479531,-0.292423926466655,2007309
-0.207693396289046,0.675743391728902,1671370
