"mkm8d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_249","mkm8d_ptv2_wavelet.HHH_firstorder_Median_243","mkm8d_ptv2_wavelet.HHH_glcm_ClusterShade_240","mkm8d_ptv2_lbp.3D.m2_firstorder_Maximum_239","mkm8d_ptv2_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_238","mkm8d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_233","mkm8d_ptv2_lbp.3D.k_glszm_GrayLevelVariance_226","sub"
-0.611997740646524,0.116441136931023,0.289483694446585,-0.463011195241364,0.140348858573831,-0.643387282209494,-0.694883884840619,1085983
-0.341747242078938,-0.572317904393465,0.323014957079827,-0.205264713545995,-1.02127578797749,0.0332573462928877,0.396039001657988,1125173
-0.385486479444861,0.52638578549911,0.196042220280808,-0.463011195241364,2.20116557470798,-0.50327697853862,-0.422646226087989,1154608
0.681112064706489,-0.0328006968377361,-0.0632898122516204,-0.463011195241364,-0.432929859547685,-0.344668200094768,-0.637682564959824,1181124
-1.13455520411967,-2.8363054129394,0.425031681866254,-0.463011195241364,-0.28656441221102,-0.661418885121384,-0.915651657491116,1183075
0.398472875874322,-0.121835545775956,0.310910654121604,-0.463011195241364,2.47373368530249,-0.719753776568304,1.88304990182268,1232870
-0.143305909070221,0.0836468263886862,0.241470116050527,-0.205264713545995,0.245280274931946,-0.396987634541795,0.619608178841622,1279943
1.12137567349306,-0.621665361906991,-2.9046460476825,-0.463011195241364,-0.498512457058695,-0.0684245462192835,-0.138310716535255,1329352
1.31458715793488,0.580803276215633,0.153758328878682,-0.463011195241364,1.48893407300065,0.200752154159451,0.603188310566961,1330263
0.900519205459304,2.73909635307624,-3.22398038254955,-0.463011195241364,1.03728091044199,-0.205464433805557,3.31804245391124,1364384
-0.450892467086532,-0.0635862432915583,0.629254549620324,-0.463011195241364,0.601333712780571,-0.615218408019217,-0.274378417852934,1386095
0.134084182863483,-0.877238667549086,0.193032830470703,-0.35557318551721,-0.935523749192313,-0.360364697341716,0.329464889248979,1458656
0.0487040685575724,-0.197565153180252,0.183916146302968,-0.463011195241364,-1.26462021151945,0.175282636573285,-0.76943016116054,1485662
0.0582053078231627,0.210730550208064,-0.0659691877128225,1.72304707971444,-0.299579565775464,-0.271790855575561,-1.16762373940952,1497807
-0.708352071226239,-1.68111524043507,0.255767113056035,-0.35557318551721,0.0124725577226252,-0.541788304144684,-0.491834298922947,1501387
-0.968838223328736,-0.719544101257463,0.249857392545973,-0.463011195241364,-0.155399814944553,-0.691637419682127,-1.37774195912611,1518948
0.195244403894137,-0.170504549297534,0.129254677958946,-0.463011195241364,-0.0448373906392703,-0.607165104136491,0.31013475503857,1526417
