"mkm8d_ptv4_lbp.3D.k_glrlm_RunEntropy_231","sub"
-0.142257701530798,1085983
0.862376406788591,1125173
-3.06472668705759,1154608
-0.84821212148455,1181124
-0.604753861181194,1183075
0.179189127958383,1232870
0.507283494618606,1279943
0.352560090483168,1329352
0.170821241985323,1330263
2.77548792403761,1364384
-0.398230116911933,1386095
0.308211752975638,1458656
-0.0621226053635156,1485662
-1.68536612334069,1497807
-0.55296512950479,1501387
-1.93541042477919,1518948
-0.0978953453229666,1526417
0.363553012859265,1565177
-0.777255896327274,1606693
0.0594990493646673,1612262
-0.372372434378197,1614566
0.434865009691863,1644034
0.780831491721493,1668599
-1.04599226799547,1671370
0.0332301433481554,1684230
0.719880343963361,1692385
-0.415249007951952,1720713
0.0883454521091519,1738800
1.45153881946123,1740845
-0.185302549388516,1742294
-0.213388313632024,1767700
-1.11888185590321,1768972
-0.981712787513315,1889409
0.265465785038406,1915938
1.17256056396311,1916742
-1.15438592779669,1919296
0.681361845337425,1926770
0.171586269320178,1938156
-0.14348010110415,1938561
0.146428694847867,1966316
0.14261575495935,1967281
1.79240110728601,1973544
1.00357603247105,1975401
1.50899457347803,1976407
-0.429304357415464,1978972
-0.604169246359289,1979045
-0.35968513199605,1979422
-2.42132236127711,1980052
0.925864182799015,2001182
-0.825673955664628,2002465
1.06462192978319,2004451
-0.461658112208774,2006164
-0.503166125858652,2007309
-0.171281315848716,2009915
0.697556247038479,2010259
-0.400379127539481,2010554
-1.24657811385504,2026671
1.11077750440587,2033049
0.280666616282219,2034136
-1.91881271428654,2040495
0.247077773021906,2047354
0.225784012407447,2051378
-0.582457704926893,2055667
-0.748411621410617,2057358
2.55958315143526,2059713
-2.22771480057758,2069079
-0.571759383891455,2070958
0.940279766706675,2072215
-1.63277359760562,2075832
0.0188025862460766,2075846
0.319964778113715,2076301
-0.135235328399593,2078198
0.905928984892783,2078899
1.14099297295568,2085349
-0.934804992591084,2086044
0.00189074383618137,2091555
-0.999527498433579,2092954
1.33983474779601,2096627
0.475906771616873,2100050
0.130233231560753,2108003
-1.15729488877442,2109902
-0.605231809118642,2110540
0.0629251207492672,2116787
-0.0175696339322995,2119177
0.320335660574464,2131601
0.126339647255679,2132424
0.714095678402785,2132982
1.08117646353695,2133204
1.0111636396131,2133380
0.271607630399031,2134220
-0.550577069875811,2135748
-0.122676409799986,2137799
-1.26793967535296,2138375
-1.29064671892158,2138678
-1.79937452722116,2139733
0.0653930946801531,2141116
-0.463869808945347,2144796
-1.17092423255907,2145166
-0.421185267827252,2145694
1.02152500705337,2146138
0.433686069814956,2151024
0.165074362280898,215131
-1.28125280836822,2152442
0.375263109017354,2157529
0.972542709760436,2158101
-0.815522887656058,2158329
-0.310086624364243,2168082
-1.20654267023439,2172217
-1.26657351191049,2176530
-1.06286095215157,2176784
-0.716764281227938,2181724
-2.10262625729551,2183291
-1.23328191115569,2183356
-2.94754498935095,2185290
0.798097792537763,2186951
-0.317009890574895,2196212
-0.941808211585328,2199403
1.86280384614205,2200416
0.354896188763904,2200813
0.0644177689626933,2205389
1.14191850762394,2212664
2.15331578838588,2217034
0.58146845110636,2218615
0.378553279542029,2219842
-1.74649299565781,2224150
0.492160378360141,2228399
0.451250229964893,2228400
1.2431494760219,2234271
0.472384212362784,2234422
1.69184318107659,2237571
-0.0312202331160454,2244172
2.85968053550733,2247869
-1.00037672283506,2250648
1.77919687147899,2250836
0.597538302876281,2267382
-0.12525089057898,2269346
0.122662939602103,2271329
1.53459216172027,2274521
-0.173268875254798,2276121
0.868088953911703,2278618
-0.0551272618566307,2285214
-0.000768417484415469,2286108
-0.447191248282486,2293123
0.589419952417287,2294852
1.23630537841649,2294873
-1.57199053458358,2296332
0.557998097891971,2305114
0.226958838211528,2305115
-0.410802241018907,2306459
1.00231601819374,2306893
0.748736486389562,2317120
0.519785295014832,2319068
0.537517862496405,2321962
0.775980415363669,2331869
-0.36038178462734,2336735
0.0243590239231057,2339674
-0.0776457904215672,2340155
-1.20694226403436,2340322
1.00228811590588,2350037
-0.214240270486633,2352038
0.126039448367417,2359944
0.237216282590446,2381907
-0.803298039119752,2393207
0.0905978426461617,2395415
0.843644986107995,2395943
-0.309306072722481,2401405
0.221763932820116,2405144
0.240561187213307,2414406
0.0123181818569391,2419459
1.55034750876529,2425694
0.387027693588672,2426863
-0.135756309413541,2430773
0.906202025338341,2439458
0.33740470203615,2443354
0.391426365761038,2445526
-1.1365807510225,2448298
-0.481666671473759,2453577
-1.01108454217952,2474709
-0.221977971803093,2480056
0.721190481303033,2480330
-0.6406407864623,2487135
-0.033254057975158,2488660
-0.22691200750795,2490180
0.00357230260893485,2493534
-3.15075903775921,2498991
0.675891822915823,2500377
-0.349201953388714,2504802
0.32975473510596,2510402
-0.378063407805806,2520618
-1.66961147935632,2559453
-0.251751401156468,277752
1.76579804143401,308862
0.310507711646354,58325
0.941535200033717,92173
0.49522721603469,923666
1.10360688557674,965005
0.924528720175544,983079
