"mkm9d_ptv_original_shape_Flatness_250","mkm9d_ptv_original_shape_Sphericity_250","mkm9d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm9d_ptv_wavelet.LLH_firstorder_Skewness_250","mkm9d_ptv_wavelet.LLH_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm9d_ptv_wavelet.LHL_glcm_Correlation_250","mkm9d_ptv_wavelet.LHH_firstorder_Mean_250","mkm9d_ptv_wavelet.LHH_firstorder_Median_250","mkm9d_ptv_wavelet.LHH_firstorder_Skewness_250","mkm9d_ptv_wavelet.LHH_glcm_ClusterProminence_250","mkm9d_ptv_wavelet.LHH_glcm_Correlation_250","mkm9d_ptv_wavelet.HLL_firstorder_Skewness_250","mkm9d_ptv_wavelet.HLL_glcm_MaximumProbability_250","mkm9d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_250","mkm9d_ptv_wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm9d_ptv_wavelet.HLH_firstorder_Median_250","mkm9d_ptv_wavelet.HLH_glcm_ClusterShade_250","mkm9d_ptv_wavelet.HLH_glrlm_LongRunLowGrayLevelEmphasis_250","mkm9d_ptv_wavelet.HHL_firstorder_Median_250","sub"
1.35119706091473,1.07962102283098,-0.0032872994359082,0.157128933193071,-0.0687506780238558,0.235192466031725,-0.0701510764930057,0.547888005643443,-0.998987017450381,-0.263821939650413,-0.0925629856574558,0.78479197340188,-0.516904566275476,-0.22029422647788,-0.384999824312127,0.252564374788725,-0.385387280106488,-0.0809380899004711,-0.122311842676239,1085983
0.110236965876068,0.510187462944375,0.861993801643582,-0.37987291958429,2.66279268658113,0.320362395521685,0.419633085344855,0.785721945722082,-0.269458950218802,-0.268692734373178,0.40427869495162,0.751440943998779,-1.01016577674286,-0.226794758679679,-0.362217787241014,-0.684781829038288,-0.417260575201655,-0.172140005308406,0.113411502016345,1125173
-1.53027357938603,0.0441565856017556,0.0448212231000787,1.03088005312844,-0.451244833154353,0.0932906235196515,0.600184167729251,-0.525759419793297,0.144123621891146,-0.144347888371201,-0.668780490045187,1.23211385602752,-0.751039317046158,-0.231360488270834,-0.394883075409978,-1.23438597822107,-0.111351271636037,-0.215252927130165,0.794552272041996,1154608
0.884728474582034,0.769919787907309,-0.447515263230427,1.13471230430451,-0.377179233983797,0.167902794918744,-0.443481721729283,0.329895146084079,-0.994851250343796,-0.229713974555447,0.613945453043094,-2.48785640449162,-0.0959223230488159,-0.200785852714783,-0.0585110160254959,-0.0149712003159263,2.12093916799936,-0.554257062946877,-0.245587055070431,1181124
0.245789447239916,0.072740298126473,-3.10330833769251,0.757871863763847,-0.436560328026428,0.0332091277722126,-0.898994173068561,-2.00312694340069,-0.494066888996145,-0.236776515719653,1.12312869005775,-1.15472113657594,-0.490378897100549,-0.231270895113901,-0.344078719562994,-0.191018888758771,-0.228430494033878,-0.272233759246039,-0.978064561775957,1183075
0.0380830206982791,0.761206300343238,-1.57676238835493,0.73217211986891,-0.295160555615249,-1.67001687841763,-1.75028119355006,-1.08410134684925,-1.02238496745194,-0.266666418896179,-0.268057524549351,0.904930049571567,0.26605107350632,-0.216924177173434,-0.390458416983745,-2.74513985483142,0.058167666330683,0.289504399955237,-1.21431192537275,1232870
0.194384973611451,0.587059051524983,-0.702008312747531,-0.907156917493892,1.82577549766325,0.978954226099058,0.0377745967524626,0.753807563430073,-0.308183588646859,-0.246989610027822,0.287833025351067,1.7065127640259,-0.257197729024755,-0.186352453414515,-0.387026737173706,0.197543206391184,-0.399151872397805,1.17044534309606,0.658127695092426,1279943
-1.02730961234489,-1.52655546141733,1.11971064038852,0.596230701366943,-0.41289390570603,0.549755668312154,-0.458981320651182,-0.461211232260997,-0.505945035299926,0.149274643450987,-0.107980037686945,0.177368954032064,-0.573785937916936,-0.223213852017391,-0.384452468979196,0.602947662141543,-0.33069427112271,-0.377419926863794,-0.00300335215246715,1329352
-1.32400921503537,-1.35326708521692,1.08729855060382,-1.31728667264545,-0.442185015044305,-1.00405329020404,1.10176772999401,1.35433567186711,-0.0458869478584421,-0.0751328905129186,-0.137945636907752,-0.430445566250678,-0.238567772852426,-0.194900321164474,-0.286807568855758,0.421474950081024,0.477877532008235,-0.241767479989384,0.671318283998962,1330263
-1.15899980052833,0.718312666393672,-0.0803861329933938,0.0538628573124528,-0.450797290614415,-0.352705334140291,1.28591378183696,0.463163960410927,0.512209644189716,0.123483963729561,1.21361147573102,0.559972644236808,-0.678616695284159,-0.237242292956062,-0.39736948779329,-2.58673925826253,2.89260912155015,-0.382302532019024,-0.49622333488581,1364384
1.10959173052513,0.595180683057976,0.275917135800396,1.45846731307659,-0.449974458846142,0.99060429015453,1.32921281414111,0.423100986546549,-0.451909700519159,-0.184532190022909,1.1074870071829,0.962820216729511,-0.996924050018273,-0.235524864272813,-0.38667265947107,0.754343203590338,2.42496802181219,-0.502195985004609,2.27704746412996,1386095
-1.33133499214597,-1.47859182948463,0.353304095931509,-0.221911272753832,0.0893563685386315,0.472566128917701,0.787183810103402,0.274893565106931,-0.143061900304524,-0.241128141026825,0.134186450586468,-1.0903436087648,-0.961004872045924,-0.22938228031574,-0.271031348016254,0.621354490565121,-0.135587992384093,-0.334163646339227,1.44307664852771,1458656
1.48871148548033,0.13758285970451,0.266459321337608,-2.84395232870739,-0.265931831997656,-1.24676584975227,0.35811553967767,0.932478608886385,-0.00593874439972595,-0.230999308117677,-0.155788723380376,-1.66110430840027,1.63266772025833,0.895040711309478,2.37589998966431,0.289052169752135,-0.376768276502776,-0.1854592945313,-0.942153038010419,1485662
0.264573856819893,0.621178566031752,1.00712282742397,0.162215905205326,-0.445475998237921,0.958511501803104,0.0646159927979312,-0.336564660210425,0.346972257062856,-0.192898435015585,-0.352474648570591,0.717274893445392,0.118891249451587,-0.153011841149197,-0.354970067974285,-0.8849399890664,-0.416153031725684,-0.382731744866507,-0.718505558157388,1497807
