"lemm_prc_v30_250","lemm_prc_m040_250","lemm_prc_m004_250","lemm_prc_m310_250","lemm_prc_m210_248","lemm_prc_m110_247","lemm_prc_m111_247","lemm_prc_m012_244","lemm_prc_m120_243","lemm_prc_m201_242","lemm_prc_m102_239","sub"
0.375942670475015,-0.474621623563152,-0.533341007402694,0.0405462695559852,-0.00857054286491606,0.13831922264019,-0.0460126477060913,-0.00889191801277651,-0.207462760463953,0.0146885567922124,-0.315320767922309,1085983
0.369230561330039,-0.451505827702081,-0.511343835185022,-0.0185429102538998,-0.0610644380442283,-0.260151057498405,-0.190608563478162,0.0707362347250467,-0.158073741697046,-0.0867229587631119,-0.168148480300561,1125173
0.144776361570712,-0.33906423298144,-0.525893055853962,0.258423882117951,0.254891543220549,1.00616427248921,-0.16498347493653,0.0263133179203942,-0.381739229409093,-0.0412407491911068,-0.336674701113331,1154608
0.283158937570031,-0.418634143990016,-0.506754355041498,0.05558213586302,-0.0738391156031337,0.228192079197949,-0.129045259226459,-0.0257359461925626,-0.140796470220767,-0.0368085234089312,-0.370712806119685,1181124
-4.14844994612117,7.02506413156025,1.76651986822592,7.53448596386513,-9.41039707211855,-0.133418229619548,-2.99133052727118,9.43591622007582,7.97918401682666,-12.4414080124497,3.82440552056041,1183075
0.375942670475015,-0.490120378925928,-0.513890768844807,-0.0486854820500406,0.0310772653920307,-0.270043727131333,0.0983355016502405,-0.00321210140835903,-0.140068820102071,0.0473566025691479,-0.22537325674225,1232870
0.375942670475015,-0.48280982037903,-0.523458722186383,0.00721215633877186,-0.0774115441877595,-0.0750976945796732,0.0103942037258557,-0.0387142292934054,-0.298656129012822,-0.0416039995482296,-0.373631149129406,1279943
0.375168854996142,-0.419108054583798,-0.480791109037427,0.128622608711869,0.336204800851043,0.303222123800108,-0.451197108470014,0.0721244912878282,-0.324414634116535,-0.305531390344478,-0.0364103600093864,1329352
0.318914623185739,-0.414903737403127,-0.54474707046442,0.23166642006428,0.509439267533163,0.735313050182198,0.0305450885464164,-0.0309357418913305,0.234255678654274,-0.159535749191368,-0.683703368678437,1330263
0.370263211344639,-0.461746356260408,-0.536696261827818,-0.0921084189099784,-0.0301455103996353,-0.377038861745731,0.0622423307706383,0.119087286130011,-0.147244305399891,-0.0420745966961105,-0.442118525210658,1364384
0.0114777096936549,-0.465890489281238,-0.544986227274438,0.00486759461912876,-0.126864814649104,-0.0169088335407025,-0.00113236038746209,0.0208741132015216,-0.109092823619803,-0.0445764026480751,-0.420553678178954,1386095
0.368919707617032,-0.471397681535971,-0.537818380734455,0.151763847231288,0.343858070084832,0.343358441018063,0.114192402759127,0.0581880490579373,-0.423479363956593,0.264940264046516,-0.220361522549189,1458656
