"mkm9d_gtv_wavelet.HHL_firstorder_Skewness_250","mkm9d_gtv_wavelet.HHH_glcm_ClusterShade_250","mkm9d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_250","mkm9d_gtv_wavelet.HHL_firstorder_Median_249","mkm9d_gtv_wavelet.HHH_firstorder_Skewness_249","mkm9d_gtv_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_249","mkm9d_gtv_original_shape_Sphericity_248","mkm9d_gtv_original_shape_Elongation_247","mkm9d_gtv_wavelet.LLH_firstorder_Skewness_247","mkm9d_gtv_lbp.3D.k_firstorder_10Percentile_247","mkm9d_gtv_wavelet.LHH_firstorder_Skewness_245","mkm9d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_244","mkm9d_gtv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_243","mkm9d_gtv_wavelet.HHH_firstorder_Median_242","mkm9d_gtv_wavelet.LHH_glcm_ClusterShade_239","mkm9d_gtv_lbp.3D.k_glcm_ClusterShade_238","mkm9d_gtv_lbp.3D.m1_glcm_ClusterShade_237","mkm9d_gtv_wavelet.HHH_glszm_SmallAreaLowGrayLevelEmphasis_234","mkm9d_gtv_wavelet.HHL_glcm_ClusterShade_233","sub"
0.242952922552363,0.372141450737772,0.516830484335808,-1.16168328326674,0.0762926181426613,-1.05885063114435,1.31084973967496,0.69847015605371,0.77054336422242,0.0301988813079098,0.133402655269759,0.505677506635007,-0.197401589398519,-0.435412667494606,-0.109239724424153,-0.459124174219456,-0.601447676092366,-0.363492422494721,0.0852421259526675,1085983
-0.238133028278577,0.106888869655601,-0.813763492347277,0.00665233673714893,0.189229988065726,-0.528346650303184,0.949164688345049,0.962137579248856,0.504878878424786,0.218330736320424,-0.15605540442543,-0.464356452133818,2.46176099630604,0.0440566534230692,-0.117327920357413,-0.256983571751492,-0.307233743323593,-0.153627533677554,-0.129865482045955,1125173
-0.599556607454553,-4.21954935944637,-0.505778013582273,-2.55667591976676,-0.642157889230396,-0.778850413034303,-0.286985049457991,-0.8858295034978,-0.633686216540587,-1.11424014132039,0.197440622101464,-0.204658518507434,-0.357194770233117,1.91357287775732,1.19172472558349,2.80557396106743,-0.142774591439985,-0.572251407291366,-0.17733010559962,1154608
-0.00739836272816721,0.128059231595283,0.607073574007763,0.361354334157924,-0.190388565573117,0.460239039349198,0.413981154496069,0.623014364482949,0.206598691938334,-0.382261566317904,-0.313282349658716,0.554609372237872,-0.350868498997143,-0.0148053083123826,-0.150552865332337,-0.236453740755065,-0.785026631904324,-0.304555209569795,-0.126837326700786,1181124
0.517877402871405,-0.125585918252214,-0.814165372595727,-0.3718546886996,-0.726937724284421,0.211279020775376,-0.056234073392352,1.17941388477205,0.639224033490474,0.331371589145378,-0.152480865823898,-0.458576120455244,-0.300161118431556,0.913912749978395,-0.288528407644085,-1.10997724430859,0.685370771229339,-0.342168821668146,-0.0547892849861743,1183075
0.808604068805213,-0.208196304883478,-1.36932979939255,-0.693015256198497,-0.513388484546233,0.0421744012744919,1.08094109189478,-0.643321885140262,-0.0703823054552539,2.57841653745638,-0.588759280373014,-0.912042362679373,-0.348187048987326,0.885500803268503,-0.211761590158262,1.09435230126777,-0.787554345168506,0.0392813517801164,-0.0963562871679936,1232870
-0.297946859787235,0.0783258897174098,0.0499311357988434,0.386567709431364,-0.062933687314676,-0.834022109670118,1.17260163622685,0.753640874637782,-1.65998336398463,-0.252054491509107,-0.399075051497533,0.195577398051808,-0.230717108635192,0.088098426818477,-0.295011716748925,-0.372982104671929,-0.187889906677062,-0.196254574950728,-0.159602522475952,1279943
-0.522518496926235,-0.00406399089506438,-0.129404593578433,-0.372771349469337,0.0891757372608198,0.537832150672219,-0.811634171343278,-1.48853422497875,-0.119391812784025,0.569439991672901,-0.36266671869594,0.0726308034845694,-0.324224461764911,0.412112888637758,-0.116047100769066,1.82347403903575,0.809800838979742,-0.510045975051589,-0.223672504159479,1329352
-0.466170430084806,0.0927278293112141,3.38402313925143,0.151287489832522,-0.42378593469615,0.853233579883694,-1.37957625610034,-0.447657071602672,0.652173403598418,0.101633346224773,-0.421607892049397,2.13410669566654,-0.34980177421009,0.223069575819219,-0.207631919555824,-0.997919082941689,0.00160513422414139,3.67997735278679,-0.146293838412393,1330263
-0.543975046809272,-0.67462538231886,-1.03299951954318,0.983640852609501,-2.72768999821938,-2.27236766405482,1.18466733115558,0.655066831636685,0.636691437176963,0.767416298438763,-0.0428078025501655,-0.859035190787656,-0.243042018446265,-5.83180615983532,-0.0108096621270064,-1.78989841137627,1.42978890149712,1.73128406931156,-0.311369718831974,1364384
