"lemm_prg_v45_250","lemm_prg_gradx_250","lemm_prg_gradz_250","lemm_prg_density_250","lemm_prg_v15_249","lemm_prg_v42_249","lemm_prg_kurtosis_246","lemm_prg_eigen_max_246","lemm_prg_m102_244","lemm_prg_m101_240","lemm_prg_v32_232","lemm_prg_m003_231","lemm_prg_m201_227","sub"
-0.244301999277469,-1.70029465714871,-0.741990905705072,-0.324845067379536,0.221220568087533,0.976082071627879,-0.153057642699699,-0.327583175613538,0.0214100650398458,-0.200773487438245,0.329196620247845,-0.141050675535215,0.125841869476304,1085983
-0.2662821479588,0.492075743787402,0.60734750110246,-0.444030532391657,0.221220568087533,-0.988433773524551,-0.269400107260805,0.441293848571674,1.03979694125841,-2.01786340427727,0.329196620247845,0.58293382218618,-0.566799589225343,1125173
-0.2662821479588,0.255527995258193,0.869114564407603,1.7214115985344,0.221220568087533,0.918557786238319,0.295861041455387,-0.570101808405909,-0.613642877313587,2.09152936806569,0.275647011592643,-0.622872296002579,-0.153925212749139,1154608
0.042304775372746,0.806337222705421,-1.01890153770957,-0.357610122283364,0.221220568087533,0.937981245415809,-0.00176163310297141,-0.196476513064172,-0.0834351314824857,0.136894301252582,0.327077037990537,-0.0974317358098966,0.0132949769547785,1181124
-0.2662821479588,-0.210374645987301,-0.302671682814449,0.287528660543761,0.221220568087533,-1.01301068822797,-0.529552319822421,-0.542342532966855,0.133056710427986,-0.311629040648228,-4.06187128947853,0.0534720298635753,-0.113859507272537,1183075
-0.2662821479588,-0.464299234923937,-0.711154080901233,0.658731642234019,0.221220568087533,-1.01301068822797,-0.523838332281377,-0.551303194413352,0.0645841016974085,-0.605964611873137,0.329196620247845,-0.122847234146174,0.163231660484406,1232870
4.44592357318506,-0.389251968824608,-0.193990132631662,-0.401147394822064,0.221220568087533,1.0307133750783,-0.542934815374924,-0.0179558902217696,-0.557805022850654,-0.135718516274074,0.329196620247845,1.35503441551545,0.356396561946203,1279943
-0.2662821479588,0.0845236556372748,-0.627771382639723,-0.298832087227652,0.221220568087533,-1.01045219540961,-0.417437350700544,-0.296691595402068,0.150075848287848,-1.26318039553656,0.329196620247845,0.0526566483150887,-0.189189562845707,1329352
-0.2662821479588,-0.593480332734952,0.433400377366441,-0.376270753361248,0.221220568087533,-0.97960810735925,-0.467981796347719,-0.152570437740501,-0.997723763436709,1.34889941921673,0.329196620247845,-0.335520381537196,-0.349717961121708,1330263
-0.2662821479588,0.209605144241131,-0.116690831528462,6.82326654032299,0.221220568087533,-1.01301068822797,-0.496908986333961,-0.579000617228215,-0.209554343335452,1.05286438168625,0.329196620247845,-0.1871198113323,0.101092368470377,1364384
-0.2662821479588,-2.41492645257155,8.26832098583172,1.22035647641266,0.221220568087533,0.665593298803165,-0.384971029636053,-0.566551664807134,-0.0599598766845389,-0.143848680127636,0.0337419349066292,-0.0986422148754187,0.0938872611230798,1386095
-0.204871243736842,-0.307489874849536,-0.51669058286389,-0.452612850262461,0.221220568087533,1.03052580862609,-0.523361887446544,1.42787789740769,-0.141194585360869,1.61103123029296,0.329196620247845,-0.1376936721643,0.361672294516064,1458656
-0.2662821479588,-0.166420399594659,-0.136446808297588,-0.414177272357766,0.221220568087533,-1.01301068822797,0.55829453274568,0.0977312595254576,0.0822522515956621,-0.152754600586995,-0.233620064719968,-0.00358104680621106,0.109293795806346,1485662
-0.0187164370421201,-0.280320798614115,0.107050633982883,-0.346930636670573,0.221220568087533,1.01037283537171,-0.250923595272946,-0.203637742819837,-0.173475836559887,0.305511236210877,0.329196620247845,0.0465595716227496,-0.0713485701346447,1497807
