"mkm7d_ctv_lbp.3D.m2_firstorder_Maximum_250","mkm7d_ctv_lbp.3D.m2_firstorder_Range_250","mkm7d_ctv_lbp.3D.k_glszm_SmallAreaEmphasis_248","mkm7d_ctv_wavelet.HHH_firstorder_Median_245","mkm7d_ctv_lbp.3D.k_glcm_ClusterShade_234","mkm7d_ctv_wavelet.HHL_glcm_Correlation_228","mkm7d_ctv_lbp.3D.m2_firstorder_90Percentile_226","sub"
-0.184309761558981,-0.0165825348509276,-1.27450801664512,0.250098374984702,-0.469700205824693,-0.512537745941334,-1.15631513894817,1085983
0.0357443096760065,0.101914632513848,0.0187559946031977,-0.575943788726549,-0.219240477541721,-0.791254245905377,0.16926244842654,1125173
-0.184309761558981,-0.0165825348509276,-1.85649900650299,3.51057548289001,2.10586425045723,0.76221308254903,2.24101117858163,1154608
-0.184309761558981,-0.0165825348509276,1.24297157511854,-0.0574811027143631,-0.226842383254174,0.687183224973554,-0.602621749483011,1181124
-0.184309761558981,-0.0165825348509276,-0.219162217915664,0.972430103014004,-0.665232271378662,1.35560878371639,0.102064596523494,1183075
-0.184309761558981,-0.0165825348509276,1.41922692797547,1.16060491375312,3.04371352269886,0.0462019531431416,-1.0590056622537,1232870
0.0357443096760065,0.101914632513848,-0.891962749223106,-0.206441115852134,-0.299258143422573,-0.858923204691517,-1.41083996111652,1279943
-0.184309761558981,-0.0165825348509276,0.241839830109166,-0.57395902174401,0.777742902674738,-0.807264604901695,0.321012549138977,1329352
-0.184309761558981,-0.0165825348509276,3.07583504250453,0.626426756933914,0.528896103522391,-0.553419551209712,0.726454072699968,1330263
-10.8952799318199,-7.89362227639214,-1.32144381987796,3.67923783019953,-1.24975884251746,-1.12986634269442,0.108947738461116,1364384
-0.184309761558981,-0.0165825348509276,2.19553321056495,0.0228472044992411,3.60249200933256,0.377844992858175,2.29073667267376,1386095
0.0357443096760065,0.101914632513848,-0.544051211401279,-0.378036867915794,-0.640212240490205,-0.450770889828855,0.562526080629838,1458656
-0.0925833050437488,0.0328113491543192,0.992179572659197,0.325008431533392,-0.556681162517975,-0.502832505016242,0.686688767983758,1485662
1.36988402451429,0.820337046559379,1.12186383483829,-0.429206326166324,-0.914309125807382,-0.398737613056124,0.218385413247719,1497807
-0.0463641384571966,0.0576999607929496,-0.398628587374788,0.143095628730196,-0.408837579700236,-0.25355589870959,-1.0418343905822,1501387
-0.184309761558981,-0.0165825348509276,-1.04247530923632,0.237772821125181,-0.414558848052378,-0.882022271540714,-1.46219847111697,1518948
-0.184309761558981,-0.0165825348509276,-0.521729216229826,-0.612201041573183,-0.761197010154439,-1.03734522505631,-0.255925869086896,1526417
0.0357443096760065,0.101914632513848,-0.0726983376237991,0.780492022223456,0.198697633536535,-0.908060003863168,0.125998911518387,1565177
0.198189535793287,0.189389947279884,0.463700567121338,-0.178060185291581,-0.464673728582673,-0.424766999930295,0.321398444559415,1606693
0.79604198734705,0.511328194609816,-0.316192246927267,-0.957093837482388,-0.291123679290798,-0.461429827145898,-2.32245984235666,1612262
-0.184309761558981,-0.0165825348509276,0.640812929922885,-0.15587903103049,-0.779181163637457,-0.18343972289143,0.275971218186864,1614566
-0.184309761558981,-0.0165825348509276,-1.038399231802,-0.214447298491112,-1.01271608109522,0.836007080426515,0.272613300940907,1644034
0.0357443096760065,0.101914632513848,-0.423498781631421,0.373978744910355,-1.02441930862395,-0.974649121086018,-0.00139921911718854,1668599
-0.0925833050437488,0.0328113491543192,-1.15117123829575,0.732945069367018,0.807930978697833,-0.0838198961428895,-1.55455400913106,1671370
-0.184309761558981,-0.0165825348509276,0.0850926464153546,0.0573416085625268,-1.08734274610782,-0.559972471589755,0.444953469510916,1684230
-0.184309761558981,-0.0165825348509276,1.63603039085465,1.13012000315776,-0.938969912297643,0.629463312531355,0.501066185642529,1692385
