"letdfirst_prp_original_firstorder_Median_249","sub"
-0.159407626993869,1916742
2.23599791286166,1980052
0.0737160796454405,1926770
1.08584670388664,1979045
-0.312073651563158,2196212
-0.179835253452897,2393207
0.96237707227968,2146138
0.427599299122361,2228399
1.00555199889074,2144796
0.534614245399241,2234271
-0.258499187848239,2296332
0.692395050475672,1684230
-0.0238032023803737,1720713
-0.451709009147925,2186951
0.42591353625753,2439458
-0.706991098781863,2135748
-0.238991931921285,2141116
0.204284712640478,2108003
0.450899021565509,2006164
0.731403063243803,308862
-1.20026371044334,1085983
-0.360304866909361,2004451
-0.252563522814392,2359944
0.560898548003432,2069079
1.26725018597641,2059713
0.455975807417334,2294873
0.392058798581533,2033049
-0.399784313361221,1485662
1.28980851271121,1526417
0.738273596770305,1386095
1.10827554883556,983079
1.33316691351308,2132424
0.873083633129881,2138375
-0.251402686108539,2490180
-0.339626775683049,2034136
0.073341132389028,2510402
0.108367205294058,1330263
0.68401622911904,1768972
0.644541781963933,2306459
1.98408834881673,2181724
-0.205134694596912,2217034
1.54133863013265,2218615
-2.29803003836562,92173
-0.890070345142958,2414406
-1.63086113858226,2381907
0.818619794522752,2002465
-0.0454676548558879,2474709
-1.27766582233844,2176530
-2.30894725264816,1279943
-0.683475906648696,1976407
0.725812349685855,2250836
0.730400704244993,1915938
-1.2938265490195,2133380
0.794387203305649,2271329
-2.06799064785756,2286108
0.83658926676874,2040495
1.47059958094884,1125173
-1.10777572066891,1767700
0.234427472477992,2138678
-0.489500693016254,2443354
0.459572301500843,2234422
0.231133935777664,2151024
-0.816870642097732,2057358
-1.24405055097687,2425694
-0.450053242063608,2500377
0.406536262046133,2183356
0.200886190708355,2131601
3.00870421676679,2152442
0.405798365845513,2306893
0.112145673779346,2009915
-0.651126957154452,58325
-0.490496552929285,2395943
-2.14938369834991,2480330
1.15760061031114,2076301
-0.416573951573698,2205389
0.67094456790115,1975401
0.774974434087311,2250648
-1.29460044015673,2185290
-0.883570759435466,2091555
-0.185851407164454,1232870
0.95419672300411,2139733
0.94425312176405,2559453
-1.0867686757163,1938156
0.0432323677694291,2158101
-0.390102675270975,2199403
-0.192065533027397,2430773
-0.432884657157317,1738800
-1.36518351128187,1565177
1.19791093988321,1978972
-1.38388987986913,2487135
-0.123044242207634,1612262
1.1650610608544,2051378
0.521604075531402,1497807
-0.242917379731086,2026671
-1.23559424052058,2340322
-1.30469901959611,2293123
-0.609462818021895,2395415
0.932417286703296,1966316
-0.158672230441625,1973544
1.22712383052482,2010259
0.985992750277565,2145694
-0.0390125628894903,965005
0.755014241874611,2096627
2.19186062162581,2047354
3.41023873316667,1364384
0.938083489642201,2244172
-2.14034746947037,2132982
-1.91203833556823,2134220
-0.546274706652559,1889409
0.324447809375556,1938561
0.673501708189884,2055667
1.20557886124168,2176784
-1.11702491959009,923666
0.34251176833016,2086044
-0.482087735792141,2078198
0.299827272730486,1501387
-0.149528016752237,1518948
-0.459740879309956,1606693
0.477057341891546,2305115
0.0936567746008077,2237571
1.03221324847005,2285214
-1.39587519390277,2426863
-0.650669521501628,1979422
-0.564504642259335,2480056
0.346110762062044,1668599
0.215236172105774,2339674
-1.39965016288033,2133204
-1.72063001085319,2294852
-1.73359118761286,2445526
1.57871937180795,2200416
-1.50909976667552,2168082
-0.748437268576025,2075846
0.378373723652152,215131
-1.15736174543495,2274521
1.61663103879833,277752
1.40596567295878,2078899
0.0955930022329218,2172217
-0.276804612835973,1614566
1.39764984274122,2100050
-0.637171920200454,2183291
0.0181818916036724,2336735
0.948566015072145,2352038
-1.13591526229783,2305114
1.04591832058644,2448298
-1.76651230662039,1329352
0.271263290807306,1183075
-0.329057262489619,2110540
-0.662331381035407,2070958
-0.145368101924759,2340155
0.752598581683964,2075832
0.776666196108244,2498991
0.824563958361078,1919296
0.64640451993379,2401405
0.287254541328462,1644034
0.347248102073162,2405144
-1.94682494215884,2158329
-0.0827459109477691,2319068
0.183616620007671,2504802
-1.10269843488741,2331869
-0.197230806431736,2317120
-0.762066851311457,2072215
-0.927935018743868,2228400
0.00744440203936881,2145166
0.312986421641539,1692385
0.600699949166132,2109902
-2.48324373447505,2219842
-0.291624528128096,2520618
0.565526896936588,2419459
-1.16039631856352,2276121
-0.427528410617045,2350037
-0.70763000890679,2001182
0.947348186383317,2278618
-0.273810034081425,1740845
0.71071247377561,2321962
0.793017395995556,2212664
-0.750473482143183,2453577
0.0520721242866102,2224150
0.396465678668568,1967281
1.64155253310788,1742294
-0.807652938746089,2488660
0.14845156665293,2085349
1.34143125097408,2247869
0.65918772172908,2157529
0.0192007482817639,2119177
-1.28439937513393,2010554
-1.06082632500996,2493534
-0.764120062487572,2200813
-0.709120799198286,2116787
1.41192483468736,1154608
-0.727252248659044,2267382
0.168852196909497,1181124
-0.893062424249128,2137799
-1.10128163418785,1458656
-0.399606338396844,2269346
-0.290736653024911,2092954
0.635283584308595,2007309
0.184448502987231,1671370
