"mkm6d_gtvper_original_shape_Elongation_248","mkm6d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_246","mkm6d_gtvper_wavelet.HHH_glcm_ClusterShade_244","mkm6d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_242","mkm6d_gtvper_wavelet.HHH_firstorder_Skewness_241","mkm6d_gtvper_lbp.3D.k_glcm_ClusterProminence_240","mkm6d_gtvper_wavelet.HHL_firstorder_Skewness_237","mkm6d_gtvper_lbp.3D.m1_glcm_ClusterShade_236","mkm6d_gtvper_wavelet.LHH_firstorder_Median_234","mkm6d_gtvper_wavelet.HHL_glcm_ClusterShade_234","sub"
1.02769013153375,0.241216256392699,0.0711490415411509,0.651311014982643,-0.160252226239572,-0.106566701693847,-0.0858036932437807,1.01252457121496,0.752393341639145,-0.0674469503859086,1085983
0.903315011727641,0.11291687950214,0.149926373973535,-1.84000349094002,0.316748902180324,0.567178404951211,-1.01668399412119,0.230321060415391,-0.389007155306159,-0.572243695635309,1125173
-1.09125817683295,-1.62433157134443,0.328749028251002,-1.36244201218739,0.853730131815384,0.230824679020349,-0.113239142608531,-1.15448683643634,-1.94821908400606,-0.089397863583437,1154608
0.128547106063381,-1.3198409021091,-0.13717654650744,-0.858674730071487,-1.86961146185728,-0.605437094841922,0.173076241922779,-0.138230401909267,0.210154174640884,-0.492746998467943,1181124
1.3884677017123,0.732621839805576,0.347526864301692,1.28094332396049,0.46287050370782,-0.0761309016915906,0.32616353188355,0.228419974442067,-1.74970855643565,-0.310970865671397,1183075
-0.515882743954256,0.501768718657278,-0.0678309202597763,-2.28232197668885,0.283787430829884,2.96503349216613,-0.850556152841635,0.446892660049904,-0.21431415452391,-0.207060164851341,1232870
0.0607759317154871,0.00397751957504328,0.0920456835065376,-0.695465063397428,0.150278544369402,0.284840906685144,-0.227130074991575,0.368566404313239,1.63275227645432,-0.16315017245069,1279943
-0.201139121923733,-0.0864464798712809,0.443483847258274,0.55919714953644,0.249819520163786,0.411386915813485,-0.76728693384653,0.911708492952411,1.37578910958586,-0.293530969850103,1329352
0.300674203552877,-1.02899803277512,0.107238677047466,0.0772149342345455,-0.222880177405164,1.0651117770702,-0.340226583987117,0.229714191885196,1.34145147270217,-0.162944298991458,1330263
-0.778798785706111,-1.37194691751239,0.192020097520145,-0.675293219829956,-0.434426153595536,-1.49410912693951,0.448365369004558,1.33887415206271,2.68254837561265,-0.0500905431541918,1364384
0.550834506291019,0.823915800501015,-0.675183717024563,0.447328814079487,-0.855389938082378,3.81641288008423,-0.725246676125577,0.631258466945605,-0.639457568385244,-0.281119141005985,1386095
-0.929661778444626,1.15141852206104,0.149471966823535,-0.55950256035543,0.268788508895674,0.367176736311527,-0.821898190523883,-0.496351308977921,-0.739879931385134,-0.599187776082937,1458656
0.705670136509656,0.57816668504922,0.118397851694697,0.0966564046032071,0.157805473198751,-0.561723943387549,-0.521866440484438,0.126326661001232,0.604074411566595,-0.241342970180336,1485662
0.275885909030906,-0.46902118165981,0.0341726368352295,0.100340122964532,-0.809203173094382,-0.824997022121624,-0.840597383141627,-1.17463414879541,-0.294147775649304,-0.24654079009263,1497807
0.100023363668544,0.235116656962045,0.0736630440378542,-2.199621683385,-0.301144935612771,-0.80441440322059,-0.803501657874602,-0.701067453238304,0.336916322933122,-0.352695096223548,1501387
-1.34544525662363,-2.5380520443861,0.254715567532635,-1.73460345755991,0.792566059205148,-0.0722497614216004,-0.81878169033565,4.70262685656422,0.828218090710275,-0.26633468377082,1518948
1.51096136027969,-0.282953702103976,0.99864709677149,0.177701775813619,0.792373535220883,-0.773546825156495,-1.06063258643403,-1.41640604009106,0.579682912552933,-0.378528359232915,1526417
