"mkm9d_ptv2_log.sigma.2.0.mm.3D_glcm_Imc1_237","mkm9d_ptv2_wavelet.HHL_glcm_ClusterProminence_236","sub"
1.42493085427541,-0.288794563294106,1085983
1.03352748325463,0.07216717624633,1125173
-1.69531796982669,-0.347728939139914,1154608
-0.128069757548591,0.100189524787892,1181124
0.995974951262041,-0.172184915695004,1183075
0.295643166817274,-0.356667869823446,1232870
0.11122274149386,-0.306522809120347,1279943
0.086231039299138,-0.0166045264822826,1329352
0.394935050948286,-0.278924153361248,1330263
-4.93312426298014,-0.204863119470426,1364384
-2.79428405040106,-0.234151278241943,1386095
0.920979223011567,0.770200518458245,1458656
0.311989526995834,-0.325176581176379,1485662
0.560175679701813,-0.296511405944043,1497807
-0.100525291960951,0.251799154912826,1501387
0.330016331400613,-0.299251812089595,1518948
0.282279560276261,-0.250320439856041,1526417
0.445386077361571,0.354833171969134,1565177
-0.253907652425197,-0.358812979725998,1606693
-0.508564383955624,-0.354882286901449,1612262
-0.42494939354738,-0.157316563887607,1614566
0.296239637399433,-0.350491974717061,1644034
0.693453507707426,-0.215772259859192,1668599
0.862106606872694,0.263308205404394,1671370
-0.216157626992203,-0.10730866666931,1684230
0.172094347560331,-0.308707453791443,1692385
0.384683261967788,-0.105659369311856,1720713
-0.0190134616697724,-0.342132547941578,1738800
0.92537376293755,-0.255983819266465,1740845
-0.189953881047632,-0.245733724729754,1742294
-0.725396615159625,1.60162233289829,1767700
0.837774608452382,-0.250476570690174,1768972
0.00930272807336717,-0.177755571082314,1889409
0.150909769405434,-0.371607206612076,1915938
0.552554473269046,-0.341449115018872,1916742
-1.58339165310638,-0.371235098427472,1919296
-2.05346625224324,-0.328948617660032,1926770
0.300714583756971,-0.201108750214179,1938156
-0.118600202989475,-0.358320410653884,1938561
0.359332589993901,-0.361214193286225,1966316
0.316606769799066,-0.286598992652426,1967281
-3.11229929319433,-0.354539384634043,1973544
0.714880458120587,-0.239013603785584,1975401
-0.0463815656222178,-0.339405009400902,1976407
-0.204783498566723,-0.240991847307263,1978972
-1.04627905794592,-0.360770191640373,1979045
0.415122641315037,-0.375081651388748,1979422
-3.89448227334922,-0.357672774253692,1980052
0.549620520495822,-0.0193445954385225,2001182
-1.47038205426674,6.39114409706636,2002465
-0.0940067903186113,-0.363273639401709,2004451
-0.656107381426889,-0.338378296288414,2006164
1.25220857897625,-0.233358731487994,2007309
1.06141232698573,-0.37031000739708,2009915
1.488720033522,-0.0796107076850466,2010259
1.14596134074455,-0.067982234513646,2010554
-0.0357967863499359,-0.119033584685751,2026671
1.02196155323471,-0.097576178491363,2033049
0.492401829235308,-0.350963372799489,2034136
1.56471198384005,-0.326811551765026,2040495
-4.04723965357681,-0.155435418693392,2047354
-0.186790670087441,-0.336718056146115,2051378
0.544354427442185,-0.367091945816126,2055667
1.15747510394686,-0.342513510445994,2057358
0.60955646319012,-0.33938371978296,2059713
-0.949454575690253,-0.0110283047777552,2069079
-0.515388790840549,-0.332432396053908,2070958
0.441824182159201,-0.325081923633537,2072215
0.297785745192235,-0.345200049203077,2075832
0.753931095333581,-0.303150654570186,2075846
-0.023868536135365,0.217663333024625,2076301
0.169799690234875,-0.290009063753824,2078198
1.2606488277204,3.97694978296564,2078899
0.0844799713343239,-0.118412523039846,2085349
0.181747191706925,0.273371198197901,2086044
0.082291727852191,-0.355544152290634,2091555
0.888361946942691,-0.362898195480518,2092954
0.380642109699548,-0.223273453542753,2096627
0.225950728298405,0.262774593485454,2100050
-0.712752646905863,-0.0538249803430291,2108003
0.805822311867617,-0.293962583365836,2109902
0.277694384738762,-0.349069866641741,2110540
-0.233814678291471,-0.184260007634926,2116787
-0.223275928851774,-0.120788646000996,2119177
-0.442960914903809,0.204817415036869,2131601
-0.144373118811555,0.144464316452688,2132424
0.742472635806894,-0.328598894501154,2132982
0.634811739440643,-0.331152833969278,2133204
0.249557095424222,-0.0991559530365876,2133380
0.553771234400073,0.041321880703077,2134220
-0.430249712057245,0.586487467108345,2135748
-0.241392894457105,4.95889984910216,2137799
0.237597022015305,-0.340493744583124,2138375
0.626394303837611,0.101206579124574,2138678
0.121024679131006,0.750006153445939,2139733
0.801272691765917,-0.303014200558947,2141116
-1.38962083350584,8.33538072682842,2144796
-0.669580352173407,-0.106234668982903,2145166
0.546418517732922,-0.322887706789025,2145694
0.686320722071755,-0.017053338370938,2146138
0.156826398318002,-0.281285166848595,2151024
0.0735412415347089,-0.351047181956251,215131
-2.34299127877121,-0.188166245685592,2152442
-0.176016795750643,-0.279085178376306,2157529
-0.889664092855346,-0.15417842136822,2158101
0.99150677109813,-0.260805505871313,2158329
0.88695964244631,-0.373012366354285,2168082
-0.511350968673964,-0.366264560563509,2172217
0.214272202164056,-0.29021026252447,2176530
-2.79154119313961,-0.209546681042618,2176784
-1.61677685281902,1.16490485625174,2181724
0.643552092156116,-0.207941624809242,2183291
0.850688670056192,-0.102913716752774,2183356
-0.814051705541269,-0.338000172191455,2185290
-0.427292181448625,0.583432129411285,2186951
1.18325261505344,-0.295499726405261,2196212
-0.216149617077119,0.0711180771179246,2199403
-0.498211869641882,0.0193016167096432,2200416
0.403329981079926,-0.36119228909752,2200813
0.0559434972169327,-0.230623982427887,2205389
0.304771759211545,-0.176879222953844,2212664
0.173556468007543,-0.356279334210378,2217034
-2.35670817270454,-0.0766504097255133,2218615
-0.0936824311108177,-0.374436197681129,2219842
0.574115769848473,-0.322932027196898,2224150
-0.0959984653508914,-0.358377456087346,2228399
0.474324466659183,-0.319683290808177,2228400
1.27453444464111,4.02753797625883,2234271
1.33562519073676,1.81230317044285,2234422
-0.715534003010552,-0.225375041957026,2237571
0.226616393563651,-0.0680236144186709,2244172
-0.181881739243146,-0.241268141422774,2247869
-0.880765806759026,-0.0943448568751018,2250648
0.417957188290085,-0.276913945858197,2250836
-0.182829096391955,-0.318051791209456,2267382
-0.124457878458858,1.80785979770685,2269346
0.593174657864507,1.78801638135642,2271329
-0.421158271131188,-0.341028977873421,2274521
0.761129813372677,-0.300584025739837,2276121
-1.92749804305336,-0.170886255353266,2278618
-0.129525742035206,0.0439910106575285,2285214
1.48043036293036,-0.361558915290029,2286108
1.48407334880631,-0.258207023610301,2293123
0.380014023862905,0.0830806231572017,2294852
-1.13914399753645,-0.179191448340536,2294873
0.828774860902904,-0.346222200615685,2296332
-0.227543767806738,-0.291213466357547,2305114
-0.140985875226275,-0.121740087253136,2305115
-1.47340079922409,-0.349171134494366,2306459
0.562639955433687,-0.130443678447701,2306893
1.15178927111602,-0.237906982466138,2317120
1.07058447098692,-0.362796374164471,2319068
1.08765801927312,-0.0980990630146834,2321962
0.149620370690186,-0.236640977824451,2331869
-1.67134220569972,-0.360951085684616,2336735
0.618193974529647,-0.203309565824164,2339674
-0.583827214870123,-0.362937224355563,2340155
-0.0326098033327514,0.486951415496645,2340322
0.68847838932312,-0.290709602148261,2350037
-0.143437638736238,-0.227514466740954,2352038
-0.735015757731013,-0.0365319304533012,2359944
-0.2341028363291,-0.349495688908117,2381907
-0.200603469993689,0.504460857443565,2393207
-0.0855747244494098,-0.247705624295262,2395415
0.102829345842222,-0.320131470093799,2395943
-0.29829591997501,-0.335964161325721,2401405
0.464345045317722,-0.283743504861401,2405144
0.0952521274887215,-0.0561336899539017,2414406
0.895449686804013,-0.34183514937659,2419459
-0.276309914799014,-0.325129005823325,2425694
0.759909730764165,-0.352173615003241,2426863
-0.650137839507628,-0.29653335456496,2430773
-1.24086596434526,-0.302336270493848,2439458
0.269727698698724,-0.304436713290714,2443354
0.0627911725765545,-0.274010862089253,2445526
-0.277851834949032,-0.316000516215914,2448298
0.789136816648484,-0.20543539024027,2453577
0.0319928935998232,-0.140459953637125,2474709
0.71081689247744,-0.149776283164211,2480056
0.954037200005452,-0.0539888026517436,2480330
0.197912768063039,-0.285155898609022,2487135
0.760495232372911,-0.358292034947043,2488660
-0.37540959057106,-0.2872682975571,2490180
0.859610227344779,-0.220377139240416,2493534
0.169757076222875,-0.197335681888028,2498991
0.696753446524524,0.021170289594817,2500377
0.468029056829697,-0.2350083733186,2504802
0.0803657252504863,-0.26958800174055,2510402
-0.284239393607004,0.0131320729067644,2520618
0.807676636197746,-0.0772841454091572,2559453
-1.33837044952249,-0.310587310070386,277752
-0.889543606889168,-0.352753483853845,308862
-0.302229162055692,-0.346154031802047,58325
1.50905805942583,-0.166352710128741,92173
-0.770100288162572,-0.27459271649226,923666
0.821369340793324,-0.0637596080190833,965005
-1.44766591600232,-0.29742862276544,983079
