"mkm2d_ptv_original_shape_Flatness_250","mkm2d_ptv_wavelet.HHL_firstorder_Median_250","mkm2d_ptv_lbp.3D.m2_firstorder_Maximum_250","mkm2d_ptv_wavelet.HHL_glcm_Correlation_248","mkm2d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm2d_ptv_wavelet.HHH_firstorder_Skewness_240","mkm2d_ptv_lbp.3D.m2_glszm_LargeAreaEmphasis_238","mkm2d_ptv_wavelet.HHH_glcm_Imc1_237","mkm2d_ptv_wavelet.HHH_glcm_ClusterShade_233","sub"
1.35119706091473,-0.113271523713466,-0.217177790468027,-0.827847665328668,0.762074162825159,0.347385578758846,1.26922572452042,0.447342074081322,0.11414942135304,1085983
0.110236965876068,0.297602724949903,-0.125528253291048,-0.925981592265627,-1.74368113946219,0.504720812456545,-0.329294117769076,0.0435376481042772,0.142985377272123,1125173
-1.53027357938603,0.529893821306535,-1.24693187151907,1.00744753860479,-0.911773224810777,-0.245201648990369,-0.14968739894235,0.340755089598047,-0.201656762941962,1154608
0.884728474582034,-0.391069180175852,-0.217177790468027,1.26723233538762,0.434442489267127,-3.75174789130014,0.813709831303861,0.162664293883257,-0.351017716029245,1181124
0.245789447239916,-0.991579474146421,-0.217177790468027,0.918451532258239,-0.240353362751441,-0.205926326753265,-0.499731780485324,-0.839832657140838,0.0540523414875516,1183075
0.0380830206982791,-1.06130500255837,-0.217177790468027,-0.547047643972575,-2.07372093726181,0.257983201021893,-0.208022914515558,0.349757091698389,0.126438266680135,1232870
0.194384973611451,0.779659509456596,-0.125528253291048,-1.04126656742792,-0.710599542575829,0.188897314555454,0.404380214208887,-0.11671836217148,0.0978520181302851,1279943
-1.02730961234489,0.217111072011735,-0.217177790468027,-0.847774061864344,0.7089088105173,0.477309310720999,0.0554785223412858,-0.28381069535415,0.577942070656588,1329352
-1.32400921503537,0.608067101805383,-0.217177790468027,-0.336035510547591,-1.17303569831232,-0.31781031962055,0.0600983379597556,0.347152012735602,0.0838658406040829,1330263
-1.15899980052833,-0.739469118346096,-10.0701282394459,-0.695492464072335,-0.629138729788099,-0.313307584503566,-0.277110071396287,-2.92485723063501,0.353207273989636,1364384
1.10959173052513,1.49460443256234,-0.217177790468027,0.880696815582638,0.599598916970807,1.33497355825668,0.263468109731946,-0.340340719195795,0.779405107031388,1386095
