"letm_prp_d2_230","sub"
-0.593405379910876,1085983
0.388136245016761,1125173
-0.100337371222338,1154608
1.05985412023016,1181124
0.103589873036706,1183075
-1.07166291178603,1232870
1.11278076833151,1279943
0.396936788815711,1329352
0.40019011009262,1330263
3.08826011152243,1364384
0.461137160011692,1386095
-0.276345876935863,1458656
-0.924467609090109,1485662
-0.50885695949246,1497807
0.511861623466811,1501387
-2.61360595894493,1518948
1.038006568743,1526417
-0.125901190440237,1565177
-0.378142628968076,1606693
0.961808349871778,1612262
0.315959235865971,1614566
-1.97855415155033,1644034
0.900075842866272,1668599
0.0658884767348109,1671370
1.15281705081275,1684230
-1.00606090701903,1692385
0.184252233082213,1720713
-0.613162295067076,1738800
-0.234926246402818,1740845
0.89382653918115,1742294
0.68056030819857,1767700
-0.628837919214521,1768972
-0.0321083068457334,1889409
-0.58279255858767,1915938
0.211810462342022,1916742
-0.0891588356528031,1919296
-0.184609172176905,1926770
-0.204198729897281,1938156
-0.490194069900839,1938561
0.117864874242313,1966316
-1.43507242231225,1967281
2.03493383049839,1973544
1.56370163689136,1975401
0.297466066194726,1976407
0.632938710943331,1978972
1.04866386510812,1979045
-2.58139960345746,1979422
0.530497339632731,1980052
0.128596447382251,2001182
0.709885133817937,2002465
0.712866279183997,2004451
0.506749674425246,2006164
-0.333272448235631,2007309
1.10892540500706,2009915
-0.238410684009073,2010259
0.400363584790786,2010554
-1.03061326942657,2026671
1.35146507680218,2033049
-0.409061184435254,2034136
-1.08150664891873,2040495
0.74935644195182,2047354
0.533595640881836,2051378
-0.714157284590924,2055667
-2.73256497326562,2057358
0.474673771545749,2059713
0.545187437295047,2069079
-0.634135428714642,2070958
0.89025716247022,2072215
-0.600855099925299,2075832
-0.151337015423923,2075846
1.36306202353072,2076301
-0.0876168069472738,2078198
0.465931399649219,2078899
-0.36335218925814,2085349
-0.304176446712903,2086044
0.212864680983591,2091555
-0.628124937590526,2092954
1.51588176233147,2096627
0.974669495689919,2100050
-0.329825353296251,2108003
-0.649354655883515,2109902
-0.117374762486962,2110540
0.746998774822896,2116787
0.238049297091132,2119177
0.826401899953482,2131601
1.53523248007365,2132424
-1.40337367904825,2132982
-1.04942023429895,2133204
0.485493490491987,2133380
-0.415968854032581,2134220
0.175098690604736,2135748
1.2363759098435,2137799
-0.443764494328431,2138375
-0.235234534772704,2138678
1.10753753181164,2139733
-2.39600977240217,2141116
1.36004803065183,2144796
0.750858675999786,2145166
0.13568554508814,2145694
0.946346657287012,2146138
-0.0799195322438728,2151024
0.325711584957587,215131
2.06160459674465,2152442
-2.6268139583305,2157529
0.768764591093124,2158101
-0.649979357877718,2158329
-2.40373945571003,2168082
-0.993333839137286,2172217
-0.279987459394322,2176530
1.05187959405811,2176784
1.12918400018937,2181724
-0.128546265849154,2183291
-0.20109394305036,2183356
-1.43426029000201,2185290
-0.0364495569022612,2186951
-0.482829285444999,2196212
0.372815197267253,2199403
1.6376178762494,2200416
-0.170884986166636,2200813
-0.412721729459666,2205389
0.692714156523156,2212664
-1.27440555000293,2217034
0.827815590238997,2218615
-1.53261064783044,2219842
0.091400189886555,2224150
-2.68343255824929,2228399
-2.99780872154289,2228400
0.322639715761889,2234271
0.400705725198425,2234422
0.950535444499009,2237571
0.200894766271208,2244172
0.724921288346109,2247869
0.218021454949297,2250648
0.35997204719993,2250836
0.365066695877089,2267382
0.880850408427504,2269346
0.90797412119763,2271329
0.73025455795609,2274521
-2.72151030096337,2276121
0.872037141158611,2278618
0.748874948566754,2285214
-0.966883236230266,2286108
-1.92174555029827,2293123
-0.189791802050135,2294852
-2.08975774614651,2294873
-1.82518332969731,2296332
0.898288763792869,2305114
0.223220826592372,2305115
0.4079843495127,2306459
1.30566416103478,2306893
-0.115183479797153,2317120
-0.590428476878543,2319068
0.0132452318987372,2321962
0.259227023499472,2331869
-0.272213265350196,2336735
0.397817662734353,2339674
-0.611921370335158,2340155
0.466117434965793,2340322
-1.51286102432301,2350037
0.525507988214347,2352038
0.803781413021542,2359944
0.57387707407161,2381907
-0.633846195072924,2393207
-0.0724545360124968,2395415
0.399605883381877,2395943
1.09135798888621,2401405
-0.18350346685359,2405144
-0.069133406168638,2414406
0.430126697594085,2419459
-0.672604157096277,2425694
-0.68302613406755,2426863
-0.505965967837619,2430773
0.56303777499222,2439458
0.0382116160134465,2443354
-0.627006183982262,2445526
0.207071903931626,2448298
-0.860203138690078,2453577
0.195354065986103,2474709
1.16273325121934,2480056
-1.30070045526352,2480330
-0.798087428002342,2487135
-2.11232998489523,2488660
0.252685278891481,2490180
-0.447401900211024,2493534
-0.341409525041229,2498991
0.0645344557286173,2500377
-0.829707018233449,2504802
0.409530226488249,2510402
0.0221292961859327,2520618
-0.408620055630503,2559453
-0.0387303431937203,277752
0.959383234539296,308862
0.178850565751571,58325
1.08902081354195,92173
0.642438312365324,923666
0.786324082795231,965005
1.44267881495508,983079
