"lemd_prg_lbp.3D.m2_firstorder_Maximum_241","lemd_prg_wavelet.HHL_firstorder_Skewness_237","sub"
-0.476656442192434,-0.441572926241781,1916742
-0.542270040178927,-0.177081534793022,1980052
-0.542270040178927,-0.0892309607895245,1926770
-0.542270040178927,1.31002153333886,2196212
-0.37703495047561,2.39224551936297,2393207
-0.384861371907707,-0.826350173974539,2146138
-0.542270040178927,-0.229177128934752,2228399
-0.476656442192434,-0.151758472129706,2234271
0.207780446657439,0.807701393186807,2296332
-0.542270040178927,-0.00963103623840298,1684230
0.0230698434871167,0.709223710562988,1720713
-0.542270040178927,-2.8227171493317,2186951
-0.384861371907707,-0.116673912059819,2439458
0.112571820498639,1.46096109446259,2135748
-0.542270040178927,-0.389429524674751,2141116
0.789890290046922,-0.738836583180724,2108003
-0.542270040178927,-1.06313209134451,2006164
1.12193965964257,-0.514342381683168,308862
0.208351826923126,-0.185896260459983,1085983
0.643835426461312,1.47517177516554,2004451
-0.504827157768498,-1.16963517987341,2359944
-0.542270040178927,-5.35118998226136,2069079
-0.542270040178927,-0.2030245138973,2059713
-0.402880875485366,0.652701340985746,2294873
0.300197036622123,-0.298726871076573,2033049
1.52749386178084,-0.2992265499185,1485662
-0.542270040178927,-1.08777730566817,1526417
2.50823151498458,-0.103548767895882,1386095
-0.384861371907707,-0.475009175984429,2132424
-0.542270040178927,0.820471522813306,2138375
-0.542270040178927,-0.34814704582527,2490180
-0.476656442192434,0.0464675059911533,2034136
0.183040434741793,-0.413852401191813,2510402
1.30485539776457,-0.337436454764815,1330263
-0.219174699646451,-1.46732686207847,1768972
-0.542270040178927,-0.188302777946878,2306459
-0.542270040178927,-1.94792117447606,2181724
-0.542270040178927,-0.556382789443355,2217034
-0.280646739182348,-0.53524283785884,2218615
-0.384861371907707,-0.115196375085382,92173
-0.476656442192434,0.407582582656966,2414406
1.27207240961222,0.183884603434252,2381907
-0.476656442192434,-0.960102062499848,2002465
-0.542270040178927,0.979551923241347,2474709
0.814170958881175,0.315228938737514,2176530
1.36149598143448,-0.463690666949084,1279943
-0.542270040178927,-0.853771831897978,1976407
1.96102546580905,-0.543230556957284,2250836
-0.542270040178927,1.12305030608218,1915938
-0.542270040178927,-0.592925890418861,2133380
-0.32487454590302,-0.143845687946508,2271329
0.187189788409864,-0.449109762812784,2286108
-1.02592164087229,0.639816033677308,2040495
-0.542270040178927,-0.581537570702291,1125173
-0.542270040178927,-0.292240835638226,1767700
-0.542270040178927,-0.0379374163773028,2138678
-0.542270040178927,-0.338961883729509,2443354
-0.122486196877534,-0.367953552203664,2234422
-0.542270040178927,-0.639988579147089,2151024
-0.384861371907707,0.53258991334973,2057358
-0.542270040178927,-0.367968858389177,2425694
-0.476656442192434,-1.67088922865121,2500377
-0.542270040178927,-0.404122784330378,2183356
-0.542270040178927,-0.349783421069624,2131601
1.81494172753111,0.789704697575451,2152442
-0.476656442192434,0.309399724911314,2306893
1.68128016781297,-0.547075108393704,2009915
-0.316583741671341,0.111082763473906,58325
-0.476656442192434,-0.502350533183157,2395943
-0.542270040178927,1.46614605471199,2480330
-0.383913719520135,-0.118264674786026,2076301
1.64815241739604,-0.177123299399438,2205389
-0.476656442192434,-0.456024534595671,1975401
0.215182633863792,0.294177602343767,2250648
-0.542270040178927,0.202002736825439,2185290
3.45540462605358,-0.792736881497874,2091555
-0.542270040178927,-0.907946330902767,1232870
-0.542270040178927,-0.153309655982419,2139733
1.89389774342402,4.43947824625281,2559453
1.3048553977646,-1.2016893566659,1938156
-0.542270040178927,-0.892049249477552,2158101
