"mkm10d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm10d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_237","mkm10d_ptv_lbp.3D.m2_gldm_DependenceVariance_236","mkm10d_ptv_wavelet.HHH_firstorder_Median_235","mkm10d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_235","mkm10d_ptv_wavelet.HHL_firstorder_Skewness_234","mkm10d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_228","sub"
0.0357944862097848,-0.493206121839722,0.854707482893601,-0.142028555780696,0.0480831549285562,-0.487732676989452,0.0213284435657122,1085983
-1.99135581742158,-0.442149866048962,-0.288468896393,-0.579797355234203,-1.08189481959638,-1.04084803025569,0.867537008017687,1125173
0.56335326768037,-0.85883716147398,-0.222415682239451,0.16276861501922,2.36359944819031,-0.722587801584973,0.0458887547123992,1154608
0.20792397049861,0.690715283628289,0.263823176144639,-0.0808380314806613,-0.456239846948622,3.86099079039821,-0.474944953558326,1181124
0.256822141904332,-0.653819338829207,-0.616422405308335,1.63200215667341,-0.053397579961433,-0.835098135228685,-3.11724184648052,1183075
0.569843973169614,-1.28537503222278,-0.245243984037087,-1.46648801474491,3.1676741560288,-0.701577911893563,-1.62588995876177,1232870
-0.00958999738588521,0.232947069530363,0.174937937567034,-0.0356549413985031,0.355006304796238,-0.838633301711094,-0.664432450152351,1279943
1.14315517495519,-0.0889084184496515,0.0232941431828969,0.112954916949846,-0.654950076967819,0.169779148913448,1.10759447533962,1329352
-0.736076209740653,1.56386503004269,-0.0262718841095389,0.227097991062314,1.79024132718722,-0.0210383883078728,1.06008308166931,1330263
0.08809666092927,0.901222039706448,-0.0497633034470521,-1.01060068292763,1.40987596166011,0.0852034192879906,-0.0992929681733679,1364384
-0.666882380435363,0.285507735939927,0.422845524846308,-0.792860782177027,1.1757918114107,-0.807384946670728,0.280483866868845,1386095
-0.23031209895681,-0.108638424626234,-0.300101883288611,-0.781737904524976,0.812376788647625,-0.811049498699114,0.361050180619909,1458656
