"mkm5d_ptv_original_shape_Flatness_250","mkm5d_ptv_wavelet.HHL_firstorder_Median_250","mkm5d_ptv_wavelet.HHL_glcm_Correlation_250","mkm5d_ptv_lbp.3D.m2_firstorder_Maximum_250","mkm5d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm5d_ptv_wavelet.HHH_glcm_ClusterShade_243","mkm5d_ptv_logarithm_glcm_Imc1_237","mkm5d_ptv_lbp.3D.k_glcm_ClusterProminence_231","mkm5d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_229","sub"
1.35119706091473,-0.126012702451918,-0.85369627807261,-0.239099211538818,0.307435633565105,0.143009350318,-0.863174673113015,-0.737242072986199,-0.234218070639174,1085983
0.110236965876068,0.23203278482943,-0.935919267518608,-0.148066573657932,-2.22511609071937,0.153011751844094,0.344564239126265,0.0415509037790168,-0.0901020239881303,1125173
-1.53027357938603,0.633431897518514,1.06425253983037,-0.798017719041511,-0.563013353252491,-0.195355178964172,0.19032674492984,-0.430063797584032,-0.247723684951561,1154608
0.884728474582034,-0.30005751341154,1.15966392699007,-0.239099211538818,0.726289221734945,-0.406277357849986,0.251351016045816,-0.570819082623113,-0.249592581997167,1181124
0.245789447239916,-1.08252955809596,0.940689768829767,-0.239099211538818,1.12654350274343,-0.0872416006656308,1.62334352150463,-0.561363673511494,-0.21009368323611,1183075
0.0380830206982791,-1.12145875739134,-0.548564355102626,-0.239099211538818,0.0760385245551221,0.0994865683114045,-0.172157321236082,2.05561819430716,-0.208589831259811,1232870
0.194384973611451,0.755500710485301,-1.07185867318626,-0.0207096286203622,0.00580854296639441,0.11490594131108,-1.3521810004131,-0.367681879899806,-0.112589274027964,1279943
-1.02730961234489,0.223907147801575,-0.8439365945786,-0.239099211538818,0.679292164521222,0.480146539390814,0.278752165057064,0.125104739978303,-0.237796921136244,1329352
-1.32400921503537,0.597629345489452,-0.352825816751319,-0.239099211538818,-0.995832444268829,0.0919110972109284,0.372354633250626,1.00063238084384,-0.241611746948321,1330263
-1.15899980052833,-1.02282294570249,-0.684184645500743,-9.80872783210646,-0.221647252771742,-0.0260498366111554,-0.964299139344309,3.5660840679017,-0.24691801397266,1364384
