"mkm7d_ptv2_original_shape_Elongation_250","mkm7d_ptv2_original_shape_Flatness_247","mkm7d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_247","mkm7d_ptv2_lbp.3D.m2_firstorder_Maximum_246","mkm7d_ptv2_lbp.3D.m2_gldm_GrayLevelVariance_245","mkm7d_ptv2_wavelet.HHH_firstorder_Median_243","mkm7d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_239","sub"
1.01806690669307,1.37792999372443,-0.987119849847385,-0.471689747487559,-0.0151976448834762,0.138090192483783,-0.647145866032191,1085983
1.23435282731084,0.23240611901754,-0.0006497882645821,-0.214737643335104,0.788948697349389,-0.485419161581737,0.0734318383089747,1125173
-0.162581048667446,-0.539354981104675,-0.268144081476378,-0.471689747487559,-1.44929733109196,0.556257481356286,-0.491072503424623,1154608
1.28049653327086,0.952066697046514,-0.836356774981579,-0.471689747487559,-1.45244143738341,-0.0197342527484669,-0.377189839434358,1181124
1.64129793827272,0.730707021701294,1.02006227303794,-0.471689747487559,0.836826284158954,-2.89928320966583,-0.660950513278049,1183075
-0.458228363792898,-0.388228755804,1.11074277996457,-0.471689747487559,0.717738879871831,-0.147716986599207,-0.714069869351739,1232870
0.1396104376246,0.153430801556624,-0.481907869310379,-0.214737643335104,0.556151072017129,0.104385635955239,-0.426297717737847,1279943
-0.209564862005007,-0.552993831554433,0.338206053783877,-0.471689747487559,0.00847376630406033,-0.648506833031678,-0.0719258853746917,1329352
-0.0507225658878753,-0.603327620828842,-0.346139873104855,-0.471689747487559,-1.1662328850992,0.572207911103156,0.196541163059609,1330263
-0.827246529542077,0.167508266395981,-2.23173433870508,-0.471689747487559,-1.92630424724056,2.24912718400458,-0.200287183078805,1364384
0.914690288319695,1.119144326627,1.20606733035714,-0.471689747487559,0.0621154989757335,0.0719852230958161,-0.587843942325931,1386095
-1.06871917544613,-0.882265712365674,1.40006806455968,-0.214737643335104,1.4805319991555,-0.936577686402592,-0.33714558782637,1458656
0.974250059838691,1.35615581672509,0.558926515119981,-0.364582862912501,0.439701300695305,-0.21898049727053,0.0871738983426345,1485662
1.00643900762194,0.261650421208398,-0.123071818673163,1.34310677661648,-0.7722065168846,0.252597012036651,-0.265870793122495,1497807
-0.685719221779197,-0.305348058566826,-1.11176363796328,-0.310613799582128,-0.643447225844007,-1.70187734106878,-0.493779576229594,1501387
-0.150495165700958,-0.194201761099874,0.1866260547054,-0.471689747487559,-0.199852043502729,-0.492706224893934,-0.689562952947933,1518948
0.38044661528012,-0.115561137487709,-1.51581716459762,-0.471689747487559,-0.796735761200866,-0.218268895953374,-0.580467874433149,1526417
