"letd_prp_lbp.3D.m2_firstorder_Range_247","letd_prp_wavelet.LHH_firstorder_Skewness_244","letd_prp_wavelet.HHH_firstorder_Median_243","letd_prp_wavelet.HHH_glcm_ClusterShade_240","letd_prp_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_237","letd_prp_wavelet.HLH_firstorder_Median_232","letd_prp_wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis_229","sub"
0.544456094643397,1.34718631174885,-0.399046285399309,0.138428231091055,0.410715451583984,0.460486872902503,-0.162289388039208,1916742
-1.21219912278358,-0.794673148945121,0.22220080889407,0.0642876623685871,-0.00908226074609928,-2.67300254715474,1.88368302513485,1980052
0.055426053552451,1.19651251552101,0.386486715358214,0.104848862427457,-0.793459522969713,0.150104938771165,0.19974764722001,1926770
-0.0728651772523511,1.23417418398247,1.01363650820743,0.105370628728459,-0.654451163221439,-0.70550449663309,0.706833595762204,1979045
0.544456094643397,0.603669435156065,-0.0328563057183855,0.0374669722636594,-0.177603687383359,-0.271526713689897,-0.568650100064492,2196212
0.405212017257701,1.21051101716607,-0.182312938701636,-0.235166890019958,0.969266285185403,0.639320281658037,-0.118269912599179,2393207
-0.65917764854203,-1.08701795647,-0.21439178576789,0.0483189078013196,1.01159593739755,0.781182859314034,-0.134185852416069,2146138
0.536425548369515,-0.145172661067607,-0.337180117249493,0.0940978645392633,-1.47324157876359,0.188776708551174,1.25739585370644,2228399
-2.21917017861649,-1.49375066926652,-5.69161767642111,3.83629357503392,-0.442223040941192,-0.261987733265127,0.114104093887549,2144796
0.544456094643397,-0.381877928043253,-1.06717979121862,5.2235011385076,1.54858677225989,0.732622179393217,-0.202416314022265,2234271
0.524781477188417,0.436683867869102,-1.09852971851024,0.103164060336715,-1.66732441668623,1.12273533335171,-0.544969345531512,2296332
0.173079319653102,-0.0404798257169536,-0.825597056175945,0.919500943372012,0.708917848715317,0.194172016393663,-0.0646852852313346,1684230
0.482122423541134,1.91651398074366,-0.328162232121461,-4.17757593951145,0.280299281475036,0.917589411751221,-0.438739348145035,1720713
