"mkm10d_gtv_original_shape_Elongation_239","mkm10d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_234","sub"
0.69847015605371,0.0866972611508517,1085983
0.962137579248856,-0.303615445841591,1125173
-0.8858295034978,0.26490402764112,1154608
0.623014364482949,0.242094522790611,1181124
1.17941388477205,-0.357255844976124,1183075
-0.643321885140262,-1.19148500454217,1232870
0.753640874637782,0.293773438138237,1279943
-1.48853422497875,0.138184604642592,1329352
-0.447657071602672,2.14621252094526,1330263
0.655066831636685,-0.730205348912532,1364384
0.363635750342831,0.503883903467311,1386095
-0.362001457343579,0.192969319472699,1458656
0.146635415210695,-0.526474246715586,1485662
-0.378308628064865,0.0186419295087749,1497807
1.46732281128987,-0.84321994297614,1501387
-2.11439199153579,0.238309460439426,1518948
1.18685892917443,0.278420430556393,1526417
0.353180363437608,0.407248790933558,1565177
0.44411516853019,0.613791923646507,1606693
-0.520238955852486,1.28824295082892,1612262
-0.310872187356838,-0.463999029866134,1614566
-0.32339521099519,2.07893437458904,1644034
-1.01341278083625,-0.00338286096126446,1668599
-1.33231230633857,-0.36828028968275,1671370
0.79617137603312,0.566050553161375,1684230
1.21009201148683,1.39493853070893,1692385
-0.328802924185343,0.645337054222379,1720713
1.13386657406349,0.423995713403621,1738800
-1.2927661108235,0.774947425217473,1740845
-0.364968697797447,-0.242692664564921,1742294
-0.278366282503119,0.398562117327506,1767700
0.346343764089411,0.470501869543963,1768972
0.344240716889966,0.219203904716543,1889409
-0.577509722958234,-3.49902026076169,1915938
-1.03786059356782,0.63558394529645,1916742
1.8427269248102,-6.98137188018871,1919296
0.771152517679206,-0.378987092405423,1926770
-0.834611120491842,0.166918867055691,1938156
0.416692437082743,0.441780420141705,1938561
-0.382074986644887,-1.62911199223732,1966316
-0.547924233463134,-0.0986740318602253,1967281
-1.15730347984324,-3.4986307889462,1973544
-0.21703094704056,0.918121046577773,1975401
1.03252010456709,-0.273871869552091,1976407
0.0351420845702384,-0.71412916196379,1978972
-0.577341057944758,-1.22893605188639,1979045
0.0236697483678978,1.72520731644777,1979422
0.343070831821898,-0.210234434935063,1980052
-2.19121090030807,-0.795101993135453,2001182
-1.22181136349908,-1.22487126527844,2002465
0.372198135177628,-2.28006457218405,2004451
0.647199389606937,-0.157921757227854,2006164
0.514079988310174,0.402164995943952,2007309
0.885186056919769,-4.87261660254832,2009915
-0.450471195547387,0.581893679968328,2010259
0.585254796088233,-0.195049059624595,2010554
0.678192645633134,0.429475057407592,2026671
-1.58854706210476,0.37896426216148,2033049
1.0466531711338,0.446371463069326,2034136
-0.00270695504409918,-0.174365478264148,2040495
0.302764231776339,0.275915672878074,2047354
0.788102502295654,0.49718089578166,2051378
-0.198209299264224,0.236432900402298,2055667
-1.58528290215196,1.44501517583898,2057358
0.510499569468789,0.392827336734565,2059713
-0.874997442682632,-1.24427540432411,2069079
-0.234723487803068,-0.593922852612753,2070958
0.637006286057911,0.12357437772214,2072215
0.0814454885282906,0.163966123523234,2075832
0.518945383196301,0.313579297931103,2075846
