"mkm8d_ptv6_wavelet.HLL_firstorder_Skewness_231","sub"
-0.221282840555115,1085983
-0.164304462210554,1125173
1.3124417887585,1154608
-0.467609614845441,1181124
0.0429015571767309,1183075
0.107346726186962,1232870
-3.93231691322177,1279943
0.64844491445677,1329352
0.694374205542974,1330263
1.27934859408157,1364384
1.15370132292212,1386095
0.654678167248583,1458656
0.525582852383798,1485662
-0.557990740817355,1497807
1.00810512787769,1501387
0.426829415207385,1518948
-1.60011162365392,1526417
-0.0978783071884195,1565177
-0.817793420709994,1606693
-0.144794766180474,1612262
-1.14274412054828,1614566
1.17745004582944,1644034
-2.78479696240861,1668599
0.378293592212741,1671370
-0.174311557721269,1684230
0.894869662176009,1692385
0.676341927601867,1720713
0.752149314822112,1738800
0.467482793295969,1740845
0.595452203476425,1742294
0.686573662471224,1767700
0.618959823892479,1768972
-0.448513901105201,1889409
-0.983629801326233,1915938
0.286978721127656,1916742
-0.565504542641962,1919296
-1.76989390863889,1926770
-0.233153474401259,1938156
1.02994979558063,1938561
-0.371542637380371,1966316
1.23665031524383,1967281
0.785359825840557,1973544
-2.51973657617143,1975401
0.177452600468011,1976407
0.555411546364434,1978972
-1.19600585475448,1979045
0.214005291013978,1979422
-0.328050476951434,1980052
0.778821326160627,2001182
0.898602648817649,2002465
0.593645632614403,2004451
0.391583452076741,2006164
0.632554034204305,2007309
-2.51549301786856,2009915
0.644551412169293,2010259
0.227696477075917,2010554
0.0253935401262464,2026671
-2.14837569321529,2033049
-0.426018022627834,2034136
0.527931664997439,2040495
-1.01313253253825,2047354
-1.52248434768392,2051378
0.575164483846657,2055667
0.153193846149889,2057358
0.383172502460769,2059713
0.929559583198385,2069079
0.789336928111779,2070958
-2.64513858859752,2072215
0.610299094319198,2075832
0.862843859771281,2075846
-2.9474585228336,2076301
0.541927208307505,2078198
1.0990781085045,2078899
-1.69693310407452,2085349
0.474101925995761,2086044
0.660340350296321,2091555
-0.615279203149997,2092954
-0.707950502565673,2096627
-0.91485734885976,2100050
0.556215268253517,2108003
0.380859536868742,2109902
-0.327364565817806,2110540
-1.06700640985123,2116787
-0.0121994750439012,2119177
0.41878020772362,2131601
-1.00508631580032,2132424
-1.7762977418276,2132982
-0.000320165025962156,2133204
-1.09388537191261,2133380
0.306183415037101,2134220
-1.09657217442423,2135748
0.796550258330769,2137799
0.624922750575704,2138375
0.373424794844013,2138678
0.956987862922014,2139733
0.716873760723828,2141116
0.978261485604314,2144796
-1.56234140619417,2145166
-0.456959796985784,2145694
-0.472340415221423,2146138
0.0546703124889591,2151024
-0.948113907269911,215131
-2.96383663700723,2152442
1.03084092384525,2157529
0.968726689472418,2158101
0.355831864417599,2158329
0.131748315161794,2168082
-1.14144188296895,2172217
1.27297065664081,2176530
0.72002466761747,2176784
0.264761527399822,2181724
0.408363202674719,2183291
0.745465614431597,2183356
-0.646087810407571,2185290
-0.753454986682452,2186951
0.674763876313299,2196212
0.457358154772852,2199403
-0.259207126846139,2200416
-1.41222655854646,2200813
0.72759356536029,2205389
1.05442245932934,2212664
-0.852069389125824,2217034
-0.767536463078642,2218615
0.51972878315236,2219842
-0.467143525251941,2224150
1.60082623767768,2228399
0.967594605531357,2228400
1.17399885205681,2234271
1.36886986983834,2234422
0.659024954309658,2237571
-0.841004571931111,2244172
0.641937073293869,2247869
0.768970102981623,2250648
0.3069084926034,2250836
-0.57982947908179,2267382
-0.422500518137763,2269346
1.53683832417394,2271329
0.450740411233666,2274521
0.582911005724833,2276121
0.108274868135446,2278618
0.837073068506971,2285214
0.173388433708816,2286108
-0.381911657839658,2293123
1.00070887928748,2294852
1.16276165293001,2294873
-0.0269343370397748,2296332
-1.77369608659218,2305114
0.813208316027127,2305115
-0.674647284717342,2306459
-0.71732209004625,2306893
-0.849568999382614,2317120
-0.339801969237768,2319068
0.738082853586765,2321962
-0.779501281479275,2331869
0.712121315702533,2336735
-0.688525224276879,2339674
0.971367941276741,2340155
0.2073795439963,2340322
0.648933553268696,2350037
1.20311591357486,2352038
0.841573333545672,2359944
-2.22964455808746,2381907
-0.540619542837358,2393207
0.429217311981405,2395415
-1.589747128472,2395943
-1.40662011584191,2401405
-0.0633296769981365,2405144
0.636316269617309,2414406
-0.714956026642274,2419459
-0.521418632017789,2425694
-0.778575394876154,2426863
-0.0258135002481646,2430773
-0.102326002924967,2439458
-0.191503934712259,2443354
0.863003500876491,2445526
1.3028909527661,2448298
0.955615118385483,2453577
0.890946960456939,2474709
-1.35336126280803,2480056
0.153580137425408,2480330
1.09245926796865,2487135
1.41610666570228,2488660
-0.14318248227101,2490180
0.840015375625174,2493534
1.24044523070056,2498991
0.361043335131511,2500377
0.213489533644473,2504802
-1.04903946996127,2510402
-0.149718890572797,2520618
0.684549789740098,2559453
0.580889823750703,277752
0.503900973165411,308862
0.611423693078866,58325
-1.68824775343274,92173
0.377622882610792,923666
-1.25987776213054,965005
0.326414895307288,983079
