"mkm10d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_240","mkm10d_ptvper_wavelet.LHL_glcm_SumSquares_232","mkm10d_ptvper_wavelet.HHH_firstorder_Median_228","sub"
-0.14917144922443,-1.13190373212325,0.109467721921727,1085983
-0.174360084287479,-0.307039662544812,-0.134510027081975,1125173
-0.0917968129729646,-0.00440765551777265,1.35598866663387,1154608
-0.0905650078941889,0.748782176525451,0.0613168860470656,1181124
-0.0756935420507189,-0.540067197752674,-2.46368399095863,1183075
0.0301742668472057,-0.854593852664733,-1.78821048745618,1232870
-0.164037440918919,1.34868449789281,0.213731586420651,1279943
-0.115900189029307,0.596375571486268,0.432385346884416,1329352
-0.155102416210694,-0.3111020057164,0.1423478079941,1330263
-0.0317963144004101,-0.777059810945994,-1.55523654726408,1364384
0.0186236312716534,0.154769252189819,1.08940524991629,1386095
-0.175346662778441,0.329825018907235,-0.379993277331841,1458656
-0.153118861766624,-0.956443722431874,-1.7122319256738,1485662
-0.156582676538567,0.561583050431795,-1.3469620657054,1497807
-0.16057253587919,0.839274338841738,1.02481101047176,1501387
-0.0924993031664036,-1.28282637147298,-1.27894048635845,1518948
-0.135305308363788,-0.369085658300199,-0.0392032695815962,1526417
4.64532370908548,0.369170955815536,-0.178580184749662,1565177
-0.158868578483559,-1.2759612729695,-0.0728595080819605,1606693
-0.15533881392769,0.300002387021237,0.706989840039128,1612262
-0.0937859492283038,0.825893527402708,1.20301469910744,1614566
-0.102119594629938,-1.02700545400418,-1.08871919619513,1644034
-0.160684260137809,-1.17182573946839,0.134434458965913,1668599
-0.120405753009999,0.673899192180563,0.889600122144427,1671370
-0.122601200366472,1.34150861250501,-0.0758128997260647,1684230
-0.026733999477466,-0.178253222109512,0.345692475858439,1692385
-0.154035213505129,-0.272100422011751,-0.0107116300969538,1720713
-0.16420103273457,-1.00019858936712,-0.336518653815449,1738800
-0.176330734491681,-0.451474352356755,-0.393044614707263,1740845
-0.109708603875064,-0.699517728576302,-0.906786159766311,1742294
0.0683868192105864,-0.258770110227652,-0.138371048316989,1767700
-0.162590666499461,0.452329199460678,0.191460943097443,1768972
0.254081802199418,1.2620493974221,0.718391863170321,1889409
-0.0847232810388045,-0.226895463494468,0.31149397212653,1915938
-0.172461185666043,-0.500152615367466,-0.265584782448726,1916742
-0.0838591996523323,-0.180532866374994,0.467829246555474,1919296
-0.0959647568125011,0.934167605552116,0.328576581915948,1926770
-0.156977867766518,-0.31865411347826,-0.0331526554517819,1938156
-0.146162806246519,-1.28161102048511,-0.571931615823596,1938561
-0.11848713567966,-0.964896686729751,-0.837490408795339,1966316
-0.137456869701193,-0.865673863195689,-0.126189643076761,1967281
-0.0573772084308869,-0.36466308594094,-1.05336100500259,1973544
-0.117268673751304,-0.390344482442525,-0.00485820494620493,1975401
-0.0662817963310058,-1.12865751653812,-0.208409875737531,1976407
-0.120227269344596,-0.0770632761207171,0.447006475786664,1978972
-0.120963720952093,0.0205807194171541,0.202183507952989,1979045
-0.155280915785986,-1.64935612461206,0.195419806419316,1979422
0.0195691554775391,0.256851081202177,0.600304303594513,1980052
-0.171696515496116,-0.0273841189546995,0.160481586771519,2001182
-0.057915881359196,1.88130753917652,1.00574354458473,2002465
-0.0986775578224865,-0.381341527591538,0.778292918074524,2004451
-0.118811992143137,-0.0275967090559449,0.211804674250715,2006164
-0.163874347130871,-0.184616415906093,-1.21326921073834,2007309
-0.146108543655883,-0.898662529535988,0.506018363217745,2009915
-0.157501993271601,-0.928941938508858,-1.46651312877811,2010259
-0.0478394481944966,-0.478687285596721,0.592734978049846,2010554
-0.0897168402217141,-0.294793707771212,-1.1956084820943,2026671
-0.140342215454688,-0.97062397706902,0.296302242448556,2033049
-0.17606270836226,0.00333322510810814,-0.098255804600616,2034136
-0.105265918357682,-1.05386414585758,0.904699683981796,2040495
-0.00348056753136574,2.00496608362459,0.952864803611568,2047354
-0.147796333582874,-0.835033602042446,0.200494057635683,2051378
0.114531297279604,-1.04523446612917,-0.969340715857511,2055667
-0.161217140333582,-0.82515184050628,0.489740723176126,2057358
-0.156396626133566,-1.23750298420711,0.0156594709991757,2059713
-0.0969990348227548,-0.280128406700799,-1.62455409114729,2069079
-0.144067232396465,-1.02765433918447,-0.291804189649217,2070958
-0.141314777286407,-0.462759934278095,0.662106813882527,2072215
-0.149103543966694,-1.37056605790795,-0.357769978872548,2075832
-0.166177208619787,-0.342845601175675,0.0642097137367966,2075846
-0.140893735112402,-0.173157870348768,1.657973099044,2076301
-0.151113841053947,0.25925205400275,0.14920301120949,2078198
-0.172521024118112,1.20900773714089,-1.01232181080252,2078899
-0.147554533989568,-0.805270294776818,1.09299446642879,2085349
-0.128415496047342,0.174278667410867,0.00903104730279759,2086044
-0.156495093830723,-0.989165228559952,-0.046079992108248,2091555
-0.147465900804662,-0.479350183936068,0.147883516989607,2092954
-0.161355519805472,-0.3718241000502,0.0430615749072888,2096627
-0.109817428123594,0.321339231080373,0.127470880026227,2100050
0.422550994001811,-0.765013573062905,-0.574235835630125,2108003
-0.156926764469076,-0.978489952949141,-0.585657510448551,2109902
-0.127358620622998,-0.985422614751667,0.710676934325575,2110540
-0.166787464107163,0.379682021374463,1.25833443658193,2116787
0.0352869267113153,-0.3692667730858,0.385589873722332,2119177
-0.1368066530845,0.238065133140665,0.489296157283106,2131601
-0.13010235346263,-0.670155090854913,0.702572064616729,2132424
-0.175582361028736,-1.23146396163162,-0.104352478859344,2132982
-0.162453868926569,-0.638511490206285,-1.12602594972151,2133204
