"letd_prp_wavelet.HHH_glcm_ClusterShade_243","letd_prp_wavelet.HHH_firstorder_Median_233","sub"
0.138428231091055,-0.399046285399309,1916742
0.0642876623685871,0.22220080889407,1980052
0.104848862427457,0.386486715358214,1926770
0.105370628728459,1.01363650820743,1979045
0.0374669722636594,-0.0328563057183855,2196212
-0.235166890019958,-0.182312938701636,2393207
0.0483189078013196,-0.21439178576789,2146138
0.0940978645392633,-0.337180117249493,2228399
3.83629357503392,-5.69161767642111,2144796
5.2235011385076,-1.06717979121862,2234271
0.103164060336715,-1.09852971851024,2296332
0.919500943372012,-0.825597056175945,1684230
-4.17757593951145,-0.328162232121461,1720713
-0.342244194796864,0.40601356731542,2186951
0.0662729222412838,-1.23231441606176,2439458
0.692781822653181,-0.201295997751136,2135748
0.0887059730738913,4.05824583159195,2141116
0.111538662830028,-0.227653883438395,2108003
0.0511990080861401,0.0213302569588713,2006164
0.189363703426602,-0.1381183639631,308862
0.118663831561396,-0.169410912906659,1085983
0.0192732470274802,0.251428885675778,2004451
0.0633942853185396,-0.296786026206293,2359944
-0.800282208480822,0.230217009910187,2069079
1.00757040620151,0.102955003646132,2059713
-0.0356787187366105,1.5475361859489,2294873
0.331344768709575,0.0325593658340253,2033049
-0.144242076778284,-1.47240334128249,1485662
0.222684753334177,-0.307654184239501,1526417
0.0559836645126442,-1.83329034520172,1386095
0.0796804092390667,1.3049221666837,983079
0.383959839449903,0.627724152151994,2132424
0.0645363422830748,-0.152348167001032,2138375
0.152731197113716,1.25376537311658,2490180
0.0815563216862775,-0.157594963935282,2034136
0.201195038448083,-0.164347799492928,2510402
-0.173854169193056,0.194868012190336,1330263
0.114183525470913,-0.159386029798928,1768972
0.115741852679557,-0.243280491143132,2306459
-0.59894672363815,0.545731654781709,2181724
0.0101583976828395,-0.277483650848315,2217034
-0.154613413322918,1.25539498879164,2218615
-0.195616749015112,-0.285856052366045,92173
0.167098441680161,-0.053399028015636,2414406
0.10617189409419,-0.105190866720868,2381907
-0.839034910457058,3.6547493456779,2002465
0.125703224583886,-0.209140078216211,2474709
-0.236583784106545,4.19155905530787,2176530
0.0729702502776697,-0.0364506798877391,1279943
-0.0484659901845951,-0.743904024625211,1976407
0.0858891044975159,0.0731391259581594,2250836
0.0931155639813873,0.455998523876704,1915938
0.201196501745826,-0.810458277390978,2133380
3.20801119239706,1.08821580110068,2271329
0.154668556792464,-0.182990927871198,2286108
0.0247576981112577,-0.591766112682041,2040495
0.165423286204593,-0.261888573399654,1125173
-1.88383563060661,-2.69099973733839,1767700
-0.110159424034504,-0.684529967539463,2138678
0.0396344353651389,-0.2830942802021,2443354
-3.15197002456266,-0.0729752043967972,2234422
0.212782350322923,-0.339855066969171,2151024
0.0798279597932739,0.596117372287624,2057358
0.0537645712195617,0.11720269633617,2425694
-0.0900609309039597,0.42812525916248,2500377
-2.2660712527143,-0.0982881447966515,2183356
0.462892154490983,0.287487358489303,2131601
-0.691606022600035,0.158490158275463,2152442
0.0840860586242866,-0.153894095865661,2306893
0.0814576004759153,-0.127802503754175,2009915
0.0107099812356105,0.0897998414904479,58325
0.0933664573588697,-0.0830011574394025,2395943
0.0980279700971175,-0.684588813104988,2480330
0.0213750642779041,0.437975030164212,2076301
-0.0386964793007723,-0.438305553215546,2205389
0.182567295395295,-0.281508048467966,1975401
0.148070626346357,0.0385947874664853,2250648
0.167161702395677,-0.121320042017965,2185290
0.0789539235112429,-0.303709942218927,2091555
0.0430251892003366,-1.70378405036652,1232870
0.72479625950221,0.295891702891379,2139733
0.0328631927990188,-0.841719049695052,2559453
-0.081388440591331,-0.101874297091962,1938156
0.123370799156584,1.19643566062899,2158101
-0.00763336956936424,0.0516421206477884,2199403
-0.233114320300735,1.26153135089348,2430773
0.0269484868957518,0.276759596372454,1738800
-0.810201311973341,-0.164126848989826,1565177
0.092712119776332,1.4245612851065,1978972
-0.462706820547322,0.0326643712033846,2487135
0.0911830806876433,0.277279276102493,1612262
0.116168535323064,-0.274183934185614,2051378
-0.0189406803223648,-0.688654340555759,1497807
-0.0730859180302973,-1.56482552629168,2026671
-1.0477457755819,-0.0923493907143743,2340322
0.0612060197294784,0.134644472851767,2293123
-0.0609904122015601,-0.616474702712864,2395415
0.0844867534221899,-1.60305571966323,1966316
1.56444425271728,0.232864160078974,1973544
0.6666229800938,-0.406482515215839,2010259
1.80730234533015,0.824739787561715,2145694
0.17552612675939,-0.259842762436571,965005
-1.78021756021466,-0.200990603384083,2096627
-1.19333405135411,-0.559948312674258,2047354
3.74200592501936,0.0575516804274194,1364384
0.0908641239775478,-0.0522998681477527,2244172
0.0915683726349614,-0.423641849385638,2132982
0.259864465923627,0.258257317460624,2134220
-0.0860027020774756,0.534048559325233,1889409
0.326289856651926,-0.694769314190571,1938561
-0.0282715451254169,-0.126161337897704,2055667
0.144605186197411,-1.03702609033273,2176784
-0.233973904124457,-0.478821584437933,923666
-1.09268182939937,-0.145040152041515,2086044
0.178063987994296,-0.182517718268733,2078198
-0.215081265892363,1.84111886757127,1501387
0.0998414527556172,-0.661556735145673,1518948
0.0737354538931112,-0.199912045943421,1606693
-0.13145286950105,0.982033411306128,2305115
0.169431708407198,0.161126846101006,2237571
-1.09780668177938,0.894618964826318,2285214
0.0950261057342775,0.0228310371294362,2426863
0.0953319075100938,-0.168641931530703,1979422
0.0220173630060292,-0.159866764325827,2480056
0.294048153268861,-0.260738165782656,1668599
-0.284604122650022,-0.0453770433834361,2339674
-0.0113703040038841,-0.556083902288417,2133204
0.091663737423536,0.635021084120785,2294852
0.10078481230208,0.0248437218857783,2445526
0.959854924791551,-0.479256556017321,2200416
0.110693160641452,-0.143447884340125,2168082
-0.362710606503197,-0.140991839032954,2075846
0.156570121976138,-0.285742129451841,215131
0.114637049910891,-0.276030946986441,2274521
0.11976495627422,-4.48127139045821,277752
-7.01422811613021,-1.15480626724653,2078899
0.0911873139616585,0.0901662008318677,2172217
-0.103063770195592,0.12810058406573,1614566
-2.87491444822855,0.451091234754959,2100050
0.113598306038706,0.0101210429046073,2183291
0.249448990099947,-1.38699608239563,2336735
0.293612609934983,-0.799699796633989,2352038
0.0906738209086052,-0.564354282318906,2305114
-0.0238755333335813,0.0262805958267449,2448298
-1.24458442603999,0.248941221448605,1329352
0.317124160603986,-0.87018011531554,1183075
0.0892964445826744,0.819774171217395,2110540
0.0745305723651872,-0.707191757663415,2070958
-0.0471074831171997,-0.0397211579158307,2340155
-0.0877187300000416,-0.411269957991106,2075832
0.0863177426337151,2.19856631135589,2498991
0.101538259556542,-0.146986775352832,1919296
0.043312447087266,-0.386756319472218,2401405
0.0632601716435712,0.473572859781679,1644034
0.116789763674019,-0.283712387120234,2405144
0.0993616775241355,-0.233141232423652,2158329
0.0933602916800472,0.267216684397625,2319068
-0.309155931172538,0.700358976949361,2504802
0.196528407916124,-0.219191614211561,2331869
0.108955608555518,-0.211361571633047,2317120
0.150355267437469,0.194422728314348,2072215
0.128210226393911,1.11992747720958,2228400
0.434645787156601,-0.0242629161858923,2145166
0.0854003878667137,-0.123529738017442,1692385
0.121526967652032,-0.0288393933801627,2109902
-0.0110833027577512,-0.187523540293253,2219842
-1.19901900390816,-0.150450533918873,2520618
0.134524830034825,-0.368603621958925,2419459
0.123352668932138,0.74368600927542,2276121
0.0872358790652906,0.112020794575306,2350037
0.205800472759992,0.80918802585096,2001182
-0.170510368786826,-0.327096062054278,2278618
1.21998517104399,0.0717687363209414,1740845
0.504763451828651,0.790904105727478,2321962
-1.56550056814796,0.651236024715342,2212664
0.660545916220271,-0.0136942035113303,2453577
0.22479253790173,0.538157354771796,2224150
0.0856422398157247,1.71805224730778,1967281
0.934420035341952,0.298236263542306,1742294
0.0973438547899368,0.32432631938077,2488660
-0.000827993530515574,1.20029791579941,2085349
0.429904461723675,-0.129589248956513,2247869
0.0915064864474535,2.80787975957908,2157529
-0.618052946179587,0.278633624389443,2119177
-0.0679379615151235,-0.129709340833862,2010554
-0.143559650911159,-0.117956691937745,2493534
0.122469070490876,-0.174903328523753,2200813
0.259019939510292,0.128723113949702,2116787
0.115323423581423,1.03670647976457,1154608
0.13090072914388,-0.213500648520697,2267382
-0.14182716233379,-0.162623259281112,1181124
0.125065579340509,2.44299338513834,2137799
-0.0250692458786968,-0.553120426513571,1458656
-1.55057475214704,0.221496408105072,2269346
0.09635306565004,-0.247502019361204,2092954
-0.100252934806454,-0.295309628615324,2007309
-0.0359023375309271,0.200468107587706,1671370
