"mkm2d_gtvper_wavelet.LLH_glcm_Idmn_250","mkm2d_gtvper_wavelet.LLL_firstorder_10Percentile_250","mkm2d_gtvper_wavelet.HHL_firstorder_Skewness_248","mkm2d_gtvper_logarithm_firstorder_Minimum_247","mkm2d_gtvper_original_shape_SurfaceVolumeRatio_241","mkm2d_gtvper_gradient_firstorder_Kurtosis_241","mkm2d_gtvper_gradient_glcm_ClusterProminence_229","mkm2d_gtvper_gradient_glcm_Imc2_228","mkm2d_gtvper_gradient_glcm_Idn_228","mkm2d_gtvper_log.sigma.2.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
0.346985849149053,0.194916227751214,-0.0521672005120235,0.298514405605276,-0.883493588008831,-0.501892071061302,-0.254150945333509,0.40746782099031,-0.279809981726331,-0.0244736919332162,1085983
0.0275484215273364,0.375844256278559,-0.97948054290376,0.439056494954083,-0.101898225844604,-0.716069210355839,-0.306915107682598,-1.09584621233519,-1.3190397647218,-0.262986239042839,1125173
-2.2031046854468,1.37665725271027,-0.143692004303013,0.663568100834707,1.75088930515183,-0.250998673237596,-0.219211897861091,1.60922215935017,0.124950864213116,-0.245528074988797,1154608
1.0785342697421,-0.423405517354932,0.0285860608628216,0.918288969624291,-0.103970383034318,2.39515418769498,-0.00462478496631946,0.984053098898141,1.36311754851994,-0.473628788867656,1181124
-1.40326348724433,-1.80176266023988,0.0827025449183023,-0.927754294644074,-0.236949225246524,-0.676217840241608,-0.306666604519764,-0.366101544527176,-1.24607055452765,-0.201445834386726,1183075
-3.36995399220236,-0.45063354232499,-0.782545470567077,-0.240651116399439,0.645630178101319,0.451204948160056,-0.297476926710063,0.384355356862119,0.14859539851619,1.85392206529257,1232870
1.02359343165858,0.996041235815387,-0.171777622693213,1.41348775027568,0.153425922093812,-0.696434510142061,-0.305912492518725,-0.633768452812326,-0.637074451292754,-0.378381771338637,1279943
-0.36243342992146,-0.0363783092977966,-0.709548512543256,0.18618611896139,-0.541548722030418,-0.0284589689640177,-0.289931757758827,0.212154569210739,0.593863906092393,-0.34473496537091,1329352
0.0735854720488545,-0.0694404674552862,-0.306908767730233,0.12100189962385,-0.393082761067541,-0.715024789456346,-0.30798907871907,-0.795154429450211,-0.00245882240530077,-0.434694495718456,1330263
-4.86210871039313,0.756164899272105,0.488008670426644,0.329068865475617,-0.0505483638997014,-0.740033742552171,-0.306163772752071,1.15903081445964,-1.90148576340162,0.0263387984059692,1364384
-1.65029853811762,1.40690288744671,-0.867560499406983,-0.0482401447324416,-0.308947263716357,-0.566872460577256,1.16144045540513,1.80408107476117,0.343311974073424,-0.330699809634887,1386095
0.565556975112555,0.161519666083883,-0.850596970959245,0.678846062044987,-0.21609791895031,1.94679243956266,-0.297866239412177,-0.338653086698941,1.46296668260573,-0.387393507754274,1458656
1.32701148838344,-1.54782328939149,-0.50378062162484,-1.04996731311756,-1.31361709314172,3.21162039797237,-0.302047769507185,-0.408220970807046,1.40051746164741,2.51328606698402,1485662
-0.92233465073115,0.155892693536276,-0.864467331267438,0.539234754696544,-0.619611793684804,-0.684890695454228,-0.30721677347697,-0.786674540094905,-0.454538335952269,-0.305248941101786,1497807
0.425660432605186,0.820137736749599,-0.808894318030619,1.07244160265123,-0.205822725180149,-0.694322509682615,-0.306744181261162,0.324005911167871,-0.650199881570661,-0.0473404530477397,1501387
-0.67484403782473,1.65339313339761,-0.828205504604191,0.319667716778102,-0.294235027379524,0.0331223854469893,-0.307752741746042,-1.4816387494455,-0.748103764257504,-0.0933226423618854,1518948
0.229469789597413,-0.279681590525984,-1.01609409808491,-0.0186363710624601,-0.54813128248572,-0.598096901984258,-0.300740244187231,0.137088287845167,-0.402303007905486,-0.158537701824938,1526417
1.19852938820795,-0.909244225527286,0.415057177320678,-2.64263786093911,-0.0302680482709581,-0.197017130224096,0.0125395093925156,1.35021129595973,0.783377816045653,-0.421252523110902,1565177
0.398399451098506,-1.69108643112113,-0.821853122744459,-1.00696279883533,0.260745336021919,0.0787726110688222,-0.30018355000524,-0.857363632577262,0.578411709737621,-0.375489539185911,1606693
0.20677236157237,0.563338325146637,-0.432466853921921,0.534339750964717,-0.377424673769089,-0.744557246036832,-0.307919789350847,0.354188873031121,0.0533795024961027,1.16874522982697,1612262
0.782962146256815,0.0799214925768744,-0.218064804389988,0.306687341301769,-0.114646366565305,0.460803806725913,-0.222451269377109,1.11286762229551,1.12527569647675,-0.43576834141263,1614566
0.769659622547463,-0.392656441466211,-0.985254805634713,-0.716227258684904,-0.165090313373882,-0.309045291713088,-0.30823594035134,-0.497848924591051,0.00313646049266141,0.581756839773583,1644034
-0.274649009754069,-0.814878655659902,-0.698923513827793,-0.694139780794631,-0.138451025367545,-0.241087652094904,-0.302496622402039,-0.854372511980545,-0.190313708801493,-0.0885649394151719,1668599
-0.87075855501869,1.13753947768707,-1.01421908855875,0.991837446210409,-0.578912964658264,-0.688036964836762,-0.304142877724468,-0.513266469153086,-1.65992671436417,-0.312164485878141,1671370
