"mkm5d_ptv6_original_shape_Sphericity_250","mkm5d_ptv6_wavelet.HHH_firstorder_Median_250","mkm5d_ptv6_wavelet.HLH_firstorder_Mean_241","mkm5d_ptv6_logarithm_gldm_LargeDependenceLowGrayLevelEmphasis_240","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_226","mkm5d_ptv6_lbp.3D.m2_firstorder_Maximum_226","mkm5d_ptv6_wavelet.HHL_firstorder_Median_226","sub"
1.26304919603012,0.183870909075393,1.84904160839061,-0.191713667801994,2.24032334154911,-0.574892299359202,0.0598945507874103,1085983
0.533656452086097,-1.03913400041734,-0.0358274792375151,0.028924458578287,0.715524350503965,-0.494863298439896,0.444635352207482,1125173
0.539696920621081,2.30801054706481,-0.788224844663117,-0.280577406969291,-0.290170408967363,1.32379893798593,2.29587336581018,1154608
1.18032951532809,0.102720175675322,-0.0262888633716183,-0.283723782447199,1.03398047201727,0.204062850967083,-1.46655575126977,1181124
0.0369798798511974,-0.194762891794924,-1.12004953485833,1.702129771379,0.390412629898279,-0.574892299359202,0.310426609593112,1183075
0.483748936614683,-0.540581788115947,1.78848620057977,0.33946394059199,0.77055932531655,-0.574892299359202,-0.0443269526939362,1232870
0.636835331859607,-0.153046138329813,1.33026592339584,-0.185890770968551,0.36848353460208,-0.382900717669382,0.263698720996051,1279943
-1.57371086894662,-0.57326524065903,-0.327935412574858,-0.270715718173338,0.499491462299127,-0.574892299359202,-0.198458254623379,1329352
-1.19026639050154,0.475936591078154,-0.37902425005313,-0.26825575177623,0.284285504751598,-0.574892299359202,0.509020419539913,1330263
0.90192016753852,0.755630535336691,0.55077391177311,-0.280437804101164,1.05936427994101,-0.574892299359202,0.277000701618871,1364384
0.312723833355372,-0.685931190855788,-0.588536007746752,-0.235024930462954,-1.11349232758763,-0.574892299359202,0.430974546751229,1386095
-1.50459136192332,-0.577229294746721,-1.15428296098877,0.0382144452652323,-0.212914266898456,-0.382900717669382,0.330454335052518,1458656
0.627867234430281,-0.047688920199495,-0.375294605496366,-0.157989882778093,-0.415456938435627,-0.574892299359202,0.0901091398723099,1485662
0.693249085581562,0.809587612435342,0.958281464914553,-0.27973207825282,0.155984925466698,0.78110225946019,0.682921279083136,1497807
-1.06530084495932,-0.011535772332042,-1.69970780225507,-0.205308463039535,-0.387794605846734,-0.358895140099822,0.485452286217736,1501387
0.736488031819407,-0.579679346714898,-0.278095722094713,0.495421589582004,-0.538767485191508,-0.494863298439896,1.29074729589121,1518948
0.883888958507897,0.147540072631631,-0.540168512828645,-0.27391665731545,0.437323778444089,-0.574892299359202,1.09503420871263,1526417
-0.245246529167841,-0.420512552484934,-0.397692970023908,-0.254264616105234,0.4888498433764,3.65759354947204,0.979389036898578,1565177
0.0569667937889996,-0.0877188643864334,-0.195851160342314,-0.267357673514899,-0.410854276221946,-0.494863298439896,0.44039753468833,1606693
0.883221439599567,-0.101788450612874,-1.26191137037666,-0.0757431185600975,-0.424399603895509,-0.494863298439896,0.455740828899804,1612262
