"mkm7d_ptvper_wavelet.HHH_glcm_ClusterShade_235","mkm7d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_229","sub"
-0.14235673344308,-0.171601118291253,1978972
0.200788895637711,-0.178454605913405,1979045
0.230495867068029,-0.183779456040869,1979422
0.520162936537034,-0.129110422383644,1980052
0.242235122094754,-0.189573561711004,2001182
-2.5049076619854,-0.140617582553806,2002465
0.279798742172703,-0.150666241161298,2004451
0.180903682603656,-0.176236533253217,2006164
0.0520766438421263,-0.188959473783539,2007309
0.240080440616273,-0.165721160598946,2009915
0.210987691394963,-0.172489927454459,2010259
0.323108566484427,-0.130243497764233,2010554
0.419270468005259,0.0488371281217114,2026671
0.1149269554788,-0.0592749249282677,2033049
0.150871319985593,-0.19718026554327,2034136
0.11901099229182,-0.139665298006746,2040495
-0.715763191178114,-0.140249291044952,2047354
0.0863887211396678,-0.189185829948981,2051378
0.170757380341572,-0.182877751965348,2055667
0.266989878477383,-0.190639071218697,2057358
0.246618635519465,-0.176719765148281,2059713
-1.8620240668576,-0.162423751426958,2069079
0.0104389854131024,-0.187383936634453,2070958
0.420957192369077,-0.18603272376072,2072215
0.228811738786488,-0.164047613883864,2075832
0.0547065770949015,-0.194225235327212,2075846
0.0982478006073296,-0.18774579335534,2076301
0.332600341205691,-0.165669604367859,2078198
-10.3742262192157,-0.191577773125237,2078899
0.259626447432088,-0.139159467071824,2085349
-0.173305609326999,-0.150226924508165,2086044
0.242658280394402,-0.178315997767277,2091555
0.242781082742309,0.0219084999441097,2092954
-1.6061030741396,-0.167696171505153,2096627
-0.808895169829086,-0.173674598792778,2100050
0.185173812732893,0.550728472803211,2108003
0.0717220174906727,-0.175587479899817,2109902
0.205916587913702,-0.140609131612401,2110540
0.0282382371551324,-0.195500714763795,2116787
-0.594987435061308,1.03907244897027,2119177
0.326072464708385,-0.169184494661108,2131601
-0.0432436669557198,-0.178924658023019,2132424
0.179596317477133,-0.19515704836084,2132982
0.213142951505924,-0.163554177600485,2133204
0.217598423048126,-0.18458201470686,2133380
-3.94827763242219,-0.188394915422248,2134220
0.221809025329297,1.27128409170679,2135748
-0.460490550262774,-0.140472420430872,2137799
0.287892622436166,-0.194001003286992,2138375
0.625245252793373,-0.180500853246609,2138678
0.686139421659927,0.25818346221156,2139733
0.273008583604163,-0.179844105931477,2141116
1.64876846991236,-0.171786667931745,2144796
0.446909562612099,-0.163250135958206,2145166
0.318951062174209,-0.17365984597408,2145694
-0.188486496435539,-0.176186929505673,2146138
0.442779073112147,-0.178733704721189,2151024
0.340264867807809,-0.188986428379335,215131
-2.95512316218227,-0.156302734942675,2152442
0.225787797695707,-0.164130818337059,2157529
0.410169779417272,-0.10297609752146,2158101
0.167977736563141,-0.102903620995062,2158329
0.26544760342684,-0.137057901117546,2168082
0.218735837879654,-0.17870157048974,2172217
-0.534165870752005,-0.187074915218693,2176530
0.282976565149454,-0.149940130492665,2176784
1.17340390706816,0.310904688663326,2181724
0.548616721831029,-0.0577865428706431,2183291
-0.23419040432643,-0.194582418412252,2183356
0.335969091807757,-0.18376921957377,2185290
0.0209889044422695,0.247562896908889,2186951
0.273281202734377,-0.143740695099208,2196212
0.537345265161535,0.15930549748604,2199403
-1.54986910090931,-0.181346414033899,2200416
0.290258475605002,-0.183321135742854,2200813
0.343707061773716,-0.186578058923809,2205389
-0.258034492535346,-0.189472529088716,2212664
0.00349291583841246,-0.180834280770513,2217034
-0.789052426940099,-0.175501628895318,2218615
0.23924927203751,-0.00420082199004375,2219842
-0.707895116885495,0.0714026185618983,2224150
0.230549660776559,-0.0363170793585906,2228399
0.0272161484362318,-0.0334677270905652,2228400
-3.43864314615183,-0.189638741600299,2234271
-0.937257937941118,-0.185369983189742,2234422
0.325759021808034,-0.191342105047054,2237571
0.329575490027665,-0.179409195114691,2244172
0.217831999809632,-0.178769415002169,2247869
0.22384142009368,-0.150142263293023,2250648
-0.01356724793063,-0.193842639737235,2250836
0.0114502349008129,-0.181238912098969,2267382
1.72209666129353,-0.160432837339885,2269346
1.10859432969352,-0.186913562218436,2271329
0.35730350691872,-0.194358752417647,2274521
0.192977237539977,-0.169402980669097,2276121
0.356649264165929,-0.173038223676439,2278618
-0.523553559392322,-0.112221806999088,2285214
0.325094411120732,-0.146305630659674,2286108
0.258822940566235,2.05561152402256,2293123
0.0282251499291496,-0.198700858855271,2294852
0.300869678326672,4.61157643576344,2294873
0.285543228486639,-0.132387524877684,2296332
0.137755409333775,-0.187193366884774,2305114
0.0801494730665156,-0.192871122480872,2305115
0.352641338811645,-0.165424799890866,2306459
-0.203489723929559,-0.190760162368503,2306893
0.160587240179404,-0.192886706024892,2317120
0.226166996915467,-0.181733398281678,2319068
0.389192098399427,-0.193028489839378,2321962
0.240565146360973,-0.18123982680046,2331869
0.302422332957879,-0.175971823345807,2336735
-0.0522170536960023,-0.189551149630757,2339674
0.169376518066626,-0.18974382411592,2340155
-0.85892440923104,-0.0333046521560492,2340322
0.266134834465794,-0.174722123305838,2350037
0.405543660158892,-0.190073576308272,2352038
0.246783599912413,-0.181466171301597,2359944
0.248836336625397,-0.193342884762604,2381907
0.174109530537267,-0.189472207023096,2393207
0.170606333432626,-0.18972682826323,2395415
0.214731539864503,-0.192227590062848,2395943
0.141884402985286,-0.195468410219844,2401405
0.235865316223412,-0.197112576113199,2405144
0.456393773884644,0.181091402757599,2414406
0.227763998434596,-0.155731879128321,2419459
0.0433637943948346,-0.193900457824712,2425694
0.234317375735976,-0.198546391222153,2426863
-0.891053803671473,-0.181252455585346,2430773
-0.0912323034553609,0.579404533038494,2439458
0.121309514838447,-0.149125187245289,2443354
0.0862697281371192,-0.0870426373841441,2445526
-0.137484073675281,-0.190215602070459,2448298
-0.412056245049331,-0.187587364865123,2453577
0.217876207532456,-0.182950626660176,2474709
0.0765227391964561,-0.180501602223782,2480056
0.161961308409259,-0.191038760035439,2480330
-0.0823849917885545,0.0136795482293793,2487135
0.245986528651233,0.427739698594844,2488660
0.24824697554278,-0.189543649082324,2490180
0.222265270562058,-0.197020939200239,2493534
0.153647443615136,-0.151083305799337,2498991
0.0609046278429361,-0.183813886409121,2500377
0.394521589829703,-0.135327488148714,2504802
0.258624486725936,-0.195003084947236,2510402
-0.41805711628511,12.2910307230758,2520618
0.187238914139065,-0.197734725128026,2559453
0.165069458063688,-0.105531884715342,277752
0.21360933061522,-0.054457217503615,308862
0.270944729008994,-0.190807724852165,58325
-0.0964694617483607,-0.144353382533942,92173
0.260159891871505,-0.195014201021043,923666
0.657122835649348,-0.192857976175904,965005
0.0439365543364397,-0.154256840909499,983079
