"lemd_ptv2_wavelet.LLL_firstorder_Minimum_248","lemd_ptv2_lbp.3D.m1_firstorder_Median_248","lemd_ptv2_wavelet.LLH_firstorder_10Percentile_236","lemd_ptv2_gradient_firstorder_Kurtosis_235","lemd_ptv2_logarithm_firstorder_RootMeanSquared_235","lemd_ptv2_gradient_firstorder_InterquartileRange_234","lemd_ptv2_wavelet.HLH_firstorder_Kurtosis_229","sub"
0.51703557097234,0.628101355272898,0.670708423461735,-0.180087155278722,1.17559423067892,0.644839158852403,0.895425814203255,1916742
-0.247320188383676,-3.01119179145481,0.17992650345876,-0.175707011256839,-1.67998419734405,-1.34829351444377,-0.212175688978573,1980052
0.66454946877145,-0.584996360303198,-0.317938436861648,0.997269919736398,-0.0933415602144641,-1.51006204358159,-0.217957665380724,1926770
-0.310471576481682,-0.584996360303198,-2.18747893954719,-0.352883748397479,1.01478033586014,0.98525009089582,1.10932942125952,1979045
0.284427026272784,0.628101355272898,0.829090635667998,-0.227492056098572,0.923511599775411,0.453182746092388,-0.869408026362372,2196212
-0.0439952469730433,0.628101355272898,0.441869494322222,1.80054205636728,0.928906711943604,-0.778083298756323,1.4631698932215,2393207
-0.143911682910786,-0.584996360303198,-1.15563413934992,-0.726247049815337,0.528066840308316,1.78096305589193,-0.04646915803235,2146138
0.446603897008288,-0.584996360303198,0.231950915047783,-1.05320008270058,-0.103137452023125,0.0772631644224523,-0.835427880619069,2228399
-0.592455971564911,-0.584996360303198,-1.49729117798927,-0.278045572168359,0.787575304713074,1.18970777107967,-1.00976886241782,2144796
-0.0941234635056198,0.628101355272898,-1.84174401988357,-0.69299349564818,0.804015987617422,1.4071693269131,-0.664580835656497,2234271
-0.995338526644499,0.628101355272898,0.964763871954013,-0.325988838485675,-1.11529309385299,-1.29153099855659,-0.443195964190448,2296332
0.473002299248904,-0.584996360303198,-2.27552883648734,-1.19710858871912,0.694912082795539,2.18407958089563,0.60836411950974,1684230
-0.382872243418256,0.628101355272898,-0.0991882298120175,0.676403049289003,0.180272175466674,-0.37166332103982,1.5818154022921,1720713
-0.784444911190921,0.628101355272898,-0.701513681269229,0.155449193900385,0.00785742822795042,0.0495625023339219,2.7244283081711,2186951
