"mkm5d_ptvper_wavelet.HHL_glcm_Imc1_247","sub"
-0.569715220152625,1085983
-1.07017047172339,1125173
1.06397140421205,1154608
-1.20258681947795,1181124
-0.920769792896911,1183075
-2.24034779608196,1232870
-0.150377798379583,1279943
-0.140637614362167,1329352
0.458373668009203,1330263
-1.5672502817438,1364384
0.0397494918357565,1386095
0.0862881966492016,1458656
0.120422195153865,1485662
0.261979067503553,1497807
-0.486980703964835,1501387
-0.38261425342964,1518948
-0.876985692099342,1526417
-0.88888061618994,1565177
0.910108043345098,1606693
-0.295520300057271,1612262
-0.389376387693066,1614566
-0.302802096611828,1644034
-0.589688603349045,1668599
-1.13735104340463,1671370
-0.787148771364555,1684230
-1.26867439379122,1692385
0.671390319901417,1720713
0.810099838980695,1738800
0.727073479002268,1740845
0.074535865727094,1742294
-2.33055580332423,1767700
0.242253784060446,1768972
0.519121109462253,1889409
0.674965078124284,1915938
0.759167883976027,1916742
0.357753545731299,1919296
-0.462666037717593,1926770
0.638701554665434,1938156
0.556808708821909,1938561
1.28039203910539,1966316
-0.000179904017375832,1967281
-0.0885011519880967,1973544
-1.35336161623661,1975401
0.816911756416945,1976407
-0.577515803456357,1978972
0.973961407284796,1979045
1.61327811512836,1979422
-0.765454379989654,1980052
-0.19867191160447,2001182
-4.71234909408495,2002465
0.892189522283937,2004451
0.205924078572245,2006164
0.383732492541178,2007309
0.164718542308358,2009915
0.164840122650602,2010259
0.501498134592117,2010554
0.73095966507624,2026671
-1.15040810484485,2033049
1.41497088451879,2034136
0.598987678798389,2040495
-1.44485042596173,2047354
0.520403868065371,2051378
1.86821367270896,2055667
1.13360449094236,2057358
0.286750761459196,2059713
-0.943235179003626,2069079
0.686380018647676,2070958
0.1728402065764,2072215
-0.130089018710631,2075832
1.00868027573909,2075846
-1.36870129599753,2076301
0.747458786444265,2078198
-0.729939940558307,2078899
0.436696449580471,2085349
0.0891192167366007,2086044
1.41767668594876,2091555
0.948788266069518,2092954
-2.26216225667893,2096627
-2.19763051394817,2100050
-0.257550716607524,2108003
0.0294265724874206,2109902
1.31420748745796,2110540
0.132178159417898,2116787
0.448761968631781,2119177
0.244016895809514,2131601
-1.39549593586554,2132424
0.764016777327043,2132982
0.516678747761917,2133204
-1.42497334956711,2133380
-0.433255869498643,2134220
-0.342280211979411,2135748
-1.12849715557231,2137799
0.933541069156074,2138375
0.140629564336988,2138678
-0.24687181238,2139733
0.988201939494091,2141116
-3.75606447808875,2144796
-1.58927283394754,2145166
1.20762189320634,2145694
-1.29020711768115,2146138
-0.0145351795305385,2151024
0.586923533861436,215131
-2.20431856969916,2152442
-0.80487154630032,2157529
0.0722571626823032,2158101
-0.421682175090853,2158329
1.46747346903088,2168082
0.512576841477463,2172217
-0.338643686932524,2176530
-1.43118063004253,2176784
-1.94397620083522,2181724
0.200979784526733,2183291
0.10467193924354,2183356
0.390257000130925,2185290
-0.54005503050938,2186951
1.09325938105623,2196212
-0.643841650467041,2199403
-1.3262149470729,2200416
0.966239446355706,2200813
0.341529807406027,2205389
-0.387955285565151,2212664
1.6003967190249,2217034
-1.98466739832503,2218615
0.673318023676943,2219842
0.89250822370307,2224150
0.314250143445416,2228399
0.612941574415568,2228400
-1.90674171496459,2234271
-1.74540054062632,2234422
0.161256162960306,2237571
-0.861295688806505,2244172
-0.661661946362933,2247869
-1.02296707734226,2250648
0.545354156878208,2250836
-0.14760174942697,2267382
-0.939690354662085,2269346
-1.08586548427848,2271329
0.863671049930313,2274521
0.749501194750616,2276121
-0.537265264273528,2278618
0.107877031863308,2285214
1.20576069182145,2286108
1.06576409319958,2293123
-0.589244497343959,2294852
-0.542699267705438,2294873
1.10269250635613,2296332
0.27420545046906,2305114
0.436259249500508,2305115
0.0149112052640021,2306459
-1.67133249974896,2306893
0.105685175891963,2317120
1.48433477947492,2319068
-0.160243684008154,2321962
0.253902180531176,2331869
1.14623656390969,2336735
0.280538139362554,2339674
0.990235479944922,2340155
0.101381333477296,2340322
0.925368372535012,2350037
0.281402780391385,2352038
-0.467352587760475,2359944
0.435309107684493,2381907
0.349915808207538,2393207
1.11506054665557,2395415
0.225232995871604,2395943
0.677073553836773,2401405
0.660711774757091,2405144
0.795393561886028,2414406
-0.0806454654136128,2419459
0.831614906200703,2425694
1.79568341733015,2426863
0.248395954630321,2430773
-0.392896620421226,2439458
0.510761182167281,2443354
1.0404584137699,2445526
0.663861903376991,2448298
0.355495764723746,2453577
-0.344464889126238,2474709
-1.07981210152144,2480056
0.412800942572927,2480330
0.744890416804773,2487135
1.11793438591753,2488660
0.749928831259013,2490180
1.10907590876777,2493534
0.726093626895648,2498991
0.470362161948145,2500377
-0.554828758540357,2504802
0.546529111930011,2510402
0.337838249720548,2520618
1.03250706455813,2559453
-0.77266801636924,277752
0.556914105006915,308862
1.55640655377556,58325
-0.0801239144064819,92173
0.466445974192465,923666
-0.576700932595653,965005
-0.0975723892816101,983079
