"mkm6d_ctv_wavelet.HHH_glcm_JointEnergy_243","mkm6d_ctv_lbp.3D.k_glcm_ClusterShade_229","mkm6d_ctv_lbp.3D.m2_glcm_ClusterShade_226","sub"
-0.762039522980437,-0.485217469713715,0.416797755308606,1085983
0.115117677817415,-0.181440941672173,-0.306035779138487,1125173
-0.965048935844033,1.70719188785795,-2.61265813981993,1154608
0.552948841980084,-0.235712371283341,0.520264847291657,1181124
-0.673423424224536,-0.583077847809137,-0.605298534383589,1183075
-0.494014083962359,3.39908074466539,0.272234935695688,1232870
-0.508350460946244,-0.257056950634345,0.68030580910128,1279943
-1.08737929370373,0.739039481952021,-0.878979977918514,1329352
1.41676372843759,0.359084569541067,-0.694036290799752,1330263
-0.922619228028842,-1.2613043462587,-1.11972143734422,1364384
-0.820395838851987,3.58152077204145,-1.40346850560733,1386095
-0.721242632759801,-0.585812458197907,-0.694910513818943,1458656
0.741809478458136,-0.565216246135267,-0.596826865794131,1485662
-0.0691777635373634,-0.917276416852897,-0.0268165028725591,1497807
0.836526890327953,-0.412725884577037,-0.0626327385269033,1501387
-0.527891378944703,-0.397157889477384,1.09085461709633,1518948
-0.992285910381658,-0.713436030913527,-0.197192928219573,1526417
-0.978698290656773,0.208784122201304,0.557122513371895,1565177
1.46447216582671,-0.476329072608111,0.233406342262808,1606693
1.88574227643188,-0.267133555760459,1.01341018692198,1612262
-0.187384800467144,-0.760555497251942,0.452475143486436,1614566
1.79511229783234,-0.986665411227846,0.449587586225672,1644034
-0.616973459195,-0.990837211682625,0.116896700113842,1668599
-0.965140478280296,0.925395109087162,1.05332342321116,1671370
-1.22209742357964,-1.06500547531716,-0.958567216218653,1684230
1.46195826984696,-0.902328197016795,-0.110298955089263,1692385
0.51499654456218,0.186102898133402,0.212148724954181,1720713
-0.111218494792573,-0.526639279022257,-0.318551676459965,1738800
-1.10772131100733,1.61312669601858,-0.900492212916368,1740845
-1.22763834904704,0.104808551419019,-0.572943726707214,1742294
