"mkm2d_ptv6_wavelet.HLL_glcm_Imc1_236","sub"
0.714126328495949,1085983
1.09171547634282,1125173
-0.928759398560964,1154608
-0.418838393161262,1181124
-1.13417463760845,1183075
-0.934410868420748,1232870
0.571176587267948,1279943
0.924392728667574,1329352
0.225264171236888,1330263
-2.92901070025477,1364384
-2.40062207997659,1386095
0.441949969813696,1458656
0.726387951887851,1485662
0.394634003769581,1497807
-0.805054377482356,1501387
-0.0573002122696577,1518948
-0.38238002750913,1526417
-0.191751700758095,1565177
0.8527508310309,1606693
-0.486669873345008,1612262
0.442099396810221,1614566
-0.104423526404803,1644034
0.936772419406082,1668599
-1.64021352270087,1671370
-1.0751535254579,1684230
-0.347560755321674,1692385
0.282728169283519,1720713
0.740907326394611,1738800
1.11836743599067,1740845
-0.371722623828732,1742294
-0.848189446300442,1767700
0.27997067959316,1768972
0.388921555871702,1889409
-0.344728627117631,1915938
1.23494286679485,1916742
-1.49552502600019,1919296
-1.08101673437808,1926770
0.542650411256225,1938156
0.0995512177852438,1938561
0.24273521317146,1966316
-0.649737023431687,1967281
-0.941483912314825,1973544
-0.603688351265551,1975401
0.913706308603673,1976407
-0.170426644580393,1978972
-0.481816579417958,1979045
0.844538450924832,1979422
-1.28956815982916,1980052
-0.120170629088536,2001182
-4.07816547446853,2002465
0.145145323734235,2004451
0.15666902675186,2006164
0.612545091232185,2007309
-0.0973681356705017,2009915
0.809763493964377,2010259
-0.423893052505406,2010554
-0.0272317098984688,2026671
-0.0971533055732574,2033049
0.806312717597275,2034136
-0.721950135988397,2040495
-2.43073541599919,2047354
0.929810104415786,2051378
1.24274511467665,2055667
0.425461124323165,2057358
0.860112347258573,2059713
-1.52037501292114,2069079
0.936183754372943,2070958
0.18030238804862,2072215
0.271431467516333,2075832
0.720668625435259,2075846
0.240718002124617,2076301
1.07137219178429,2078198
0.951994742638233,2078899
0.243560129345738,2085349
-0.230055995562352,2086044
1.34661916481447,2091555
0.767007584906565,2092954
0.0612449627033566,2096627
-0.769603804829641,2100050
-0.293231089698141,2108003
0.867372227565586,2109902
0.59908322775948,2110540
0.665141619233668,2116787
-0.0196290905167406,2119177
-0.976738232113838,2131601
-0.259765949702318,2132424
1.13958520471761,2132982
0.410881827660754,2133204
-0.145980382695092,2133380
1.15076526011178,2134220
0.286892098941956,2135748
-1.48302088599172,2137799
-0.0951878667446646,2138375
1.19982134178491,2138678
-0.991895378417734,2139733
0.696741168760017,2141116
-2.71232725236225,2144796
-1.90679242476955,2145166
1.06489548210742,2145694
-0.87411739330952,2146138
0.443207224881318,2151024
0.673654493006737,215131
-1.25435581620988,2152442
-1.99520541945993,2157529
-0.103427304866199,2158101
-0.284936894630717,2158329
-0.02407684981943,2168082
0.68845020935853,2172217
-1.19135829863063,2176530
-1.55791523528949,2176784
-2.88879335434506,2181724
0.770023069005997,2183291
0.403975910728294,2183356
0.335340603966215,2185290
-0.955549710127482,2186951
1.05980686955786,2196212
-0.724885695598414,2199403
-0.229559144208279,2200416
0.829447819827611,2200813
0.370478926674,2205389
-0.738488527200689,2212664
0.517508081287728,2217034
-1.32623205144244,2218615
-0.60712595592679,2219842
0.390982059103625,2224150
-1.94023872524118,2228399
-0.145714473050236,2228400
-0.0981134874517668,2234271
-0.930109324675729,2234422
0.097082019144539,2237571
-0.480623410821914,2244172
0.205495573552859,2247869
-1.70134767283521,2250648
1.70850191029883,2250836
1.38556235832697,2267382
0.394089377951085,2269346
-1.09020715731774,2271329
0.558719328707888,2274521
0.322028052666438,2276121
-1.38581942057269,2278618
-0.0578221048757688,2285214
1.47584451801404,2286108
0.0583720418118765,2293123
-0.0581750705029778,2294852
-1.81722066559429,2294873
0.230035874229213,2296332
-0.0140384253055077,2305114
0.200388694251291,2305115
-1.24996442672287,2306459
-0.631685188183744,2306893
1.17788876836155,2317120
1.72865141651408,2319068
0.322161395589293,2321962
1.22042523915441,2331869
-0.411621000628195,2336735
1.37311558336178,2339674
0.0608310724565718,2340155
0.290840122352207,2340322
1.12976783606829,2350037
-0.766811228423464,2352038
-1.1647882633857,2359944
0.356410502729938,2381907
0.93319510702167,2393207
1.09838649870276,2395415
0.307576803417686,2395943
0.822203634809763,2401405
1.35926497978385,2405144
0.624168233719951,2414406
-0.214993417132294,2419459
1.93577387775213,2425694
1.85435571037317,2426863
-0.287754195077541,2430773
-0.941106460752682,2439458
0.634768292159945,2443354
0.718343866168291,2445526
0.0987469716893348,2448298
0.175847400484574,2453577
-0.063945869059172,2474709
-0.490735991394308,2480056
1.27031363377593,2480330
0.637840878827747,2487135
0.813667179371794,2488660
0.658254591440293,2490180
1.01361030151501,2493534
-0.441328867302729,2498991
0.527932344250075,2500377
-2.03403537426138,2504802
0.433389848709787,2510402
0.559455758896082,2520618
0.963289506018101,2559453
-2.011160953519,277752
0.306393799663948,308862
1.30269203072501,58325
0.716047692347588,92173
0.487536893120006,923666
0.258940748427244,965005
0.538666925567525,983079
