"lemd_prc_wavelet.HHH_glcm_ClusterShade_242","lemd_prc_wavelet.HHH_firstorder_Mean_235","lemd_prc_wavelet.LHH_glcm_ClusterShade_231","lemd_prc_wavelet.HHL_glcm_ClusterShade_227","sub"
-0.0236486911920783,0.525200901913898,-0.152447858637091,-0.291632220699454,1916742
0.116575145219544,-0.019629030236625,-0.0925633790190317,-0.27004790950314,1980052
-0.0434132862985071,0.176047460300905,0.514000946192108,-0.302400857574303,1926770
-0.0473905400840932,0.393938748927918,-0.294465243744046,-0.261830432733304,1979045
-0.0946002351685113,-0.752579605202999,0.012227849615867,0.138730040454782,2196212
0.670607924048361,0.408587572538857,-0.474246282199527,-1.66372012111008,2393207
0.174830773550915,1.49992271484986,-0.204043541998423,-0.436099418486392,2146138
-0.00538924117432922,0.120569996194248,-0.235772595387784,-0.186122841974978,2228399
0.790008259069693,0.0286362292141888,-0.358058513899857,8.3682231913202,2144796
-0.244972886388103,2.50034565171955,0.000120638688787708,1.70466256137759,2234271
-0.032617677190336,-0.78532055936926,-0.0336993588374403,-0.116296246104711,2296332
-0.259715512967262,0.876003666787271,0.518890026993469,-0.235079384551356,1684230
-1.42035635287214,-0.135638188036144,-0.360381332703881,0.0929621021326759,1720713
0.461632359253931,0.323067560599318,-0.472193240268032,-0.405625033194591,2186951
0.131942627996927,1.0810200746335,-0.195171098184507,-0.347712536378802,2439458
-0.0304616509585436,0.192489201666269,0.0525926298898986,0.57734484901412,2135748
0.0306838138237111,-0.916085219373918,0.688340229639827,-0.281020753711794,2141116
-0.0134256342232099,-0.079593032627702,-0.288986052417294,-0.218837351006248,2108003
0.127991064394407,1.7373815576141,-0.203977497479987,-0.326226995014906,2006164
0.00103817038412133,0.147411154419312,-0.668174987517036,-0.242009440698522,308862
0.0656134652625597,0.334543738378263,-0.258312092835688,-0.285859462632659,1085983
-0.0494099487706648,-0.564365137218717,-0.483062891639571,-0.212917940956596,2004451
-0.0166006693549048,0.438769902661905,-0.684362283801579,-0.319642786703725,2359944
0.330682310227907,1.03864792310641,-0.574655407313608,-0.338191270541253,2069079
0.0532162009222993,1.5094165724151,-0.309534201356691,-0.251577136941925,2059713
-0.0147609318419752,-0.69964685088022,0.191311219784162,-0.182778619618363,2294873
-0.213042983715762,-0.64496700005486,-0.309440513720762,-0.458265416234855,2033049
-0.0366635057896621,-0.132934289551605,-0.326733818497883,0.276313645469302,1485662
-0.11221979944038,0.504626151001835,-0.364143906843981,-0.191176719546902,1526417
0.11590385577951,-0.188353563345388,-0.565837203189803,-0.675839038404794,1386095
-0.0500448348905293,-0.879288213609651,-0.0537764141963959,-0.233851949871328,983079
0.396457619055011,1.05621634592315,0.0101252917192367,-0.363113059060069,2132424
-0.134873765737079,-0.190016256317995,0.0846286571279902,-0.0817669995937175,2138375
-0.0265571591409775,-0.0222472323542849,-0.262840038249662,-0.323088172671071,2490180
-0.0308428462397879,-0.519272582787739,0.027392739642626,-0.241055064053455,2034136
0.124513739665649,1.04863469797474,0.119538687509723,-0.278947647693527,2510402
0.0795174613552232,-0.424309416621234,-0.164288246668322,-0.0674814554722316,1330263
-0.11622856659312,-2.09715727125695,0.810289536495696,0.264290251169382,1768972
-0.0619372157465345,1.73959830514089,-0.345375717553088,-0.273489768236252,2306459
0.793793899521838,-0.0743057307516743,-0.246966639464283,-2.13948341955501,2181724
0.0550991052411095,-0.277556238006244,-0.20252477462346,-0.271119981928231,2217034
0.0488275928611791,-1.45419359115626,1.80521590320661,-0.194534005293392,2218615
-0.333765950128472,0.300407266680518,0.571851824659528,-0.244646530319597,92173
-0.363126445886135,0.452519169910423,0.719819172454629,-0.931974852463441,2414406
-0.0124887730919943,0.715069399085443,0.443737611485164,-0.245202771551679,2381907
0.542063490501446,3.6122062295369,-0.116422611639334,0.974837526788626,2002465
-0.045234516520561,1.10105575778835,-0.221902965087149,0.380704205058998,2474709
-0.103666750261331,-3.13868129531462,1.27790135571942,-0.155005258342419,2176530
-0.0214885566274359,0.200408888090214,0.983473074284384,-0.310730405511222,1279943
-0.0383328368377256,0.276110822055648,-0.390229872632777,-0.285465932081754,1976407
-0.0563457509965953,0.111429891574582,-0.363258427834177,-0.22960798088774,2250836
0.00548718712151138,-0.226862409932433,-0.264983563471112,-0.256035919874468,1915938
0.837619949243939,1.31899361105496,0.82282886090146,-0.291484358409529,2133380
-1.01232296467419,-1.15739940061881,0.728440755643505,2.67083591785876,2271329
-0.0204698735313647,0.330612566640868,-0.286159618859741,-0.271982433040454,2286108
-0.0308856648099176,-2.0457031021887,-0.265060622951647,-0.0990693915859056,2040495
0.00163873982804143,0.672074751848266,-0.178579080392012,-0.27541490606912,1125173
-1.43953655535158,-1.12362142620385,-0.438677333373988,3.76352645591336,1767700
-0.379008132365173,-3.82672309899848,-0.373916706548578,2.34486223842825,2138678
0.0233882532827714,-0.685002985364694,-0.480699152187929,-0.249963898431111,2443354
-0.249187713307917,-0.228644012423852,0.123872884240327,1.3099057397221,2234422
0.0646820615554018,0.0523716103722063,-0.264112027917499,-0.276600375633195,2151024
-0.0665625915692457,-1.48125415736984,-0.216549504855556,-0.0501716059315697,2057358
-0.0722073974964277,-0.0956056592440254,-0.304728677384035,-0.267182201271906,2425694
0.0578811010774477,-0.166824570627887,-0.359750672083843,0.0636970804880441,2500377
