"mkm9d_ctv_wavelet.HHH_glcm_JointEnergy_250","mkm9d_ctv_lbp.3D.m2_firstorder_Median_249","mkm9d_ctv_wavelet.HHH_firstorder_Skewness_248","mkm9d_ctv_lbp.3D.m2_glcm_ClusterShade_248","mkm9d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm9d_ctv_lbp.3D.m1_glcm_Autocorrelation_240","mkm9d_ctv_lbp.3D.k_glcm_ClusterShade_240","mkm9d_ctv_wavelet.HHH_glcm_ClusterShade_238","mkm9d_ctv_original_shape_Flatness_233","mkm9d_ctv_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_232","mkm9d_ctv_wavelet.LHH_glcm_ClusterShade_231","mkm9d_ctv_lbp.3D.m2_firstorder_Range_227","sub"
-0.785833917456192,-1.31897493164932,-0.0996397933425794,0.538926394448709,0.838423225731283,-0.639109341967176,-0.423648521304783,-0.249626399440545,1.30881026026862,-0.294836867188435,-0.108756024948719,-0.0362714372065993,1085983
0.258906525721155,-0.643859770545025,0.460433901493271,-0.275328399083266,-1.68056708079284,0.0137473386322721,-0.284868536977094,-0.0320702145452414,0.207712242144571,0.135518190260829,-0.0783556769134211,0.0787450355523694,1125173
-1.01978962058814,3.88000264935538,-0.386953245076152,-2.91468798738398,-1.44600994352875,-1.61430624341163,3.01797536904517,-1.13706244558713,-1.77978312813069,-0.337791544114958,0.351953931771442,-0.0362714372065993,1154608
0.661760654487295,0.502186264152009,0.00384326682899467,0.537806345392476,-0.0960191749064484,-0.375976401735007,-0.253190691653201,0.0273850628926901,0.947046439148062,-0.303478796299746,-0.101865463437079,-0.0362714372065993,1181124
-0.696928179325167,-0.0574574162375013,-0.119475712337336,-0.600587016337023,-1.05813338105607,0.184963871703883,-0.875550414709567,-0.35694903081273,0.498026448452127,-0.335429113828704,0.19434013026582,-0.0362714372065993,1183075
-0.474887334462028,-1.12292425344768,0.315823047344515,0.432574934387082,-3.15933114950612,-0.668322489387365,2.61976879548978,0.0158891445765609,-0.040555282256636,-0.33770730646742,-0.0787537539381624,-0.0362714372065993,1232870
-0.48700050110014,-1.51844999548044,-0.00998899085375533,0.721763292498837,-0.300350637899012,-0.590339473439149,-0.385364927400742,-0.0994141620525265,0.326442447809471,0.594164683419921,-0.22132300176116,0.0787450355523694,1279943
-1.16422359624596,0.0295576172305367,-0.371065023660665,-0.905356650490172,0.920037645684913,-0.805255144320248,0.850206230708686,-0.534503093665965,-1.12719639939352,-0.323141224807794,0.440416980695942,-0.0362714372065993,1329352
1.43193896999613,1.76204262121915,0.030008272382742,-0.847703354019196,-0.37055371983876,-0.196154448129527,0.733038493156925,-0.0620336690322965,-1.34905215456648,-0.204670979490899,-0.261138968427139,-0.0362714372065993,1330263
-0.96706670780499,2.1742948782328,-0.349540631208375,-1.53580965641175,-0.491265728824587,-3.51445461143025,-1.16330761024315,-0.200316018919896,-2.0016901349136,-0.338366474774323,-0.0679299132788181,-8.36690349965992,1364384
