"mkm8d_ctv_lbp.3D.m2_glcm_ClusterShade_226","sub"
0.500720340243082,1085983
-0.283395478596158,1125173
-2.8174218867631,1154608
0.528152669153757,1181124
-0.586862271461418,1183075
0.350782228870861,1232870
0.705714421065159,1279943
-0.907588874513472,1329352
-0.784107837403973,1330263
-1.48283872943354,1364384
-1.36579459589029,1386095
-0.653196211537009,1458656
-0.64648899284423,1485662
-0.0706756935600716,1497807
-0.10841521868206,1501387
1.17142393650812,1518948
-0.209937255385662,1526417
0.530834191727409,1565177
0.164520182276234,1606693
0.982324539260873,1612262
0.450018463553026,1614566
0.516418021258452,1644034
0.141085377121492,1668599
1.17123611163451,1671370
-1.00773912783963,1684230
-0.0881127447681922,1692385
0.0684436178166076,1720713
-0.328282338820189,1738800
-0.906261847607945,1740845
-0.578336069480444,1742294
-0.352467781291507,1767700
0.768949371663071,1768972
0.889642399826884,1889409
0.384448097119614,1915938
-1.52114666132233,1916742
0.48022295114905,1919296
-0.854136324625755,1926770
1.07589789248428,1938156
-0.451616283696458,1938561
-0.804313733103889,1966316
0.902462482662579,1967281
-0.260808618917222,1973544
0.615082916166875,1975401
-1.69395919352186,1976407
0.642892049720979,1978972
-0.942280394046076,1979045
0.169507869968419,1979422
-0.73586469115283,1980052
0.869384786411659,2001182
1.66771805634962,2002465
-0.789255386693507,2004451
-0.76844518801433,2006164
0.314575900866088,2007309
0.89209165537704,2009915
-0.643666346110825,2010259
-0.571844009670975,2010554
0.748226842994342,2026671
-0.117362470475415,2033049
0.0918550129513706,2034136
0.931666267946623,2040495
0.371876788356807,2047354
0.0541830205524733,2051378
1.27639247719101,2055667
1.24671553963928,2057358
-2.72430974226333,2059713
2.13345186965938,2069079
1.14913241818507,2070958
-0.663993066696364,2072215
1.27862975018032,2075832
-0.788859281417826,2075846
0.649129155423244,2076301
1.14947661956322,2078198
-0.0993677881890985,2078899
-0.213684810432485,2085349
0.380263365885049,2086044
-2.98904836777521,2091555
0.0727157049140107,2092954
1.00419171466324,2096627
0.962654716914423,2100050
0.883861310904672,2108003
0.448412302416176,2109902
1.08620380510089,2110540
-0.131258705645642,2116787
1.37076358846018,2119177
-0.412328310279081,2131601
0.395362123629932,2132424
0.463399788208202,2132982
0.242822119457981,2133204
-0.22682813133154,2133380
-0.606862723741066,2134220
-0.250660251455972,2135748
0.298421697662551,2137799
1.45493819807143,2138375
0.551820900608396,2138678
0.242543171708443,2139733
0.418760935030466,2141116
0.247166233271013,2144796
0.686563517183638,2145166
-1.48835101799936,2145694
0.131509689543046,2146138
-0.373339355145491,2151024
-0.370764831269172,215131
0.491349190776703,2152442
-0.370965846910594,2157529
-0.390721351051674,2158101
0.739445826606461,2158329
-0.963801053321528,2168082
0.475221072188107,2172217
1.4414843341584,2176530
-2.48978817210171,2176784
0.342307103943322,2181724
0.564063911637892,2183291
-1.70568877853077,2183356
0.480031015207661,2185290
-0.0371448574258012,2186951
0.110195236549916,2196212
1.72116587598772,2199403
-1.67891886948978,2200416
0.614747344763023,2200813
-0.0731415722201194,2205389
0.181715688686559,2212664
-0.855985550011264,2217034
1.19676273248719,2218615
-1.57621373670845,2219842
1.64493127923928,2224150
0.174979917719026,2228399
1.02004301338538,2228400
0.348790713677872,2234271
-0.31435939873409,2234422
-1.08397808617487,2237571
1.21449011139753,2244172
-1.53706896939522,2247869
0.538905846792313,2250648
-2.03363444865138,2250836
-0.356763979512689,2267382
-1.24906695314474,2269346
0.43717083063469,2271329
-2.20011037515415,2274521
0.659465107216384,2276121
2.91734534082446,2278618
-0.0844766335310509,2285214
-0.559204235117752,2286108
2.06576411573503,2293123
0.275067865826167,2294852
1.79063717425966,2294873
2.54467686001046,2296332
-0.0714481524956114,2305114
0.269881645127197,2305115
-0.761405796582911,2306459
0.693756148678962,2306893
-0.349523725987902,2317120
-0.134210569289458,2319068
0.145845200410485,2321962
-0.623354992941123,2331869
-1.61313791920812,2336735
0.572450050843607,2339674
0.67770907673236,2340155
-0.547790390230315,2340322
-0.663859079887173,2350037
0.428691347247704,2352038
1.15099231720039,2359944
0.281370234214117,2381907
0.370275715260706,2393207
0.518844558202129,2395415
0.0587241353284699,2395943
-0.0448141478541995,2401405
-0.394316775100407,2405144
0.0953011501397382,2414406
0.631653903120599,2419459
-1.64706398559684,2425694
0.138237265206204,2426863
-1.27576686995127,2430773
-0.194823929511578,2439458
0.495031605007453,2443354
0.319855485634227,2445526
1.00751419023151,2448298
-0.856413146372836,2453577
0.787157375496619,2474709
0.287135200967413,2480056
-0.37999009025522,2480330
1.38830242248874,2487135
-0.129533840485478,2488660
-0.167384249910847,2490180
-0.377418652139122,2493534
1.15380542723472,2498991
-0.106222016342875,2500377
-0.144910371191319,2504802
-1.56543795757435,2510402
-1.04672091101496,2520618
0.671223236781832,2559453
-0.450199646878918,277752
-1.57922998506436,308862
-1.69007992165563,58325
-0.235632004961173,92173
-1.78514020936782,923666
0.521342028961533,965005
-2.96437756084908,983079
