"mkm2d_ptv4_wavelet.HHL_glcm_Imc1_246","mkm2d_ptv4_log.sigma.2.0.mm.3D_glcm_Imc1_243","sub"
-0.248876268769983,1.13984228017946,1085983
0.18576482110258,1.01364293674863,1125173
0.452879893646371,-1.15904578854404,1154608
-0.885412294293708,0.000967376933768794,1181124
-0.558376979791635,0.267016506754203,1183075
0.0286381357958125,-0.427558733887057,1232870
0.468368688531939,-0.0824930660547596,1279943
-0.778557981712798,-0.00313874068383273,1329352
0.31521895186435,0.330906306254821,1330263
-2.51245377889203,-4.72900794071143,1364384
-0.00108646177653176,-1.96165147134399,1386095
0.149605933623786,0.747122594868572,1458656
0.706328655174836,0.718026652039537,1485662
0.320166211632299,0.513583442628224,1497807
-0.197627280720953,-0.080021151389091,1501387
-0.101299410885841,-0.138370141750593,1518948
-0.157808865749282,0.103001085408878,1526417
-0.728992166678474,0.564022383287193,1565177
0.153671432489224,0.333278653244879,1606693
0.304548858272389,0.232437444024254,1612262
-0.0560510425515753,-0.0190017383528586,1614566
0.44060096942392,0.35790220955783,1644034
-0.279545648467355,0.460859653508761,1668599
-0.593524638837547,0.00890951144615314,1671370
-0.162931144260767,-0.55389807811592,1684230
0.15941523793802,-0.131947319743453,1692385
0.54586403761624,0.49103778148207,1720713
0.184365784763367,0.062688589635426,1738800
1.17030511894839,1.03562247529982,1740845
0.160170981437341,-0.571643508512723,1742294
-2.73648318506802,-0.595225585941311,1767700
-0.866373001928873,1.15356282960412,1768972
0.676267258999317,0.512236946366387,1889409
0.721571044832164,0.0843616148981664,1915938
0.908898723562812,0.630749492486299,1916742
-0.182160924551392,-1.59413717470633,1919296
0.00148455427875011,-2.13999680903689,1926770
-0.0174372495239989,0.511044362750229,1938156
0.610416969209185,0.0097945320199296,1938561
1.09133046965739,0.120159301886211,1966316
-0.250276602210278,0.163646421075138,1967281
-1.01749892731535,-2.82226538744671,1973544
-0.896505195648895,0.260096496473739,1975401
0.487093129022569,-0.454676865192556,1976407
-0.902175038135633,-0.849109474682472,1978972
1.04875721572623,-1.48681165549986,1979045
0.727021388204773,0.657477361614613,1979422
-1.12655411546364,-3.11314105305517,1980052
-0.0958577082790747,0.393221481984109,2001182
-5.30346099981749,-2.44419140190228,2002465
0.343460363532569,-0.663749121000596,2004451
0.00357955699574083,-0.92077086439185,2006164
0.768439694476609,1.03377990052792,2007309
0.253428189340697,0.430626427548222,2009915
0.704852527893852,1.61912564362851,2010259
-0.473932424347851,1.051016753064,2010554
0.299916284128684,0.289134798307025,2026671
-0.881157195215535,0.710740346836659,2033049
1.26546343289851,0.712436454870021,2034136
0.316945164791651,1.2511895145568,2040495
-1.04412833619353,-4.22677742128347,2047354
1.05440773848805,0.456364157941821,2051378
1.50435345525553,0.60384988394116,2055667
0.790344641996147,1.25032374286107,2057358
0.59443213766111,0.601775805032382,2059713
-1.00941570624436,-0.544826418552693,2069079
0.213434452966651,0.0436092033293782,2070958
0.420203254956962,0.485802950459387,2072215
0.00640121328276824,0.730435459089139,2075832
1.37549495091117,0.745706075217125,2075846
-1.09771688423533,0.00619427372168865,2076301
0.407825774681996,0.693457861748285,2078198
0.386050095350112,1.08495243126011,2078899
-0.0319004313318729,0.316910587055171,2085349
-0.293857121842553,0.202533301352715,2086044
0.595169124532618,-0.349107578717903,2091555
1.02722811608774,0.801430998346713,2092954
-0.793192545897641,0.359144755496913,2096627
-1.67901138534528,-0.76764242899378,2100050
-0.806160698314582,-0.0328537012386416,2108003
0.916974402698093,0.981866853122935,2109902
1.08515826341274,0.333278618991445,2110540
0.287262023261896,-0.399736600500584,2116787
0.11545242308465,0.113679967443129,2119177
-0.855482165997796,-0.222394633184748,2131601
-1.2082163095166,-0.315424859628016,2132424
0.561793922148077,0.842375063232443,2132982
0.757084098427275,0.615135923195637,2133204
-0.822246959557768,-0.0435227206500998,2133380
-0.493488498058981,0.291304925798366,2134220
-0.405847598219436,0.0650248972915457,2135748
-1.69015308035949,-0.466079790803758,2137799
0.43657168894179,0.252506083582374,2138375
0.323285477645182,1.10763405269728,2138678
-0.180288078740543,0.111803517693191,2139733
1.19820878274864,0.976582329210346,2141116
-3.91050388255312,-1.74899701269735,2144796
-1.90197714914269,-1.6252101959598,2145166
0.920476186633323,0.500611438989577,2145694
-0.898310430134914,-0.183728318063122,2146138
-0.206939100036447,0.335876089765451,2151024
0.957441412694393,-0.0289423493495647,215131
