"lemd_prg_wavelet.HHL_glcm_Imc1_239","sub"
1.36027514673824,1916742
-0.0244294995830929,1980052
-0.910836320662703,1926770
0.615272634770104,2196212
-2.27772004167813,2393207
0.654963549472008,2146138
0.829603403940286,2228399
-0.143497084766779,2234271
-0.247104217756767,2296332
0.885458252179909,1684230
0.105281894784757,1720713
-2.74026693535659,2186951
0.101679621050731,2439458
-1.81365552910908,2135748
1.0493652546319,2141116
-0.219980886847955,2108003
0.473176942436267,2006164
0.0828153398145294,308862
0.551640199065142,1085983
-0.990588949263634,2004451
0.239483549936125,2359944
-2.43593153111282,2069079
1.10703011236334,2059713
0.201027386240555,2294873
0.757550447143138,2033049
0.381378885473117,1485662
0.0475349778202842,1526417
0.167122093855558,1386095
-0.627504517255233,2132424
0.0632474828705664,2138375
0.5418273319987,2490180
0.521417022287916,2034136
0.532391556697988,2510402
0.908543587496026,1330263
-0.945223036562983,1768972
-0.739194932143892,2306459
-3.56905255459259,2181724
1.39190569798926,2217034
-0.158813904117988,2218615
-0.128096028914094,92173
-0.352881455825475,2414406
0.832422537587617,2381907
-3.42730613717625,2002465
0.47590807948428,2474709
0.346694601871115,2176530
-0.80166762100415,1279943
0.90006473386723,1976407
1.01779278407822,2250836
0.299691339094701,1915938
0.519475552682875,2133380
-0.542404416545051,2271329
1.37248956451161,2286108
-1.34366121372372,2040495
0.629046132658988,1125173
-1.55799131861373,1767700
-0.204814444708267,2138678
0.481385938621718,2443354
0.172649849624436,2234422
0.133084981429503,2151024
0.0467954687009394,2057358
0.0776223485215305,2425694
-1.4699077687494,2500377
0.368341066719834,2183356
-3.04877422385484,2131601
-2.50184969909803,2152442
0.334438715489381,2306893
0.572102726072839,2009915
0.720949117989201,58325
0.568662702455927,2395943
-2.11061918741371,2480330
-1.08239008854949,2076301
0.417945294480313,2205389
0.72107763160001,1975401
-0.18803055079962,2250648
0.499111770988829,2185290
0.57558931797165,2091555
0.895086210191208,1232870
-0.847228849050777,2139733
-0.49931853169198,2559453
-0.647829261372306,1938156
0.595567897366291,2158101
-2.09484892290797,2199403
0.256173715732681,2430773
0.561808055000989,1738800
-1.22795248980648,1565177
0.553607740586992,1978972
-1.5290714764871,2487135
0.702390684913617,1612262
0.756826951500659,2051378
0.76208361377149,1497807
-1.39642985730607,2026671
-2.29023124459063,2340322
-0.8842524082313,2293123
-0.131619714065587,2395415
1.24965493274842,1966316
-1.48702871532355,1973544
-0.106509286115466,2010259
0.76760860375766,2145694
0.449779387258513,965005
0.400953157768221,2096627
-1.39677007301824,2047354
-2.01930116342667,1364384
-0.138630780857705,2132982
-0.723027910880148,2134220
-0.0394945709877433,1889409
1.32914822744257,1938561
1.55028990905983,2055667
-1.65083036023741,2176784
0.0341702084638634,923666
-0.512029749373118,2086044
0.10173869405465,2078198
-0.12785623625255,1501387
0.0349209800438662,1518948
0.697814786775473,1606693
0.111392526430224,2305115
-0.0708119860792393,2237571
0.753601440861452,2285214
0.388317997386619,2426863
-0.782975083252689,2480056
-0.103593214045235,1668599
0.598145985892111,2339674
0.796956218923136,2133204
-0.406775434943382,2294852
-1.99616103687873,2445526
-0.636427282408695,2200416
0.967859831195888,2168082
1.23627788120099,2075846
1.10984361070884,215131
0.750954792882781,2274521
-0.127146957709639,277752
0.136242062530232,2078899
0.482710748574529,2172217
-0.368087038125835,1614566
0.301367734693205,2100050
-0.260000123994405,2183291
-0.163862495927547,2336735
1.07702506194836,2352038
1.16896321678652,2305114
0.898514914398305,2448298
0.2653871248894,1329352
-0.00514700323836566,1183075
-0.0343668134832212,2110540
-0.330711162894547,2070958
1.48862881208377,2340155
-0.252570489342211,2075832
-1.41520810914461,2498991
-0.492592333929121,1919296
0.528562931743658,2401405
0.944217497168428,1644034
0.963667008050935,2405144
0.0269686182777892,2158329
0.797657843167062,2319068
0.408733986060726,2504802
1.09669225692566,2331869
0.331917996263198,2317120
0.956536281576828,2072215
1.43740045021306,2228400
-1.45462698726844,2145166
0.149973345028592,1692385
0.98320567941703,2109902
0.903824797006694,2219842
-0.0749631904178225,2520618
1.0981245043041,2419459
0.635170628194327,2276121
0.859407416755095,2350037
0.593306068625945,2001182
-0.851951690369008,2278618
1.26927711098399,1740845
1.12827662032315,2321962
1.27907700473701,2212664
-0.944759594883361,2453577
0.265124845266966,2224150
0.544664147847637,1967281
1.07837010819853,1742294
-1.38855774596521,2488660
0.311775647786108,2085349
0.516503590558287,2247869
0.909067143178174,2157529
0.238706268365881,2119177
-0.325605887592498,2010554
-0.841030897834662,2493534
1.04730460117519,2200813
0.558766363590855,2116787
-1.09390562633052,1154608
0.512841877257862,2267382
-0.295574850190886,1181124
-0.707610194710663,2137799
-0.351878757099948,1458656
-1.49307413748933,2269346
0.801615046300023,2092954
0.511199784956761,2007309
0.0513460086305974,1671370
