"mkm5d_ctv_wavelet.HHH_firstorder_Skewness_247","mkm5d_ctv_lbp.3D.k_glcm_ClusterShade_238","sub"
-0.11872375979025,-0.492696653274258,1085983
0.407083798532551,-0.169661251731619,1125173
-0.379949910043866,1.38178016984173,1154608
0.058888371023318,-0.193057028666791,1181124
-0.0814733393695279,-0.481040424568981,1183075
0.272005234704385,3.65230928831513,1232870
-0.0436816386949276,-0.218159826326461,1279943
-0.317170163353552,0.664825365572223,1329352
-0.0531202475038318,0.213869626977093,1330263
-0.227544365247014,-1.26715006568503,1364384
-0.751614575289642,3.59721357419548,1386095
0.19816587208421,-0.539615515389778,1458656
-0.251152432321822,-0.589423783083562,1485662
-0.953989444562227,-0.904787774303367,1497807
-0.0969986132874653,-0.415365793811702,1501387
0.0733669948656969,-0.371104231543487,1518948
0.415314507582261,-0.694684533892974,1526417
-0.686172771996251,0.229895419947023,1565177
0.345319720911303,-0.48483392385679,1606693
0.0980107718825905,-0.280708631391854,1612262
-0.848294495209424,-0.723028408640808,1614566
0.528414427828695,-0.911671130775411,1644034
0.0237582417271514,-0.956790499216175,1668599
0.0841150099715206,1.01218915546814,1671370
-0.49799176725368,-0.964299461501336,1684230
-0.0571416450657107,-0.91455313938161,1692385
9.09066095859145,0.149054968843377,1720713
0.109908209341844,-0.513795568470069,1738800
0.0488961779511258,1.52938418991195,1740845
0.270202616644635,-0.0109762537448481,1742294
0.944884873804066,-1.30467469100886,1767700
1.07450964537057,-0.422669379187924,1768972
0.233563427962377,-0.332053603823993,1889409
-1.94758340114062,0.600033739419195,1915938
-0.0687336531624532,0.100832771002963,1916742
0.337607879235584,-0.820432585551061,1919296
0.333081079648723,-1.05503643205038,1926770
-1.89208790053278,1.13160338748218,1938156
-0.0929170972337898,0.857366643354749,1938561
0.299902297059232,0.389522078254904,1966316
-0.157128516296776,-1.30962809358577,1967281
2.88589271626376,-1.51100736374523,1973544
-0.268520428775917,0.0048751419365055,1975401
0.0365499000103946,0.159749232984924,1976407
-0.0549592620568471,-0.472110683556703,1978972
-0.25586884658011,-0.134476768441173,1979045
0.241844026318865,-1.14364684004497,1979422
-0.374989435000503,3.00623533613372,1980052
0.64837786116686,0.708993092154938,2001182
-0.255517879746913,-1.36423456284672,2002465
0.67524283284726,-1.20553935782718,2004451
0.167138401239078,-0.557308484258226,2006164
0.24556132438438,-0.654455040266323,2007309
-0.332934307405389,0.0432756867121821,2009915
-0.181614297226582,0.63650566182731,2010259
-0.159393795866204,-0.345249235927374,2010554
-0.466718777763654,0.38361258984701,2026671
0.856575355204759,0.132661150877274,2033049
-0.643368254539215,0.226001379826018,2034136
-0.912825063534241,-0.833986576687793,2040495
0.629935209700338,1.65832540458226,2047354
0.0195568986917543,0.21324899893652,2051378
0.23827977378054,-0.913252764834907,2055667
-1.45133367419536,-0.210391238928776,2057358
-0.262433946539331,1.61056028824052,2059713
0.99100946954027,-1.40562437225196,2069079
0.155026525051609,-0.554410949583024,2070958
-0.502889465856889,-0.394585732992298,2072215
0.604208274985822,-1.23445837958604,2075832
-0.0908944603950916,0.0872631522899636,2075846
-0.199625424467654,-1.29149475682409,2076301
-0.759818719092688,-0.5288782402985,2078198
0.0745601714623041,-1.05958231301289,2078899
0.358673864340159,-0.661003980875136,2085349
0.77366842221629,0.666929797690848,2086044
-0.778852962335872,0.396360463621389,2091555
0.0291972826459133,-0.00933022123990426,2092954
0.208735236878229,-0.259199171096069,2096627
0.397408877591512,-0.502091609818657,2100050
0.14443717628785,-0.474065084143024,2108003
0.717924199318526,-0.475275703442672,2109902
-0.0548395297871833,3.30115587948648,2110540
0.5497075898519,-1.13385272646764,2116787
0.750189611436815,-0.577544080866261,2119177
-1.19344016209902,1.74358487037944,2131601
0.281499175221419,-0.661031392134993,2132424
0.152925089942521,-0.782185222868889,2132982
-0.391858626731741,0.0253011549822876,2133204
0.173555810927523,-0.725122403074999,2133380
0.0706239145661646,1.53496456965136,2134220
0.206894391688925,0.992806880467633,2135748
-0.556647857693193,0.713842303081295,2137799
-0.00440396271983427,-0.766389519865646,2138375
-0.789105451333484,-0.126187815476769,2138678
-0.936337057447467,-0.478571729597892,2139733
0.110668719783108,-0.390448977272533,2141116
1.10083037686952,0.80544537877556,2144796
0.245926317298109,-0.342177500241859,2145166
-0.0616394748273833,0.103668669090322,2145694
0.397162336187144,-0.0563790399938039,2146138
0.164000952241171,0.600750180801252,2151024
-0.158533760628405,-0.355244323124571,215131
-0.764083225434373,-0.953320798692443,2152442
-0.259272754493001,0.151665909468496,2157529
-0.57832737581617,-0.372692538294267,2158101
0.117254128193235,-0.517727547342279,2158329
-0.16889921917793,0.694191068647236,2168082
0.700725752464976,-0.962569937794352,2172217
0.0899291450207689,0.21751116074889,2176530
-0.144456996995279,1.62759006020757,2176784
2.47279262629076,0.146597656355457,2181724
-0.314960124097423,0.604918864449238,2183291
-0.238181179742145,-0.378821539631428,2183356
0.524015562607787,-1.02547602685693,2185290
1.11848447470512,1.5781890426741,2186951
-0.0509448271093458,-0.241091555464311,2196212
-4.27157521398716,-0.601112808419136,2199403
0.037305227686599,-1.52788708948099,2200416
0.296788487852179,-0.115663150201999,2200813
0.195052999349587,-0.715906312463359,2205389
0.134640625314893,1.70653868032532,2212664
-0.0336022354295982,1.5541705974125,2217034
2.35014401053872,-0.90335875845896,2218615
0.073581922517728,0.393162133928218,2219842
-0.0260190728756573,-0.23301984840169,2224150
0.297256322570949,1.34325766414797,2228399
-0.0930340849781504,-0.307418421832027,2228400
0.24350639287893,1.13657240914353,2234271
0.175912866708262,-0.862792981687078,2234422
-2.15418823877422,-0.0595380203991464,2237571
-0.219847332750662,-0.199746208893566,2244172
0.889009769452494,3.37989799946584,2247869
0.448288541445705,-0.880950137351161,2250648
-0.0313109714755473,-0.753978255393066,2250836
-0.00462406376921587,0.512522452419176,2267382
0.0175066959923074,0.853525453313426,2269346
1.34221328785924,-0.638855126593055,2271329
-2.15831800464453,1.80354548619683,2274521
0.635528570637061,-0.218440682553452,2276121
0.889269057850272,-0.21578830557901,2278618
0.0821531492056957,-0.402594130385642,2285214
0.129209951034354,-0.113758561399477,2286108
-1.22971042026136,-0.0525236982792006,2293123
-0.123898739811503,0.901283307799242,2294852
-1.38594188751526,0.713346741487166,2294873
-1.88524430548257,-0.268679844334916,2296332
0.113249233439119,0.19909861304266,2305114
0.106118398409844,0.175943912796953,2305115
0.949036812005671,-0.837624855285861,2306459
-0.513140947184305,5.39453680704283,2306893
-0.819887165522473,0.268167615306298,2317120
-0.0457534281560317,-0.282110933420903,2319068
0.409929920445977,-0.575401911954317,2321962
0.302454860436443,0.372696387868789,2331869
0.341948481815981,-1.04428891568672,2336735
-0.0954620895108805,-0.12495283946895,2339674
-0.275298637569505,-0.538207503046635,2340155
-0.303150910405699,-0.440675877444957,2340322
-0.0305017023588412,0.014028726541371,2350037
-0.251711354359575,0.330103857758055,2352038
0.291221464347794,-0.327957501191676,2359944
-0.254892313495723,-0.0639144642999151,2381907
-1.67204731143203,-0.230781820957072,2393207
-0.492664116901269,0.374719160927518,2395415
0.101476073646622,0.690889756123559,2395943
0.267264181372178,-0.400348177228746,2401405
-0.00561601558730233,0.0500096451969421,2405144
-0.546130926705369,0.366805810393206,2414406
0.220793977632473,-0.203803194331999,2419459
0.0686601246056318,-0.502044740155817,2425694
-0.202100625382431,0.0539387073594839,2426863
-1.03525816489792,-0.767853322801257,2430773
-0.0127179286247555,0.81532735831814,2439458
-0.25079345373374,0.521262857970979,2443354
-0.322281436945756,0.119986878614581,2445526
0.144721350585715,-0.973201412129632,2448298
-0.289299104193618,0.151715350391278,2453577
-0.501556504707999,-0.347390705838819,2474709
-0.327125861266958,-0.311095237012646,2480056
-0.179937802506148,1.16452714794526,2480330
1.16488682903666,0.445872014482795,2487135
0.9220071831502,-0.0123085939044105,2488660
-0.0118352017611307,-0.930383480131303,2490180
-0.0779326729796574,-0.288182050229431,2493534
-0.370694950002538,-1.31526096919687,2498991
0.119378729457884,-0.254445508801575,2500377
0.160519474799482,1.70246093316699,2504802
0.0580724744773252,1.02471222082032,2510402
-0.917195176983723,0.394743921463471,2520618
-0.00726744725188333,-0.631602152067592,2559453
-1.32543926808009,-0.317524157515331,277752
-2.33484609344718,-0.377865109867109,308862
0.256983599922268,-0.58316859776688,58325
-0.262740557458672,-0.649718033555048,92173
1.40701353616721,0.148125643609974,923666
0.0770451562959905,0.436734357307357,965005
0.199754433143939,-1.01237481614731,983079
