"lemd_ptv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_249","lemd_ptv_wavelet.LHH_firstorder_Skewness_247","lemd_ptv_lbp.3D.m2_firstorder_Maximum_241","lemd_ptv_lbp.3D.k_firstorder_Skewness_241","lemd_ptv_original_shape_Flatness_240","lemd_ptv_original_glszm_LargeAreaLowGrayLevelEmphasis_227","lemd_ptv_wavelet.HHH_glcm_ClusterShade_226","sub"
1.80718940362415,1.1416594853128,-0.820988174748791,0.0906970861462388,-0.546195694857943,-0.304835933953701,0.133424948979694,1916742
-1.47448876178644,-1.07829259336309,-0.886997010489788,-1.24267588319814,1.13708351213632,-0.337851213395767,0.443587119989831,1980052
1.3389424950747,2.6560533079909,-0.886997010489788,0.00391155313543238,2.6312270554222,-0.320181091292386,0.118338915146443,1926770
-1.47524993543438,-0.617233646288263,-0.886997010489788,-1.18204427267648,0.0885969692634227,-0.331819358697807,0.0920529580054563,1979045
0.092636717273019,0.383204991794978,-0.537952902274295,-0.0631888462260384,-0.293459910172023,-0.336701245470159,0.104872931826253,2196212
-0.868970750282224,-1.11909688659233,0.351641909362679,-0.203977527750834,-0.419638299121874,-0.287851691906437,0.0757024764234154,2393207
-1.05922363912327,-0.621804430840725,-0.728640156926248,-0.71812944801518,-0.644654846043283,-0.341702864292496,0.495761799772069,2146138
-2.37116006819214,1.0308743332069,-0.886997010489788,-0.971640238834792,1.19389675936482,0.328120575548548,0.125050477578925,2228399
-0.759926169330041,0.162163419983141,-0.886997010489788,-0.672159274128904,-2.10026604741102,-0.333230230722682,-12.0099597953768,2144796
0.81944072132923,-0.246127794016829,-0.820988174748791,-1.57028756096054,0.233619732961061,-0.293934490437375,-0.380833174283042,2234271
0.572029818789971,-0.42341926115568,2.26384919525713,0.328772856351606,0.65233153618861,-0.296612829466218,0.141040683597375,2296332
0.923158209118131,-0.241974598445299,0.719880629700035,-1.10229323323742,1.90831193190425,-0.308248890135494,-0.186729038670469,1684230
