"mkm7d_ptv_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm7d_ptv_logarithm_firstorder_Minimum_250","mkm7d_ptv_wavelet.LLL_firstorder_10Percentile_247","mkm7d_ptv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_247","mkm7d_ptv_gradient_glcm_Imc2_241","mkm7d_ptv_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_233","mkm7d_ptv_wavelet.LLH_glcm_JointEnergy_233","sub"
-0.367619855367907,0.607572183924858,-0.493143955871284,-0.362100523631872,-0.168248262916575,0.285891536500837,-0.179829252102113,1085983
0.423998237351102,0.408492142710936,0.23455816362248,-0.0538586842725638,-0.563125391134223,0.161165885966308,0.995394189349104,1125173
-0.433739736314847,0.444135783776686,0.903392665710329,-0.397515168735195,1.42082417865335,-0.46044585245117,-1.19110559904148,1154608
-0.362599841237484,-1.2478633217214,-0.427522287914474,-0.257415097396358,1.18701767099948,-0.584662291638605,-0.551662016158431,1181124
-0.433358911531592,-0.114571177095523,-1.70651249576548,-0.404330010627739,-2.27877799524807,0.09318697405418,-0.802716007310228,1183075
-0.42948474375319,0.280615024000286,-0.578611225528545,-0.3875491248761,0.0533199254512083,-0.0191015181853847,-0.200845175020136,1232870
0.234638017021396,1.28137615420092,1.14489108240235,-0.279889748760088,-0.191029558733245,-0.2910853583367,1.12560174852869,1279943
-0.413397324962276,0.239410147835,-0.114298675186704,-0.349913395273358,0.750315355726047,-0.444289116370752,-0.677318901881804,1329352
-0.212929606790117,0.226673826450121,-0.108916847174897,-0.37488774768954,0.415312514584543,-0.550008682358914,-0.788141070800711,1330263
-0.433449387667627,0.46834071798742,0.0130281842037637,-0.40629776173632,1.88897906040918,0.919284778279864,-1.06125404498226,1364384
-0.431639448438636,-1.12922096719092,-1.37266768872344,-0.259001060519842,2.43582456458802,-0.521816096106638,-1.13938095678308,1386095
0.0819481939211523,-0.0630828949030047,0.50144857946197,0.307403218551105,-0.348192403942606,-0.394458019143781,0.227279057447013,1458656
0.861045752884419,-0.934103817210317,-1.3832155773925,0.835991191297956,-0.0100973186240634,0.547814196197933,0.610099802782956,1485662
-0.42140978066161,0.761496922767729,0.181806430147672,-0.402905004205797,-0.68731120433023,-0.585871190460848,-0.885493421296136,1497807
-0.0556390758481254,1.16104920886673,0.926645393645224,-0.380800738016267,0.190641156862684,-0.337744833614983,2.04407810057083,1501387
-0.433434905560417,-0.100093833551713,1.1448468510805,-0.32703062905428,1.06266158088148,2.8354473709581,-0.839030793144038,1518948
-0.426041562559286,-0.0149058704207178,-0.487757461553607,-0.395983418630717,-0.183441056702316,0.330407546286898,-0.792047831320046,1526417
0.082422444536495,-2.55338168511121,-0.88637578616848,0.685421183569671,0.998555705581787,-0.624889102503201,-0.226783824628636,1565177
4.74607910222816,-0.83703253391727,-1.67601476932399,0.387402224670062,0.644063195400213,0.421568088223851,0.836677136414994,1606693
0.0317460461942667,0.646737983441789,0.573251328186841,-0.248122281748207,-0.105190632316074,0.873673296210779,4.44740191152431,1612262
-0.346389144072166,-1.28004995194168,-0.137521499330455,-0.205072618107528,1.26654364288956,-0.529584286306383,-0.873699337894486,1614566
0.0943267962408696,0.117248036984868,-0.236563249933584,-0.369477349852538,-0.831475063011537,1.38633317298462,3.53093781209823,1644034
-0.346231005474585,-0.174688685648035,-0.952421233565495,-0.307204385590316,-0.307100129528031,-0.164003303021248,0.0884829600650757,1668599
-0.431504910805295,0.930913849218517,0.454192439850549,-0.405327269034063,-0.326674678910037,-0.564309952995038,-0.932161162501667,1671370
-0.431881476746361,1.33612947489872,1.24994973867403,-0.40457285737021,-1.29140597960074,-0.358850992243606,-1.00075123202697,1684230
-0.406788957183251,0.302386216716688,-0.180039761140234,-0.399544658230966,-1.59309864678129,0.667637442643344,-0.397275999173062,1692385
0.357344480648525,-0.243646850402029,-0.212589479157731,0.0509161529996921,0.547496984809052,-0.256893007210957,0.269745111576185,1720713
-0.346377488848922,0.773983196731572,0.931404368407211,-0.147766076854047,-0.354066655641112,-0.369005189024582,0.0491483106555889,1738800
0.189769361064056,0.44000467597654,-0.247738986771415,-0.242427143202599,-0.137540413490705,-0.0456575047236659,0.700196885583908,1740845
