"mkm6d_ctvper_original_firstorder_Minimum_250","mkm6d_ctvper_original_firstorder_10Percentile_248","mkm6d_ctvper_lbp.3D.k_glcm_ClusterShade_233","sub"
0.288105800479429,-1.10581477651447,-1.12885130827641,1085983
0.26951717742194,0.111260030726357,0.253049882855819,1125173
0.0679809316156002,0.737065502019066,-1.35812115008458,1154608
-1.5924450150144,-0.434868041764748,0.379609109368309,1181124
0.105828390142004,-1.17620875711838,-0.589485693881988,1183075
0.262565729353519,-0.215894621961513,-0.917967226875694,1232870
1.07756747291085,0.850419787816743,0.397721713721792,1279943
0.0537532149147183,-0.34694390064203,-0.290040060085203,1329352
0.00419905046153601,-0.18263400122506,2.11033584055842,1330263
0.576189755293645,0.0913186003734879,5.24501293940105,1364384
-1.16422428379535,-0.831844260055283,-0.299937651735635,1386095
-0.709747292220688,0.780878523286846,-0.306740025402403,1458656
-1.0212817900549,-0.914463099042656,-0.76156196500781,1485662
0.827698585456434,0.378412495442565,0.0673744086202215,1497807
1.31301630216509,1.10879972078675,-0.822028071438595,1501387
0.477394521319813,1.16479711598219,-1.79272243774149,1518948
-0.0640636676310445,-0.394599033669897,1.35531277385379,1526417
-1.87974733177524,-1.16217657092759,0.484738343557598,1565177
-0.981872662553255,-1.68902062586655,2.11907321965984,1606693
0.5983405017754,0.795559086617217,0.865282596274394,1612262
-1.34190036090206,0.0565815682510888,-0.662147980789705,1614566
1.12486661328359,0.406069832802763,0.0802033993246408,1644034
-0.191081879504826,-0.985128931789429,0.72488563461282,1668599
0.729161932514266,0.257947887511772,-0.331609364338715,1671370
1.5653010811357,1.49736851062627,-0.986239891327598,1684230
0.768082389180019,0.0626655800929217,-0.602703568519191,1692385
-0.680070233157397,-0.176805491282101,-0.586038647922334,1720713
0.708361485071371,0.800646594114943,-0.697359374086308,1738800
0.296139915190372,-0.481807127982942,-0.370718816138209,1740845
0.580130184618651,-0.479866729529567,0.907877827754227,1742294
-1.30231668606122,-1.95851262274344,-0.0296276190314307,1767700
-1.35106455906364,-1.81796960227211,1.51796999068279,1768972
-1.70911682278679,-0.120154399250478,0.567579391957396,1889409
0.104185773166792,-0.504712724578411,0.470190635444854,1915938
0.395460539740871,0.16621237934613,0.587139148899171,1916742
0.811448094464099,0.0480214723304857,-1.02380031942363,1919296
1.67130572707112,1.60454146542651,-0.271623837370686,1926770
-1.81253361413428,-0.492364261479633,-0.0779321200174661,1938156
0.217960398534984,-0.816325375124076,0.437598714290811,1938561
0.559723265826173,-0.550488596548487,-0.29278469447957,1966316
0.956199575433825,0.143341047855286,1.56710055901575,1967281
0.580779208608231,-0.862334883475347,-1.08718793478754,1973544
-0.0322242581187952,-1.4494475806014,0.158821757470036,1975401
0.284295998803673,-0.91017499330661,-1.05453066218564,1976407
