"letd_prg_wavelet.HHH_firstorder_Median_247","letd_prg_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_243","letd_prg_original_shape_SurfaceVolumeRatio_242","letd_prg_wavelet.LHH_firstorder_Skewness_240","letd_prg_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_233","letd_prg_wavelet.LHH_glcm_ClusterShade_230","letd_prg_logarithm_gldm_LargeDependenceLowGrayLevelEmphasis_226","sub"
-0.428736489426353,-0.47565571042094,-1.03305457050963,-1.26833550636627,-0.538451693761365,-0.0936539883518838,-0.199210922382226,1916742
1.93104693055121,0.822165443282337,0.298606137036551,-2.38608346071368,0.750072837562209,-0.334375481988246,1.00438482173592,1980052
-0.297535017063327,-0.109028429267299,-0.315798338208773,-0.669259050602938,-0.120102273883421,-0.043249547377551,0.0220825377142276,1926770
0.0829802212855676,-0.443236624258465,1.38238840853188,-0.598545101346843,-0.509451713979632,-0.0420009528428877,-0.262736225377866,2196212
0.199070445833991,-0.455067416934554,-0.0744798186410225,3.4390830618755,-0.539911020146738,0.820621069441538,-0.319026427646647,2393207
-1.83883974896188,1.8046381170253,-0.112778283142444,-0.229338410026327,0.256441421674263,0.0159047341172081,-0.0219040735438644,2146138
0.433567047467869,-0.231401547055772,-0.460774765790896,0.141197719903384,-0.182426967597996,0.0339519239023408,4.25430912407079,2228399
-0.965969786077384,-0.340138391286312,-0.0645485898598313,-0.42643193351529,-0.0906370021202872,-0.185963041011213,-0.306744977498772,2234271
0.478092958714948,-0.368377034685739,3.09560793018485,-0.347787620623353,-0.447819089983829,-0.0272502412269941,-0.0874419887957788,2296332
0.67518238319128,0.141727208297409,-0.262380957344455,-0.326129528417681,0.160058719752968,-0.0919491886096618,0.960178102907377,1684230
0.107713860853915,-0.441348135792398,-0.286375679402087,-4.97786904906546,-0.51836400324821,-0.0376277651948787,-0.311663894088391,1720713
-0.1331973974241,-0.366387004623632,-0.30052389171012,-0.260889221092261,-0.479815654479672,0.190830208249425,-0.284694669193632,2186951
-1.24174886225994,-0.240798919242897,-0.58193079356746,-0.0797773437136174,-0.285602545333314,0.0257804463415926,0.0709117875502016,2439458
-0.183295197247519,-0.458568189622957,-0.158095403510815,0.854344776244363,-0.53829271207147,0.641031456209495,-0.253727369094161,2135748
-2.98262313047909,-0.221586862978796,-0.152939530663933,0.386930655582927,-0.0577391142751878,0.163496836554103,-0.0702175256772049,2141116
-0.216016229803671,0.162701911958807,-0.461030178744528,-0.143574071317133,0.525253865943826,0.0241838772812937,-0.215762705547799,2108003
1.10587505600668,0.545426072287025,1.0935418011783,0.550892305165813,0.100806011428213,0.0852328729278244,0.0505887068332071,2006164
