"mkm7d_gtvper_wavelet.LLH_glcm_Idmn_250","mkm7d_gtvper_wavelet.LLL_firstorder_10Percentile_250","mkm7d_gtvper_wavelet.HHL_firstorder_Skewness_248","mkm7d_gtvper_logarithm_firstorder_Minimum_243","mkm7d_gtvper_original_shape_SurfaceVolumeRatio_235","mkm7d_gtvper_log.sigma.2.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_235","sub"
0.322857801963286,0.177100573823476,-0.094150030870461,0.320741391685294,-0.883493588008831,0.228728098313994,1085983
-0.0675472702814393,0.35618274634466,-1.02356145392997,0.528790534764747,-0.101898225844604,-0.0899624247079606,1125173
-2.09453275082565,1.30899535277264,-0.106781442037598,0.464962580252564,1.75088930515183,-0.357588945834076,1154608
1.07118528083175,-0.367353679725815,0.210627829803258,0.965821846233418,-0.103970383034318,-0.613952979614787,1181124
-1.5659112391083,-1.83016383599703,0.386508477710463,-0.575699306563053,-0.236949225246524,-0.144358249088646,1183075
-3.92554737648593,-0.463763685825814,-0.865381682208124,-0.0264655332174417,0.645630178101319,3.61863112816988,1232870
1.01884643910016,1.07167312314611,-0.239847144214995,1.30902062745248,0.153425922093812,-0.431112296264416,1279943
-0.289410358962981,0.0422820356924436,-0.777735019538366,0.248746299173967,-0.541548722030418,-0.0813922582193681,1329352
0.0122907151535456,-0.0454008236807329,-0.347273898072297,0.23931565664403,-0.393082761067541,-0.523387606642244,1330263
-4.89051109110377,0.67721232839098,0.442956672916411,0.38889147614354,-0.0505483638997014,-0.0628067965435866,1364384
-1.68428472591974,1.04552447369496,-0.693708275587291,-0.341509341488977,-0.308947263716357,-0.462010299601119,1386095
0.603273221546193,0.307835864033383,-0.813864624915965,0.357603827649249,-0.21609791895031,-0.525252922835632,1458656
1.32283213667249,-1.53822482859975,-0.522121317819761,-0.712328888938425,-1.31361709314172,0.180822818504962,1485662
-0.74142628051944,0.211638773079887,-0.838051846902562,0.549363495018834,-0.619611793684804,0.0182351024829365,1497807
0.465364837169598,0.845560831064181,-0.799580110821311,1.02835897616821,-0.205822725180149,-0.0705536313551794,1501387
-0.524443465614938,1.5631336437711,-0.817446632536984,0.376920031470615,-0.294235027379524,0.130810784758575,1518948
0.193814662754206,-0.309372162441227,-1.0705011106279,0.123500871198681,-0.54813128248572,-0.33932409294491,1526417
1.06191909407124,-0.966671315297824,0.350424767987939,-2.82681728788934,-0.0302680482709581,-0.17864690310203,1565177
0.399273558100237,-1.6461069697394,-0.859313410061551,-0.643519866336052,0.260745336021919,-0.381682257978046,1606693
0.271860418962557,0.536423246566124,-0.49302723567252,0.579007050273684,-0.377424673769089,1.45779072261903,1612262
0.770506796322603,0.05896199307832,-0.266813407858551,0.306090950473424,-0.114646366565305,-0.555640042572919,1614566
0.824952466147097,-0.449848545197697,-0.873282959689525,-0.500339760299184,-0.165090313373882,0.747130737832997,1644034
-0.326219615371587,-0.856143199730529,-0.724862158419103,-0.436214871404401,-0.138451025367545,0.0632427758547914,1668599
-0.680846083241765,1.08351224484124,-1.00148209577129,0.951315082195214,-0.578912964658264,-0.304902427152081,1671370
-1.75552553557006,1.09621560438841,-0.0556202586613657,1.19234141858301,-0.262380957344455,0.0634101555817091,1684230
-1.09690711807403,-0.362774207323703,0.191303205137405,-0.12795013430599,0.773131106116242,0.640408711257025,1692385
-0.157759367612981,-0.287563632319113,0.284733760059983,0.508517021187863,-0.286375679402087,-0.594205538883872,1720713
0.132904295414444,0.965418069545563,-0.173363654158502,0.789943953464791,0.159315415351409,0.0550144881010334,1738800
0.624148822301248,-0.400079020090162,-0.246703702043374,0.0288713050252913,-0.0066391206632312,-0.164897749341382,1740845
-1.35096200812493,-0.994630256852053,0.432831457071641,-0.391161384282668,-0.285959155998795,0.0584474052937305,1742294
-1.28476237068858,-1.0815713783776,-0.313731927707534,-0.469984954477817,-0.181194868558315,-0.229245425162406,1767700
1.15898003358523,-2.30787855989733,-1.38243834833672,-1.22720469008758,-0.499686014115949,-0.466020163394562,1768972
1.066174153415,-0.162050730982933,0.194432596048897,-1.76083789117077,0.176418894410709,-0.635564350754299,1889409
-0.579585472671105,-1.14655824033628,1.46823635354457,-0.659207216111001,-0.282130260609661,-0.224801070096345,1915938
0.357735273499732,0.678955948150108,-0.408035896118021,0.656120605764702,-1.03305457050963,-0.566486494786006,1916742
-0.921499558697997,-0.346908563744073,-0.277559242989771,-0.0319612287724914,-0.343514416163106,-0.285158387823486,1919296
-0.508025184312019,1.37627089213191,-0.41380242600791,0.907307398203385,-0.315798338208773,-0.120588561126696,1926770
1.35975860677115,-0.671882209578681,0.29463702883309,-2.73720165066497,-0.209729312150515,-0.640038107257783,1938156
-1.63403943559824,-1.20752692247465,-0.0243699711851133,-0.700847676850947,-0.74987041489043,-0.175676462772602,1938561
0.0151805106463344,-1.24508032875454,-0.248489779447491,-0.533252592789719,-0.619829484982456,-0.0446397350432274,1966316
-0.418112929613351,-0.149124317472754,-0.28086409306567,-0.239576135693718,-0.397908196352713,0.958307379884619,1967281
-0.315501434008232,-1.62287752940359,0.902859956966413,-0.577284422004916,0.111776335872782,-0.124640735555044,1973544
