"mkm7d_ctv_wavelet.HHH_firstorder_Median_250","mkm7d_ctv_wavelet.HHH_firstorder_Skewness_249","mkm7d_ctv_wavelet.HHH_glszm_SmallAreaEmphasis_246","mkm7d_ctv_lbp.3D.k_glszm_SmallAreaEmphasis_244","mkm7d_ctv_wavelet.HHH_glcm_ClusterShade_238","mkm7d_ctv_wavelet.HLH_firstorder_Skewness_234","mkm7d_ctv_lbp.3D.k_glcm_ClusterShade_234","mkm7d_ctv_lbp.3D.m2_firstorder_Range_233","mkm7d_ctv_lbp.3D.k_firstorder_10Percentile_233","mkm7d_ctv_lbp.3D.k_glszm_SmallAreaLowGrayLevelEmphasis_229","mkm7d_ctv_wavelet.LHH_glcm_ClusterShade_227","sub"
0.250098374984702,-0.108710500102515,0.224813563862078,-1.27450801664512,-0.12790373285306,-0.0330330714114514,-0.469700205824693,-0.0165825348509276,-0.521407191663107,-0.242954337786767,-0.0988779175704422,1085983
-0.575943788726549,0.43722533667365,-1.34688421185717,0.0187559946031977,-0.0260007384117093,-0.255697858385821,-0.219240477541721,0.101914632513848,0.408069840882993,-1.12766785294761,-0.079128494165903,1125173
3.51057548289001,-0.38331909479905,-1.27963703614691,-1.85649900650299,-1.00276557643798,0.433443903889004,2.10586425045723,-0.0165825348509276,-0.577099699587126,1.0844646888476,0.402612946853996,1154608
-0.0574811027143631,0.0276817232617703,0.12917095286181,1.24297157511854,0.0271420475551083,1.28136641605328,-0.226842383254174,-0.0165825348509276,-0.471924710964473,-0.422291163512548,-0.103354483505747,1181124
0.972430103014004,-0.0992672919729935,0.0252237783804659,-0.219162217915664,-0.503038461250574,0.0871398816156726,-0.665232271378662,-0.0165825348509276,1.11210542328855,-0.544588438473216,0.182899856136827,1183075
1.16060491375312,0.29717619850013,-2.06055269756912,1.41922692797547,-0.0409102626665846,0.844343304872041,3.04371352269886,-0.0165825348509276,3.16323142474355,1.22671764144075,-0.0811126637642828,1232870
-0.206441115852134,-0.0254740436504362,-0.477379704657242,-0.891962749223106,-0.0709598559530952,-0.0687978525299753,-0.299258143422573,0.101914632513848,-0.266874284873734,-0.119756965027537,-0.221040898959736,1279943
-0.57395902174401,-0.34666375257678,0.633293365289273,0.241839830109166,-0.268948323601199,-0.262681795269994,0.777742902674738,-0.0165825348509276,1.75446768818326,-0.757596832195616,0.483663879063608,1329352
0.626426756933914,-0.00746813889283851,-0.718930203220624,3.07583504250453,-0.0467331908777737,-1.48598123889203,0.528896103522391,-0.0165825348509276,0.0941941598694236,2.12493098807136,-0.259744363204104,1330263
3.67923783019953,-0.28211655679921,0.375892886118958,-1.32144381987796,-0.193248032665616,-0.735455214372365,-1.24975884251746,-7.89362227639214,0.367961672965477,1.15850995561186,-0.10512870373526,1364384
