"lemdfirst_ptv_original_shape_LeastAxisLength_241","sub"
0.729923115979094,1916742
-2.06615806235697,1980052
-0.796108246861795,1926770
-0.976005208581175,1979045
1.06466679686314,2196212
1.06306878316114,2393207
-0.784983836403187,2146138
-0.799225601638082,2228399
-1.94805240634243,2144796
-0.00462258417128238,2234271
0.934502656108818,2296332
-0.552322283887178,1684230
0.444502557273101,1720713
0.0780675066545195,2186951
-1.13258271335881,2439458
1.553012960398,2135748
-0.313026834637581,2141116
0.787443641067614,2108003
-0.922743632273033,2006164
-0.331496642516443,308862
0.337070512954251,1085983
-0.716121990240348,2004451
-1.13214644378208,2359944
-1.05030346941892,2069079
0.341535119059252,2059713
-0.972441230313808,2294873
-0.309887162464502,2033049
1.06644082518338,1485662
-0.472876588527569,1526417
-1.22444037456861,1386095
-1.31108775566991,983079
-0.539370105986401,2132424
0.663901446975904,2138375
0.352703728554749,2490180
0.859236023446304,2034136
-0.052305164702155,2510402
-0.210515253957656,1330263
1.35089358485372,1768972
-1.32363944668292,2306459
-1.23198483139733,2181724
-0.0314876164849065,2217034
-1.14135062776705,2218615
2.20176359053701,92173
0.940899182693715,2414406
1.03276729368223,2381907
-1.32449195865068,2002465
-0.879963630893433,2474709
-0.0463520828287243,2176530
0.870564197672956,1279943
-0.194959954923498,1976407
0.865081759261197,2250836
-1.00462151425267,1915938
0.0291399123785611,2133380
-0.683303347935003,2271329
1.41708372559614,2286108
-0.981026452176316,2040495
1.47670639554921,1125173
-0.485533567037977,1767700
0.64404783921428,2138678
-0.0309009059662327,2443354
-0.523492048710678,2234422
1.09684850483078,2151024
0.321445146876831,2057358
1.02184959998103,2425694
0.07793175434175,2500377
-0.418464468530789,2183356
-0.384938329220505,2131601
-1.44281431574417,2152442
-0.253889258216882,2306893
-0.325339535088594,2009915
0.864728887376947,58325
0.536639859339829,2395943
1.58828292323208,2480330
-0.442036055308384,2076301
0.482509298724702,2205389
-0.742134698220828,1975401
-1.08859508741087,2250648
-0.56297848073751,2185290
-0.171767512291034,2091555
-1.40688369361631,1232870
-1.03517848517146,2139733
1.16250292445263,2559453
1.58927848174128,1938156
-0.930887016980458,2158101
-0.340525392235446,2199403
-1.11044400655027,2430773
0.976516412103543,1738800
0.805683458078574,1565177
-1.26917637156265,1978972
0.610947100474937,2487135
0.102637285672662,1612262
-0.138601963840145,2051378
0.15924164970662,1497807
-0.394973977655356,2026671
0.74374613968339,2340322
2.22608146757819,2293123
1.50892175811679,2395415
-0.912472110698733,1966316
-1.62950416392489,1973544
0.272371044848928,2010259
-0.268937072742771,2145694
0.165305326495145,965005
0.671083949967219,2096627
-1.49930609854992,2047354
-2.25763181822311,1364384
-0.39523342961877,2244172
1.8416476924529,2132982
0.908472195302709,2134220
0.823631910508272,1889409
-0.0872461038224397,1938561
0.111380761900291,2055667
-1.80574619673301,2176784
0.184082133115363,923666
-0.325925676157779,2086044
2.96562456852395,2078198
0.435410544285863,1501387
-1.44841508642848,1518948
1.76171404130289,1606693
0.506065612400435,2305115
0.155212942055207,2237571
0.654102202955333,2285214
2.69840246555035,2426863
-0.0828612285308855,1979422
-0.421426927497484,2480056
0.0644710983767277,1668599
1.67965744503373,2339674
0.917548832237733,2133204
2.00256805469324,2294852
0.776265275447652,2445526
-1.44447291425106,2200416
-1.19075309054323,2168082
0.644164435656967,2075846
-0.10795256039906,215131
0.476287297957619,2274521
-1.56876142463295,277752
0.907953083630273,2078899
-0.916935722246991,2172217
0.00338099561177314,1614566
-1.40645861456649,2100050
-0.122671422437672,2183291
-1.22639068793295,2336735
-0.732313512998676,2352038
-0.492661165189218,2305114
0.0427861872572944,2448298
-0.499093730930634,1329352
-1.41743042771151,1183075
-0.206346226693688,2110540
0.287182670905722,2070958
0.939392615136096,2340155
0.814341796179051,2075832
-0.762813819833244,2498991
-1.31705629082404,1919296
0.363576702564092,2401405
-0.51290129676321,1644034
1.07133079874948,2405144
0.443507289027687,2158329
1.60324232734148,2319068
-1.41797727745874,2504802
2.16639946426097,2331869
1.93729646615272,2317120
-0.0511590942158546,2072215
0.629199117291528,2228400
-1.45680092493334,2145166
-0.821067674424079,1692385
0.039948512011473,2109902
-0.450532637569754,2219842
0.390509486599909,2520618
-0.50850502681933,2419459
1.72930445097117,2276121
-0.151755522975439,2350037
1.1979123580717,2001182
-1.03853190556986,2278618
1.18583463266818,1740845
0.628638737750381,2321962
-0.171391423123469,2212664
-0.405572020483525,2453577
1.00066549148023,2224150
-0.478116825618123,1967281
-1.23504581390291,1742294
0.296201158556586,2488660
-0.450885130968066,2085349
-0.0313620549798741,2247869
-1.21454806103319,2157529
0.436589793322231,2119177
0.359215062504925,2010554
-0.213518597442587,2493534
-0.596872450350469,2200813
1.11869411200237,2116787
-1.78483793502001,1154608
0.443786718333941,2267382
0.580993660086509,1181124
-0.721839528240639,2137799
0.78734645848303,1458656
0.4671807439917,2269346
-0.0406831618831818,2092954
0.711984607370568,2007309
-1.01839902216816,1671370
