"lemm_gtv_sphericity_250","lemm_gtv_kurtosis_250","lemm_gtv_grady_246","lemm_gtv_m020_235","sub"
1.13464938022731,-0.205659192537093,-0.0967803906525269,-0.379991958650033,1085983
0.596088970945661,-0.437669815634373,-0.0539196402890996,-0.372808201398075,1125173
-0.309039169384045,-0.307058938187869,-1.62097241115503,0.466753486606872,1154608
0.310170479948856,-0.427762583147901,-0.451367858451183,-0.313396682620424,1181124
-0.379247665766931,-0.442546654735778,-0.232096365231072,-0.171690891082872,1183075
0.9697655035315,-0.432374770853082,-0.41847949793043,-0.609758325887508,1232870
0.953268559105748,-0.425720657996202,-0.384706195585429,-0.617675150148248,1279943
-0.462315907282439,-0.45016541869675,0.176774696412516,-0.201874051208769,1329352
-1.08993870961258,-0.448426810158246,-0.0729774846003224,-0.0336661612294939,1330263
2.98136240800899,-0.465293013273138,0.00442470638610237,-0.0450981264385201,1364384
-0.0301660384491461,-0.243875050095339,0.677631108133787,0.285330117816637,1386095
-1.21658360146962,-0.430432342501526,0.0109417454585613,-0.344878328221972,1458656
0.316362391917959,-0.453138026863445,-0.141334327845671,-0.42489237414344,1485662
-0.294104656275501,-0.453169780528438,0.143295392247969,-0.740696151308806,1497807
-0.766212099055386,-0.40599518163904,-0.0684802823075543,-0.449628722073644,1501387
-0.0502865185740381,-0.44815111986233,0.662895801832686,0.714893539450955,1518948
0.554262458768467,-0.42252446006975,0.0990367167917033,-0.23560402442594,1526417
-0.181453353037066,1.37104421884664,1.26932236839513,-0.60928378058988,1565177
0.148699689188219,-0.386901036328915,0.0288282082206463,0.0192449292544066,1606693
1.637161082062,-0.462664862437201,-0.037349044425929,-0.317420707986626,1612262
-0.569528959804395,-0.108237496278631,0.34834079473039,-0.615355519115006,1614566
-0.282112153543998,0.47988199298174,0.00704191287442019,-0.450243190750573,1644034
-0.50374563482796,-0.205509853342189,-0.17925142886351,0.393204066863058,1668599
-0.726582697065811,-0.470696749957077,-0.10733550054777,0.222326133119942,1671370
0.205996343663875,-0.447998103316703,-0.0236265042572072,-0.385513159763794,1684230
1.56022992339918,-0.440630282446762,-0.0105538122997328,-0.463336442768632,1692385
0.368783492787088,0.325322486086073,0.455329349902344,-0.031820119877224,1720713
-0.28795102170048,0.609238693405209,0.15814134334886,-0.617311473105905,1738800
-0.667829745065384,-0.39479686585691,-0.041911522904086,0.840015476692837,1740845
0.3075944214848,-0.450873833613471,-0.162133797386238,1.04078301137344,1742294
