"lemd_prg_log.sigma.2.0.mm.3D_glcm_ClusterShade_250","lemd_prg_wavelet.HHL_firstorder_Skewness_250","lemd_prg_lbp.3D.m2_firstorder_Maximum_250","lemd_prg_original_shape_Elongation_248","lemd_prg_wavelet.HHH_glcm_ClusterShade_247","lemd_prg_wavelet.HLH_firstorder_Skewness_246","lemd_prg_wavelet.HHH_firstorder_Skewness_246","lemd_prg_wavelet.HHL_firstorder_Mean_241","lemd_prg_wavelet.HHH_firstorder_Median_241","lemd_prg_original_shape_Flatness_239","lemd_prg_wavelet.HHL_glcm_ClusterShade_239","lemd_prg_wavelet.LHH_firstorder_Skewness_236","lemd_prg_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_231","lemd_prg_log.sigma.4.0.mm.3D_glcm_ClusterShade_231","lemd_prg_wavelet.HLH_glcm_ClusterShade_228","lemd_prg_gradient_firstorder_Minimum_228","sub"
-0.352111103357135,-0.441572926241781,-0.476656442192434,0.0583169583995714,0.143712829246815,-0.0767840327782728,-0.000751622603386013,0.132932348821876,-0.307311314007855,-0.310135452200856,-0.243322815587151,2.58098392092512,1.29257895978184,-0.682876967809321,-0.182881732936346,-0.118270087343144,1916742
0.155591478745442,-0.177081534793022,-0.542270040178927,0.688877247703935,-0.468133412335957,-0.579286878894085,-1.49588738983618,0.815333537681748,1.58364062462406,0.468613531450938,-0.195859909752309,0.406932164509465,1.26840223294808,0.528032339677945,-0.290936559466972,5.21584903603004,1980052
0.201121700989452,-0.0892309607895245,-0.542270040178927,1.60280737715455,0.128382400915457,-0.93467042260071,0.347654881514324,-1.29569760029608,-0.980068025791024,2.84964260983316,-0.142242642157704,-1.89571494192167,-0.238480543309813,0.076482642672205,-0.269280124492599,-0.805793662996935,1926770
-0.351626476726483,1.31002153333886,-0.542270040178927,0.416819813286208,0.0568125034499328,-0.279158752455277,0.383977273067857,0.867155172871271,0.661585759947351,0.0573668448000064,0.57903901164044,0.218941815810614,2.15320950086614,-1.11811859156673,-0.247584986802738,0.611365447678212,2196212
-0.206410358025642,2.39224551936297,-0.37703495047561,-0.190492548661462,-3.16185486718629,1.69950174614553,-5.84064331590758,1.17741429806539,0.0671824660339065,-0.536563652911634,4.56969379114343,-0.44888214395652,-0.393405236791665,0.12994439678337,1.23975506448526,-1.03968236997415,2393207
0.162245054249913,-0.826350173974539,-0.384861371907707,-0.0830368874453743,-0.157803572569957,-0.568130648200764,-0.112659374362765,1.35175874990562,-1.47848499248804,-0.598949273915394,-0.610167675718395,-0.0475970929052331,-1.12317729697982,-0.0154013676367223,-0.343031992208381,0.946436848089142,2146138
0.319489121126386,-0.229177128934752,-0.542270040178927,1.5985664293011,0.0823342688617782,-0.0855050634569122,0.115381296008637,-0.471860095342524,-0.180155626211477,1.20381274182398,-0.216004956113024,-0.101862565405277,0.476079871190622,0.330379372249367,-0.25812414158607,-0.571183976728743,2228399
0.315372630071173,-0.151758472129706,-0.476656442192434,-0.283936901770934,-6.13338012602734,-0.394958025990453,-0.0402965938714752,-1.89275324394843,1.87521070523929,0.343779171843127,0.101493445278265,-0.273175595527794,-0.52840281219921,0.400968084977074,-0.324250759470874,0.592652931474448,2234271
-0.361358246767746,0.807701393186807,0.207780446657439,0.882028308777111,0.121218423889166,0.226320216704715,-0.185789130067897,0.955109793150216,0.113047728235398,0.570615316427289,-0.138279911049332,-0.293545317952911,-2.4012167311978,-0.265221691134155,-0.251479331724525,0.291594771761335,2296332
0.445623908866252,-0.00963103623840298,-0.542270040178927,0.754346377918268,-0.322925282317848,-0.688856137243633,0.0142702967560922,0.179079318574963,-1.22423737470738,1.80180862000305,-0.165659094774954,-0.568975263753197,-0.698975032654539,-0.082970157649345,-0.458889677363895,2.37507022924585,1684230
-0.491740659338918,0.709223710562988,0.0230698434871167,-1.0246976716634,0.187443716206973,2.82509774853693,-0.253501064215808,-0.0497378717484201,0.340288319147536,-1.19190119731126,0.0571348819461439,-0.158209464918812,0.353432973095225,-0.229773216151111,0.397487603483072,-0.628923793057107,1720713
4.50162662521187,-2.8227171493317,-0.542270040178927,0.273506137864166,-2.50989756025683,1.56949552875708,-7.05702647297424,-0.513272626063444,0.022369618831595,0.77990289333199,-2.36507160538835,-0.735891171351998,0.0572521935714338,4.10533582814916,2.63520937757543,0.306148385302496,2186951
