"lemm_prg_kurtosis_250","lemm_prg_v15_250","lemm_prg_v40_250","lemm_prg_grady_250","lemm_prg_m111_250","lemm_prg_m004_250","lemm_prg_v42_249","lemm_prg_gradz_245","lemm_prg_m101_244","lemm_prg_sphericity_242","lemm_prg_m012_236","sub"
-0.153057642699699,0.221220568087533,0.74311592060096,-0.108914741229189,-0.0709894451065462,-0.330792052618933,0.976082071627879,-0.741990905705072,-0.200773487438245,0.30899083202026,-0.030693930601337,1085983
-0.269400107260805,0.221220568087533,0.662006305067559,-0.0600751765110555,-0.98950208805464,0.31473853824242,-0.988433773524551,0.60734750110246,-2.01786340427727,-1.35660878131428,0.360617808643057,1125173
0.295861041455387,0.221220568087533,0.697192979493216,-0.629684808312812,-0.671946688466361,-0.184269297971046,0.918557786238319,0.869114564407603,2.09152936806569,-0.954977736700516,-0.516986838958251,1154608
-0.00176163310297141,0.221220568087533,0.737192311772292,-0.939581498279607,-0.0821299126418954,-0.341541569921177,0.937981245415809,-1.01890153770957,0.136894301252582,0.0935762771555183,-0.0490708554252061,1181124
-0.529552319822421,0.221220568087533,-1.37194486106572,-0.192735042084618,-0.102132343649297,-0.304345629382531,-1.01301068822797,-0.302671682814449,-0.311629040648228,0.969032045909401,0.289470311036407,1183075
-0.523838332281377,0.221220568087533,-1.37194486106572,-0.103488976090841,0.0287412245407935,-0.316254397315216,-1.01301068822797,-0.711154080901233,-0.605964611873137,1.3325326049653,-0.0311856381493912,1232870
-0.542934815374924,0.221220568087533,0.76226020718375,0.143979562932263,0.29794377113135,-0.00891463256705604,1.0307133750783,-0.193990132631662,-0.135718516274074,-1.05299652395921,-1.23525945279622,1279943
-0.417437350700544,0.221220568087533,0.744092212111019,0.0862502410563863,-0.182453846225323,-0.283046003952979,-1.01045219540961,-0.627771382639723,-1.26318039553656,0.227069361358949,-0.0850566372651027,1329352
-0.467981796347719,0.221220568087533,0.713426246607762,-0.283884066702371,-0.126085325717281,-0.282076938721584,-0.97960810735925,0.433400377366441,1.34889941921673,-1.04466309137988,-0.284387431431084,1330263
-0.496908986333961,0.221220568087533,-1.37194486106572,0.164896042379976,-0.00113340517515151,-0.341300793876328,-1.01301068822797,-0.116690831528462,1.05286438168625,1.1120704937774,0.12356268091349,1364384
-0.384971029636053,0.221220568087533,0.428016954035631,1.97360027887575,-0.121670923349502,-0.327703068552522,0.665593298803165,8.26832098583172,-0.143848680127636,0.100869767395773,-0.0306305587983715,1386095
-0.523361887446544,0.221220568087533,0.76226020718375,-0.179204390516526,-0.0819472366635422,-0.296024274256327,1.03052580862609,-0.51669058286389,1.61103123029296,-0.607185746895245,-0.0598517647958089,1458656
0.55829453274568,0.221220568087533,-1.37194486106572,-0.196277373997583,-0.11140183575864,-0.311535704206153,-1.01301068822797,-0.136446808297588,-0.152754600586995,0.991822697778819,0.118299849408765,1485662
-0.250923595272946,0.221220568087533,0.755992350889332,-0.190546006431251,0.109431964611023,-0.346521297829036,1.01037283537171,0.107050633982883,0.305511236210877,0.630455275815972,0.065506598387578,1497807
-0.521020486945591,0.221220568087533,0.76226020718375,-0.0275169804869547,0.435329738595048,0.516984095795468,1.0307133750783,-0.392282879591705,0.322764097981367,-0.883490724507194,0.793355157782359,1501387
