"lemm_prp_m012_250","lemm_prp_sphericity_237","lemm_prp_gradx_235","sub"
-1.4066991139032,-1.87932448467197,-0.14919623534425,58325
0.10738626562207,-0.578694888762812,0.785292813051063,92173
0.224354261070164,0.486892581618319,0.662877171326548,215131
0.166214263064251,1.37332939032135,-0.848459163403566,277752
-0.36606578671547,0.333837127687302,-0.237750482458111,308862
0.748578255068375,-0.266830772217457,0.668560249455847,923666
0.163218178294802,0.492589377939768,1.35235725627992,965005
0.000576290395298159,1.77279973546931,-0.326630863249051,983079
-0.241817270724574,1.17008780764286,-0.327412186832738,1085983
0.102841835614062,-0.0170820708978153,1.09092528794231,1125173
-0.131578526660651,0.372976502040123,-0.42150071963742,1154608
-0.299880178644252,0.511590038141266,1.51731261236221,1181124
0.886955009665618,0.196634238007869,-0.600515498617959,1183075
-0.216483751932592,1.35017466482548,-0.697063932320016,1232870
-0.527305631478582,0.804907541225739,1.41619590162997,1279943
0.123009490537142,-1.33854228775419,-0.214281991500833,1329352
-0.314724831417677,-1.27483581621307,-1.24699239114223,1330263
0.130389507255546,0.872874797336314,-1.87141026064092,1364384
-0.118165434623388,0.534339892182369,-1.72850612987742,1386095
0.0477859087423094,-1.55347112122354,-1.2173058918804,1458656
0.405469768969214,-0.0467179212499316,-0.389124914457993,1485662
0.0876237085571299,0.280635063860163,0.477487070857395,1497807
1.31462164125899,-1.43693510569357,-1.44248952338156,1501387
0.20672662966769,0.958785562891388,0.30828504120386,1518948
0.507823398600697,1.6491841259689,1.69983738791297,1526417
0.292016366091964,-0.0402058650668593,-0.544167998331616,1565177
0.134622895041052,-0.318329458426912,0.483943083358891,1606693
-0.0736958687570599,1.21174977960432,1.51893986301895,1612262
0.251338439176519,0.00646866450686742,1.07076804993565,1614566
0.450516908458406,-0.879914497278723,-0.344220821581567,1644034
0.400609748423089,-0.17661607588344,0.745870448557816,1668599
0.284666471660578,0.789431493129637,-0.339221280334055,1671370
0.45705424174075,1.28194163071029,1.29517328305525,1684230
0.0720822567545798,0.676821003716832,-0.1130031751941,1692385
0.215814961455633,0.518218926205354,-1.21411193673751,1720713
0.023341050793953,-0.371430461571553,-0.593949810805662,1738800
0.190665226486907,-2.16167384043993,-0.340287994540984,1740845
-0.106545560988346,0.545472775070646,-1.16336942989745,1742294
0.134896714581183,1.24315392803998,-1.2318076507785,1767700
-0.353620362713901,-0.217951020004398,-1.00987301952765,1768972
0.393231895898613,-0.237099239223637,0.901967451308719,1889409
0.997061266797846,0.645318236539808,0.535367127248611,1915938
-0.336398777903027,0.0909786995927395,0.734258461657141,1916742
-0.203690436008744,1.77627186721154,0.0906028741287017,1919296
0.036659356342348,2.71328643764273,0.872519160515576,1926770
-0.0544297752873781,-1.11174815155069,1.01990566345469,1938156
-0.327801341654273,0.624107096350544,-0.0864944258341882,1938561
0.594226546682554,0.146007451705249,0.47894902734884,1966316
-0.0904596625252382,1.16950868039452,-0.309688694987837,1967281
-0.123529484140544,1.47226406996549,-0.214569192348564,1973544
-0.569197591299704,0.800854035319801,0.763861033081793,1975401
0.566624999546182,0.885089515759273,0.180636414483985,1976407
0.0349593702005658,0.337508921936794,0.643985793619559,1978972
-0.486464452761214,0.539107290844883,1.26077147134607,1979045
0.424388266969355,-0.581718163133363,-0.186722010611977,1979422
-0.447977690799109,1.238668226371,0.805117114246029,1980052
-6.17709958254187,-2.43188838688325,-0.671430834547898,2001182
-0.0120581516613983,1.77562713070268,-1.03394173922254,2002465
