"mkm5d_gtv_wavelet.HHH_glcm_ClusterShade_248","mkm5d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_242","mkm5d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_240","mkm5d_gtv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_236","mkm5d_gtv_wavelet.LHH_firstorder_Skewness_236","mkm5d_gtv_wavelet.LLH_firstorder_Skewness_233","mkm5d_gtv_lbp.3D.k_firstorder_Kurtosis_226","sub"
0.289211297335162,0.438491185547583,0.438026347061755,-0.196473160451283,0.108719902237419,0.715895975336015,-0.344856322333743,1085983
0.066529927200454,-0.616971923559181,-0.931545505554975,2.53659970005657,-0.138349396036393,0.521571902734325,-0.388071339988646,1125173
-3.35126752455046,-0.591160339339706,-0.956037383179486,-0.345438225950366,0.208236632454295,-0.69538790505804,0.00614859917244537,1154608
0.0166248913851171,0.565517414662271,0.633815279636621,-0.354178991023272,-0.25136324047468,0.346766674226843,0.784447622475382,1181124
-0.135148798021766,0.0562249671803845,-0.0791509102504508,-0.280920066828498,-0.133983852184687,0.648894041530991,-0.760132684543123,1183075
-0.364712047001645,-0.635608819606851,-0.869229876702008,-0.334292371596028,-0.551771224699527,-0.142697090878418,1.1292397200629,1232870
-0.000108063696548045,-0.0578244490091066,-0.270250961400609,-0.240292566060755,-0.41432707090047,-1.63370896415095,-0.39108913774841,1279943
-0.00582576058452223,0.291144152502499,0.251638307621856,-0.309694565304702,-0.37550747207348,-0.148866707770044,0.936811542546983,1329352
0.0219025007323198,0.578717353506233,0.683556730635638,-0.344694710924924,-0.422981872512511,0.686844382874637,0.224264171324081,1330263
0.711975106107061,-2.2080529353342,-2.21883335653621,-0.102118974631925,0.0832518604225968,0.612656366721327,-0.97212554123187,1364384
0.441332361384663,0.707043404405351,0.934142122086207,-0.33011959277,0.177265176673696,-1.25738025593705,-0.512672356302106,1386095
0.202436961189173,0.250286887547625,0.196265151272119,-0.276180855955638,-0.170006003077244,1.25421010754938,-0.137311602876057,1458656
0.00469170491104245,-1.78153957795517,-2.2499714472648,10.9182852404107,0.14408314522656,0.852137552326123,-0.382798939239301,1485662
0.0768195260494305,-0.14932718237459,-0.368877596582276,-0.341610475164562,-0.294360922474118,0.333651057730958,0.414941695495978,1497807
0.108852980836871,-0.841419338755397,-1.15082002906382,-0.242974925529865,-1.6514522489384,-0.277178346380705,-0.203102692364499,1501387
0.123458062211049,-0.301982230524531,-0.497739018792808,-0.307284069258475,-2.3180087025006,0.487098949329976,-0.0137054945635825,1518948
0.95532882481094,0.421809231988011,0.419706113970654,-0.346190936881355,-0.469055416858491,0.543033758859211,0.682787394400946,1526417
