"mkm9d_ctv_wavelet.LLL_firstorder_10Percentile_249","mkm9d_ctv_gradient_glcm_Imc1_248","mkm9d_ctv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_246","mkm9d_ctv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm9d_ctv_logarithm_firstorder_Minimum_245","mkm9d_ctv_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_244","mkm9d_ctv_wavelet.LLH_firstorder_Kurtosis_241","mkm9d_ctv_wavelet.LLH_glrlm_LongRunEmphasis_226","sub"
0.533556538219245,0.270402404399233,-0.25872601281961,-0.0799502981978135,0.3245267907086,0.398117915138009,-0.455652031519606,-0.40914547740839,1085983
0.0982340732879951,0.818243557890515,-0.269768300697907,1.91502714852966,0.524946812945052,0.341653930683019,0.275607641672138,0.899290604198713,1125173
1.12182896419784,-2.22172121198945,-0.344897216831185,-0.359350257590088,0.277279827339514,-0.335300069608264,-0.726625709905445,-1.50795634743292,1154608
-0.293871385641395,-0.568604296665031,-0.320031582609037,-0.374766842547132,0.384293955269203,-0.675369838064468,-0.157683514990663,-0.279623622094631,1181124
-1.85747852856905,1.1402311341511,-0.351927441810147,-0.143611237889896,-0.504777925130875,3.56133664914004,-0.78474156855935,-1.07893822543414,1183075
-0.519028919564663,0.568327729321741,-0.337720255817275,-0.32332893938836,0.0304135948602106,0.188488412655104,-0.786624484718108,-0.676493998131449,1232870
1.21435588345223,0.587999440874285,-0.285937014870873,0.12412726424309,1.31221642475035,-0.244403204190731,0.0374292241286365,0.716456628882795,1279943
0.0903059990876598,0.298574320674405,-0.337839797629215,-0.36930205158254,0.426581538433084,-0.63068584537908,-0.704377339165179,-0.555712458525587,1329352
-0.000365356177803939,0.370065507296965,-0.333593088498939,-0.371215870641117,0.287207920547913,-0.677950122645547,-0.623280498721868,-0.573088746352928,1330263
0.813736431204936,0.0521941044398135,-0.353469708318691,-0.25625180982841,0.4591516109609,1.13794533718601,-1.00706551706916,-1.53752810976966,1364384
0.963522655651154,-3.40166878479073,-0.283966316041336,-0.365839786019086,-0.376265951233197,-0.456537200155003,-0.840548543837803,-1.18945375366597,1386095
0.356475675726401,0.635359477673955,0.0641457096256618,0.177245351038772,0.279779720819067,-0.318840785631577,0.0775588416711186,0.700871368311885,1458656
-1.5529759453103,0.0670512924326486,-0.192314946099844,0.847111967875054,-0.60891107034146,0.501427103466784,2.81541231584124,0.685362809593262,1485662
0.0662961342397588,0.752921934680813,-0.348788861270204,-0.371761017729872,0.570802673750228,-0.678067102935767,-0.659920290875717,-0.842659031917025,1497807
0.794885459184577,-0.649415150917298,-0.335126576479088,-0.234301979497845,1.01467878965007,-0.315098942450729,0.63218009817605,2.67191809225525,1501387
1.42809525394576,1.37496653020285,-0.346867257484178,-0.316179290400822,0.337696030605159,0.36320686567044,-0.949730903813855,-0.962017564162156,1518948
-0.585844379299475,0.562575162592736,-0.351025508468951,-0.376754593273559,0.166148529372152,-0.580351377254411,-0.594467479355108,-0.779804501939086,1526417
-0.772250513182486,-0.868189371606441,1.17977509279712,-0.361858795292155,-2.66747147090508,-0.622862789122582,0.26247199585873,-0.154447141538839,1565177
-1.68571534418861,-0.441860702339018,-0.174221677680244,2.08206966022075,-0.503169919667602,0.0388129582960414,0.296262239132554,1.01546552813598,1606693
0.384669483254075,-1.3309094860647,-0.331717297478233,-0.0347570485293581,0.64539130564194,0.379091836825409,0.771104009794117,4.05188387624234,1612262
-0.238615381327085,-1.09879743513407,-0.33772566182395,-0.379422570297515,0.142300711533734,-0.668251482574975,0.0926615203639906,-0.70191343971496,1614566
-0.536365340596348,-0.915808922491545,-0.304766465170048,-0.0851375326745858,-0.430695177870843,0.80776366752315,-0.206252841936156,2.95300241320217,1644034
