"mkm8d_ptv4_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm8d_ptv4_wavelet.LLH_gldm_DependenceVariance_250","mkm8d_ptv4_lbp.3D.m1_firstorder_Median_250","mkm8d_ptv4_wavelet.LLH_firstorder_Mean_247","mkm8d_ptv4_wavelet.LLL_glszm_SmallAreaHighGrayLevelEmphasis_247","mkm8d_ptv4_wavelet.LLH_glszm_LargeAreaEmphasis_246","mkm8d_ptv4_wavelet.HLH_firstorder_Kurtosis_241","mkm8d_ptv4_original_glcm_ClusterProminence_234","sub"
-0.439892453413168,0.32363661565364,0.426257452056604,-0.604122336150168,0.479710848991979,-0.145581823385045,-0.975268121104688,0.126860388414771,1085983
0.417748908626003,0.782181422257994,1.66115036463181,0.90329117445553,0.176815234050527,2.30543903901919,-0.329472961245424,0.237931565920024,1125173
-0.514509175668684,-0.838794714561461,-2.04352837309461,-1.51760073232355,0.500188928366907,-0.490591022229297,-1.27582749963386,-0.13805239313288,1154608
-0.276040592851057,-0.201329542029496,0.426257452056604,0.11318569389581,0.549722675927345,-0.357351247881843,2.39742965999136,0.0964936125182543,1181124
-0.521882023356648,-1.04393145846126,-0.808635460519071,-0.715651104062769,-1.93419362197775,-0.489019596231199,-1.05097079357094,-1.30340257813075,1183075
-0.511882409429758,-0.910533054394222,-0.808635460519071,-1.24501716139552,-0.998267256525034,-0.456219291341362,-0.763495885471066,-0.729705734948181,1232870
0.022836404053578,0.434807914967403,1.66115036463181,0.349326262912932,1.49224363398422,1.21601178732253,-0.0940246693793463,1.54371693804666,1279943
-0.358904896197566,0.242366428468163,0.426257452056604,-0.22475009062907,-0.260285835080027,-0.421203149990841,-0.622710002379679,-0.317859889358038,1329352
-0.22477123357072,-0.455979012220361,0.426257452056604,0.874803871581023,-0.250878043739939,-0.386210660790338,-0.0932856188613599,0.621963168556529,1330263
-0.482733755599045,0.775874654731224,-2.04352837309461,-0.9764293118507,-0.300136102813124,-0.483341142825906,-0.631472210609099,0.625875959540332,1364384
-0.516673517078933,-0.318885423940235,-0.808635460519071,-0.516082549656689,0.339263983469355,-0.492300782507073,-0.4849638994146,2.53928835179674,1386095
0.0890277092556746,0.492063406769939,0.426257452056604,0.104784541322897,0.440265726717872,0.289774157157742,-0.0343634738265004,0.994803672503392,1458656
0.441869511840493,0.480246114319186,0.426257452056604,1.26066933366651,-1.52904946103352,0.201698424894755,-0.528343381230085,-1.21481018193092,1485662
-0.497300810298909,-1.04331776067384,0.426257452056604,0.457074408968939,0.559844439354987,-0.483198186490305,-0.709377175694669,0.326275279995306,1497807
-0.270767335243208,2.16194728182881,0.426257452056604,0.117880344651108,1.24316675393251,0.283129411735261,-0.00347762536689463,0.506107746503705,1501387
-0.520904801801948,-1.09010176876488,-0.808635460519071,-1.87478900548858,0.126907083933149,-0.486880178108322,-0.998089035804,0.525505173708279,1518948
-0.49929863693773,-0.918277923316076,-0.808635460519071,0.253514922303793,-0.324927391092584,-0.475871325944364,0.845919692689856,-0.63307166452932,1526417
0.274857638723879,-0.138143315513005,0.426257452056604,1.46336653365141,-0.736107605049749,-0.123042981436319,0.0410442794024939,-0.353587598433802,1565177
5.26534559863299,2.52270994837338,1.66115036463181,1.94469640356678,-1.36522478812281,2.48651499641188,0.078398886037305,-0.978581019214119,1606693
-0.0947170222619206,3.02607404573273,0.426257452056604,-0.72215324508135,0.108007697484276,0.778541143548049,-0.0839346441865872,-0.120641037171404,1612262
-0.450350441639291,-0.903659885443854,-0.808635460519071,1.01833623289754,-0.162658156580403,-0.465840636335685,-0.236536237563618,0.344862421213374,1614566
-0.127341517461784,2.41044636543998,-0.808635460519071,0.111231565489861,-0.756470421972164,0.0976934618363202,0.184121575589369,-1.05200961302906,1644034
-0.382604017436987,0.0307191421970897,0.426257452056604,0.349000561883517,-1.15413125848317,-0.143334570849574,-0.456516524956691,-0.584293577158538,1668599
-0.514990176457745,-1.18482616880015,-0.808635460519071,-1.34370462359915,1.09611998998238,-0.489684517396143,-0.992621269067624,1.04076784897333,1671370
-0.512562061124731,-1.40553833651073,-0.808635460519071,-1.713255673416,1.01412746716055,-0.49596122058185,0.184525831961343,1.23951095731461,1684230
-0.492554696233666,-0.890504936805738,-0.808635460519071,-0.670681116311638,-0.879534792381665,-0.471999866732389,-0.815141409709219,-0.926278214403019,1692385
0.00170764135806821,0.552478556265462,0.426257452056604,0.519389629604726,-0.353017656899672,0.031586153821814,0.731447927279044,-0.24120332699866,1720713
0.408453480447223,0.026226702765459,0.426257452056604,0.354784203579414,0.66372870869691,-0.0996189195451778,-0.411519959693713,-0.253963314837628,1738800
0.639248922429556,0.627549863715269,0.426257452056604,0.428738931551577,-0.388798491322412,1.08014486631262,0.0689416159340031,-0.724403263540486,1740845
-0.511688582077346,-1.18454650791057,-0.808635460519071,-0.565691896130596,-1.36648614320905,-0.486668891860142,-0.653263964852079,-0.946814116448672,1742294
-0.50356982653662,-0.442305850153986,0.426257452056604,0.974512136527289,-1.23531685616225,-0.449861681989105,-0.0574333518139604,-0.167259537607784,1767700
0.719431772988367,0.894120679386961,1.66115036463181,1.44047472918266,-1.34227467211782,0.0255142622123784,-0.0867743491068719,-1.15791987710961,1768972
0.539879101786147,0.224735427336471,0.426257452056604,0.633020065478531,0.617333180939323,-0.0989186025218243,0.377923206723471,0.467697449710246,1889409
