"mkm10d_gtvper_wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis_233","mkm10d_gtvper_original_shape_Elongation_232","mkm10d_gtvper_wavelet.HHH_glcm_ClusterShade_232","mkm10d_gtvper_wavelet.LHH_glcm_ClusterShade_230","mkm10d_gtvper_wavelet.HLH_firstorder_Skewness_230","mkm10d_gtvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_230","mkm10d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_229","sub"
-0.195706948704295,1.02769013153375,-0.0544608245479886,-0.129255374193315,-0.0806857206339365,-0.222258427084105,-0.313797612461027,1085983
-0.200111872163955,0.903315011727641,0.0463990092906661,-0.0656841515877851,-0.376766967248993,-0.233712963228177,-0.356731319898353,1125173
0.345788680716916,-1.09125817683295,0.52686486252905,0.367087107934227,0.224657197699682,-0.261606513576414,-0.338371286080306,1154608
-0.712007389146306,0.128547106063381,-0.208696465375646,-0.156951803067883,3.17180262726425,-0.24300566184494,-0.237672270318431,1181124
-0.490731054291084,1.3884677017123,-0.069405847424755,-0.157452655072206,0.121499554783336,-0.258894722731757,-0.351477420359611,1183075
0.076841009535938,-0.515882743954256,0.0774469262418686,-0.14820073277546,0.252345449036028,-0.261528573563958,-0.320760758860797,1232870
0.21228369867219,0.0607759317154871,0.0162144567346438,-0.0549981043677483,-0.0408023705150299,-0.0796961217211248,-0.329714968457107,1279943
-0.230638710727931,-0.201139121923733,0.330498247688355,-0.0249670148862755,-0.129733495225626,-0.256707847917573,-0.345867003957426,1329352
-0.422238819685144,0.300674203552877,0.0679438948951071,-0.0438628210855202,-1.14693560803867,-0.171447806993672,-0.154363759982285,1330263
0.309270648539632,-0.778798785706111,0.219749134376169,-0.16451484955271,-1.38108318962372,-0.261676434691259,-0.349899311322019,1364384
-0.448131382938988,0.550834506291019,-0.53776389417825,0.0354416222052408,0.656663455353629,-0.261992362342411,-0.344046908395337,1386095
-0.296450726606705,-0.929661778444626,-0.0302781918869705,-0.129327524695338,-0.175777681703398,-0.115713004796373,-0.357549387131074,1458656
0.749375684494808,0.705670136509656,0.0844580507016599,-0.194384802594895,-0.0528135759110989,5.53582062138777,0.492672877951385,1485662
-0.503869628657401,0.275885909030906,-0.0290773666349941,-0.0717749260367314,-0.656863328045896,-0.224903220013789,-0.234031546275072,1497807
0.555284982336796,0.100023363668544,0.0486193332750382,-0.133189104232514,-0.613567396745181,0.527336962556442,-0.338346581536049,1501387
2.56762444116809,-1.34544525662363,0.221093794620096,-0.675441383130508,-0.370857596913518,-0.186457096661179,-0.352640252152409,1518948
