"mkm9d_ptv6_wavelet.HLL_firstorder_Skewness_242","mkm9d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_234","sub"
-0.226636500549841,-0.225756624770835,1085983
-0.171553449755197,-0.404086030085462,1125173
1.28792595432517,-0.320810304044781,1154608
-0.462291036212107,-0.385371781900755,1181124
0.0333735119366967,-0.361746373570079,1183075
0.101240458596129,-0.270597151542222,1232870
-3.90959548932735,-0.162624057117572,1279943
0.644271602405467,-0.357826867912525,1329352
0.704349948315512,0.344564966014616,1330263
1.26336773509706,-0.356087849389328,1364384
1.14337424098616,-0.314018031294658,1386095
0.652287696119155,-0.401893427179293,1458656
0.542929097385772,-0.168601882429236,1485662
-0.571458672242196,-0.30143541419305,1497807
1.00744020577191,-0.388999257133257,1501387
0.45846540943566,-0.341826235335176,1518948
-1.5863149975874,-0.380079939656457,1526417
-0.106043293592953,-0.403718963001146,1565177
-0.814351269462318,2.38356292683217,1606693
-0.107248435611559,-0.258556015882961,1612262
-1.12635342365613,-0.404475538678094,1614566
1.17560218443477,0.306084947108557,1644034
-2.76184729224136,-0.325720720500555,1668599
0.400863860526144,-0.410343667296576,1671370
-0.165524222761471,-0.412280914969555,1684230
0.892252128432294,-0.323688412821714,1692385
0.670947505051403,-0.346879034058254,1720713
0.755238400270923,0.741743139958202,1738800
0.485508743732558,-0.348910908679879,1740845
0.588851262395674,-0.280971675097841,1742294
0.712624284267753,-0.422009576276578,1767700
0.641193090120974,0.350371594873131,1768972
-0.455923008574893,-0.231276450540713,1889409
-0.99577905843079,1.38419149324079,1915938
0.276825564978697,0.114620630811619,1916742
-0.545209396158173,1.18872571534926,1919296
-1.74361323986685,-0.323022037444279,1926770
-0.237746742064799,0.333848778024069,1938156
1.05129123305258,0.420539605196639,1938561
-0.382950136425547,0.0410463586961147,1966316
1.24492435264871,-0.295958979277299,1967281
0.792186629377014,-0.163022367965833,1973544
-2.5234771568588,-0.415727597855508,1975401
0.164002624504548,-0.0609054689137458,1976407
0.53954581481515,-0.326321273037654,1978972
-1.16675114673043,0.471372560880411,1979045
0.207606612854478,9.78719440531212,1979422
-0.35091009932144,-0.0805990321207829,1980052
0.789429502780535,-0.335187052243252,2001182
0.889750842035304,-0.433653531707402,2002465
0.591766046961484,0.884147811245739,2004451
0.391645654352802,-0.205675464760329,2006164
0.653698322984842,-0.263490294629772,2007309
-2.51310655194008,1.64040010217133,2009915
0.645984560011074,-0.392550977457801,2010259
0.213968133674098,-0.200198221985247,2010554
0.0154596907666781,-0.166320522691235,2026671
-2.16851961097556,-0.39590604997185,2033049
-0.42803227252726,0.272844331577816,2034136
0.503100665210071,0.0696639258988101,2040495
-1.02464210050864,-0.409118576864608,2047354
-1.51737153125165,-0.177786214216517,2051378
0.572110116691948,2.13319127655814,2055667
