"mkm9d_ctv_lbp.3D.m2_firstorder_Median_242","mkm9d_ctv_lbp.3D.m2_glcm_ClusterShade_237","sub"
-1.31897493164932,0.538926394448709,1085983
-0.643859770545025,-0.275328399083266,1125173
3.88000264935538,-2.91468798738398,1154608
0.502186264152009,0.537806345392476,1181124
-0.0574574162375013,-0.600587016337023,1183075
-1.12292425344768,0.432574934387082,1232870
-1.51844999548044,0.721763292498837,1279943
0.0295576172305367,-0.905356650490172,1329352
1.76204262121915,-0.847703354019196,1330263
2.1742948782328,-1.53580965641175,1364384
1.57638891352025,-1.35175849932737,1386095
-0.329169545677266,-0.622207734559418,1458656
0.460055587214301,-0.6420306207651,1485662
1.33638598153067,-0.0814982094069444,1497807
-0.785747605973582,-0.131372182459421,1501387
-1.88095721955145,1.21404383629603,1518948
0.139544121432957,-0.252102781658836,1526417
-0.778844101208314,0.539076572562855,1565177
1.19787199798554,0.107994825344553,1606693
-1.12094724651676,0.976212682652974,1612262
0.350765914998243,0.433990135657773,1614566
0.362395513462659,0.576661597706289,1644034
-1.0577939263955,0.142794329060474,1668599
-1.13071136730774,1.1900356306094,1671370
0.0344647190340442,-1.03598609577451,1684230
-0.356292648566472,-0.071852912648563,1692385
0.201883457013733,0.0106734359831232,1720713
-0.0520377736562303,-0.33738116659384,1738800
-0.491889984142911,-0.912807396804005,1740845
-0.559588206746569,-0.533366459657908,1742294
-0.0909263450122656,-0.340727222008343,1767700
1.07288770249426,0.79231263917664,1768972
0.34718832128621,0.864176918634496,1889409
-0.573005161654705,0.372298309531899,1915938
0.920705828797685,-1.52478244382352,1916742
0.647753084019941,0.467997956683141,1919296
0.696393632012695,-0.804822978534404,1926770
0.152610720481204,1.06164187348377,1938156
0.387392696986606,-0.407438536591846,1938561
1.31609481411609,-0.800814355620509,1966316
0.345003302791565,0.847331092253742,1967281
2.24490547861514,-0.213489877104754,1973544
-1.36010026294633,0.664165493236607,1975401
0.570136993075589,-1.6687037668719,1976407
0.243746516968502,0.598823767495171,1978972
0.785494723110195,-0.926744505134697,1979045
1.69496105957999,0.144256417738466,1979422
1.2652741409876,-0.814944852358933,1980052
-1.12445094424197,0.902182337036987,2001182
-2.41947279581883,1.75946945128194,2002465
0.142945084458139,-0.688664763881372,2004451
0.0712870334561748,-0.806721605176101,2006164
0.436714010073575,0.270034076353503,2007309
-1.26718805148911,0.935175108219322,2009915
-0.273550975541182,-0.656316111204673,2010259
0.76739992095197,-0.571329658360664,2010554
0.200959919612651,0.744953426032465,2026671
-0.742581020657121,-0.0925034548310133,2033049
-0.502223670505945,0.0647681229550073,2034136
-0.0296437502084673,0.954656817774,2040495
0.143445000005807,0.39654642127482,2047354
-0.812822306509763,0.043199829565076,2051378
0.738966583837046,1.19862389078632,2055667
0.332364390075414,1.23266531589985,2057358
0.524089048232818,-2.67900888103764,2059713
0.543351350766134,2.0907511917879,2069079
-0.0357971180135328,1.15260672101808,2070958
-0.649775798762024,-0.694343160819098,2072215
0.722645849960357,1.26291581533983,2075832
0.535888387350777,-0.849576152816061,2075846
-1.54895203217932,0.711718513132999,2076301
0.31918648234427,1.14773852267137,2078198
-1.33999610310528,-0.0600552401239317,2078899
0.052568774894727,-0.223121873395404,2085349
-0.143885148040645,0.392909555011701,2086044
2.42255095178997,-2.901209678741,2091555
0.453067328080307,0.0952054761298866,2092954
-1.53910273021342,1.03563777505059,2096627
-1.87752933894349,0.994124589646142,2100050
-0.678141362386873,0.898368214431105,2108003
0.627376058482353,0.3865853370624,2109902
0.160939607809738,1.12269265352827,2110540
-1.25436646327916,-0.0943344674654197,2116787
0.406769325621632,1.30167695473059,2119177
1.52685173707832,-0.435417322467058,2131601
-1.25315504115298,0.429890761466409,2132424
-1.63941509175301,0.524414363042881,2132982
-0.582013194704526,0.227261723808476,2133204
-1.38368115584087,-0.208751123721948,2133380
-1.23244356310955,-0.695415364963908,2134220
1.02732500065666,-0.235488055895972,2135748
-1.02611102530905,0.334233448621673,2137799
0.175539548894338,1.42815438610225,2138375
-0.0211088959527258,0.540014345610985,2138678
-0.0388231643857239,0.228990872212569,2139733
-0.963361953977548,0.467844309264885,2141116
-1.09302439408669,0.261525111595506,2144796
-0.954518966242504,0.720251136967242,2145166
0.412570115939661,-1.51466334177977,2145694
-1.08217925791092,0.126861830313594,2146138
-0.433333706900106,-0.394118305192086,2151024
-0.0109937930209984,-0.412381320929019,215131
0.446090239333991,0.513141577021449,2152442
-0.402637552448158,-0.386192989991452,2157529
0.804480361850639,-0.342171210604197,2158101
-0.0518692755485741,0.731002333626259,2158329
-0.000973796044578767,-0.699952393204461,2168082
0.199219505727444,0.475996967841979,2172217
-0.997723744994745,1.50194011159045,2176530
1.35230806792713,-2.45493943064903,2176784
1.74483226710363,0.344752135062195,2181724
0.90958101984348,0.526457639735502,2183291
1.48068160485902,-1.68024283482969,2183356
0.950104709937352,0.42360077158473,2185290
0.537445051245792,-0.0114654295429268,2186951
-0.28803813194175,0.124004607647981,2196212
-0.0899380609577697,1.71364906396656,2199403
0.0445746630974721,-1.77092821300552,2200416
-0.635898914614654,0.573871780550197,2200813
0.288250853142447,-0.119346560918688,2205389
-0.689451639092664,0.159775912148069,2212664
-0.156644712212095,-0.85218569915669,2217034
0.249701234122444,1.06147254114855,2218615
1.5395412807804,-1.64503948053046,2219842
0.856742363924293,1.69122521135499,2224150
-0.546394928553134,0.180894694069994,2228399
-0.772002037743824,1.01823985480378,2228400
-1.61761119475144,0.393592732116443,2234271
-0.682632843191806,-0.289740135497312,2234422
1.22298179006272,-1.07303320207143,2237571
-0.251434516071519,1.20988655984031,2244172
-0.0706823785926494,-1.51294977277584,2247869
-0.0192334765683207,0.543705547166632,2250648
0.902830285475934,-2.03445034755532,2250836
-0.483612905206554,-0.407141822653274,2267382
0.712496613695486,-1.26071051135276,2269346
-1.2883928128938,0.490049223189241,2271329
1.82309992078288,-2.1842390854309,2274521
0.548503036314003,0.61987738358014,2276121
-0.0419715184907068,2.90448094698143,2278618
