"mkm10d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm10d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_238","sub"
-0.14917144922443,-0.191232351330535,1085983
-0.174360084287479,-0.21555994876817,1125173
-0.0917968129729646,-0.0233145945154072,1154608
-0.0905650078941889,-0.000157569363798635,1181124
-0.0756935420507189,-0.1792372565609,1183075
0.0301742668472057,-0.128819064477889,1232870
-0.164037440918919,-0.18452401454367,1279943
-0.115900189029307,-0.197496091823361,1329352
-0.155102416210694,-0.190444735353966,1330263
-0.0317963144004101,-0.179218740262627,1364384
0.0186236312716534,0.0209438740845371,1386095
-0.175346662778441,-0.204980159720273,1458656
-0.153118861766624,-0.189178581194721,1485662
-0.156582676538567,-0.212884468374008,1497807
-0.16057253587919,-0.215225818372046,1501387
-0.0924993031664036,-0.191378428155045,1518948
-0.135305308363788,-0.164686627156179,1526417
4.64532370908548,2.06948851270931,1565177
-0.158868578483559,0.0362443632900391,1606693
-0.15533881392769,-0.21280181657723,1612262
-0.0937859492283038,-0.0885172504900567,1614566
-0.102119594629938,-0.194659740816817,1644034
-0.160684260137809,-0.213251485577941,1668599
-0.120405753009999,-0.19958073103799,1671370
-0.122601200366472,-0.203819024640181,1684230
-0.026733999477466,-0.167639714275047,1692385
-0.154035213505129,-0.200936222187189,1720713
-0.16420103273457,-0.213403132472458,1738800
-0.176330734491681,-0.213389231775838,1740845
-0.109708603875064,-0.198451245535742,1742294
0.0683868192105864,1.21271273824665,1767700
-0.162590666499461,-0.198483202487081,1768972
0.254081802199418,0.487120925277544,1889409
-0.0847232810388045,-0.0298860863658123,1915938
-0.172461185666043,-0.215074260224204,1916742
-0.0838591996523323,-0.187296795853829,1919296
-0.0959647568125011,-0.182542175740707,1926770
-0.156977867766518,-0.0860164681092493,1938156
-0.146162806246519,-0.189230055728135,1938561
-0.11848713567966,-0.192743472562137,1966316
-0.137456869701193,-0.201833382634597,1967281
-0.0573772084308869,-0.0941635076562324,1973544
-0.117268673751304,-0.194378058010669,1975401
-0.0662817963310058,-0.201877429402025,1976407
-0.120227269344596,-0.199796362189415,1978972
-0.120963720952093,-0.203049582925416,1979045
-0.155280915785986,-0.204866830628706,1979422
0.0195691554775391,-0.16537852440651,1980052
-0.171696515496116,-0.196153910972377,2001182
-0.057915881359196,-0.170170541922297,2002465
-0.0986775578224865,-0.186351792161077,2004451
-0.118811992143137,-0.201142833115795,2006164
-0.163874347130871,-0.210397126348795,2007309
-0.146108543655883,-0.200252675957331,2009915
-0.157501993271601,-0.193777479141198,2010259
