"mkm9d_ctv_wavelet.HHH_firstorder_Skewness_249","mkm9d_ctv_wavelet.HHH_firstorder_Median_242","mkm9d_ctv_lbp.3D.m2_firstorder_Median_242","mkm9d_ctv_lbp.3D.m2_glcm_ClusterShade_237","mkm9d_ctv_wavelet.HLH_firstorder_Skewness_234","sub"
-0.0996397933425794,0.187541692747804,-1.31897493164932,0.538926394448709,-0.0503755161617079,1085983
0.460433901493271,-0.496239950641411,-0.643859770545025,-0.275328399083266,-0.272792855659462,1125173
-0.386953245076152,2.72374024275472,3.88000264935538,-2.91468798738398,0.404608641294923,1154608
0.00384326682899467,-0.15381647663396,0.502186264152009,0.537806345392476,1.34887851914371,1181124
-0.119475712337336,1.11357414428943,-0.0574574162375013,-0.600587016337023,0.106529047795791,1183075
0.315823047344515,0.8685042031337,-1.12292425344768,0.432574934387082,0.810629052259439,1232870
-0.00998899085375533,-0.259101686378385,-1.51844999548044,0.721763292498837,-0.0783599378111619,1279943
-0.371065023660665,-0.598594836804428,0.0295576172305367,-0.905356650490172,-0.274730974001708,1329352
0.030008272382742,0.565088446346214,1.76204262121915,-0.847703354019196,-1.47872504196853,1330263
-0.349540631208375,3.96527936928122,2.1742948782328,-1.53580965641175,-0.705241452807342,1364384
-0.814584451587001,-0.0184803108528341,1.57638891352025,-1.35175849932737,2.43991432945819,1386095
0.21553007231903,-0.38034508522471,-0.329169545677266,-0.622207734559418,-0.215614081501592,1458656
-0.252941906221628,0.446332695387829,0.460055587214301,-0.6420306207651,-0.0256408289048112,1485662
-1.02196561597048,-0.575355063477145,1.33638598153067,-0.0814982094069444,-0.41923332290123,1497807
-0.098952091583801,0.160086969423591,-0.785747605973582,-0.131372182459421,-0.856006964227402,1501387
0.0995207094419575,0.300118007546313,-1.88095721955145,1.21404383629603,-0.339590375926517,1518948
0.474322429883,-0.608952853294787,0.139544121432957,-0.252102781658836,0.490743117453102,1526417
-0.724539503044645,0.701065758542171,-0.778844101208314,0.539076572562855,0.375404603685971,1565177
0.434355108300031,-0.17527703942726,1.19787199798554,0.107994825344553,0.613289478807136,1606693
0.12480364092043,-0.862422493912036,-1.12094724651676,0.976212682652974,-0.309316547752807,1612262
-0.892648190032022,-0.194551470762204,0.350765914998243,0.433990135657773,-1.21857220619391,1614566
0.598684816554268,-0.226239369237709,0.362395513462659,0.576661597706289,0.40924698772634,1644034
