"mkm2d_ptv_wavelet.HHH_firstorder_Median_240","sub"
-0.108864269837171,1085983
-0.631330367345459,1125173
0.183170279636728,1154608
0.00617648777004018,1181124
1.36682517856344,1183075
-1.5238123843984,1232870
-0.121597541526672,1279943
0.141606488501556,1329352
0.316407194132734,1330263
-1.20287926205873,1364384
0.0530986540425878,1386095
-0.788749717433131,1458656
0.0518850219417171,1485662
-0.299981790938586,1497807
0.449168025973201,1501387
-0.331377965715371,1518948
0.0121308937402243,1526417
0.668324690637021,1565177
-0.371629195098865,1606693
-0.547143120196166,1612262
0.485802198447699,1614566
-0.307064129839019,1644034
0.132938515644237,1668599
-0.232025798066106,1671370
1.81804881965613,1684230
0.117534327352515,1692385
-0.12162935293616,1720713
0.234877740421073,1738800
0.47220120349216,1740845
0.846874298055073,1742294
-2.03323155738504,1767700
-0.204734880892885,1768972
0.0307434044887194,1889409
0.0615128715023896,1915938
-0.0920262531677213,1916742
0.555122678490622,1919296
-0.0102315919511277,1926770
-0.0925311577267966,1938156
-0.0540598955178605,1938561
0.789400540213518,1966316
-0.0344255563042083,1967281
-0.33417326109599,1973544
0.640933150717795,1975401
-0.208088563285694,1976407
0.318491477682395,1978972
-0.0531246707405097,1979045
-0.453932486258874,1979422
-0.390146256288096,1980052
-0.406451205719323,2001182
-6.12352768782806,2002465
-0.0442611841939374,2004451
0.540169139057648,2006164
-0.0588556149734897,2007309
0.0197249134132244,2009915
0.601539679580498,2010259
-0.443993812398603,2010554
-0.593357233482107,2026671
-0.0386012368946149,2033049
-0.513502102403904,2034136
0.612946714444941,2040495
-2.07648244170986,2047354
0.513045397548512,2051378
-0.273389675572495,2055667
0.0294849297985702,2057358
-0.678559885491461,2059713
1.43224519653312,2069079
0.0137305017210841,2070958
1.3720721754406,2072215
-0.0462230819691673,2075832
0.115901888463984,2075846
-1.2249791618119,2076301
-0.165118907151544,2078198
-1.17987558099849,2078899
0.671073073770395,2085349
0.139318949208766,2086044
-0.0172280477113436,2091555
-0.138952298132607,2092954
-0.275641264139863,2096627
3.20958062468177,2100050
-0.389910591234288,2108003
-0.816724379651774,2109902
0.10573718495755,2110540
-0.762663932390493,2116787
-0.566427564567049,2119177
0.209533460170103,2131601
0.0205613618477646,2132424
-0.226855301879707,2132982
0.375099382615483,2133204
-4.30361409084777,2133380
-0.272953422334715,2134220
-0.565851203150323,2135748
0.147401500146705,2137799
0.113342687399565,2138375
-0.176029469396776,2138678
-0.515404501345291,2139733
-1.71675994306637,2141116
6.1646312786855,2144796
1.42195639020269,2145166
-0.879517311775736,2145694
0.483145616143247,2146138
-0.204350546366645,2151024
0.97348346252493,215131
-0.813602415590012,2152442
0.282847245609567,2157529
-1.07063087753081,2158101
0.330103454677939,2158329
0.392494167939573,2168082
-0.59869465141622,2172217
1.2895326213256,2176530
0.240528412586544,2176784
-0.12274488324941,2181724
-0.0595439985440125,2183291
-0.712660444006329,2183356
-0.0989806105518146,2185290
0.153690838099099,2186951
1.11469539772941,2196212
-0.171297127467327,2199403
-0.701508636296179,2200416
0.182017342172081,2200813
-1.11491493511261,2205389
0.613204149234398,2212664
0.207117019512987,2217034
0.778730610201214,2218615
-0.760282415295215,2219842
0.240076583256215,2224150
-0.214121136212945,2228399
-0.802549154260676,2228400
-0.608735252098651,2234271
0.823617106890119,2234422
-0.254590374359806,2237571
0.184217035982284,2244172
0.848910105615914,2247869
-0.269823334865433,2250648
0.353076535461866,2250836
0.0507385694053653,2267382
-0.119985722563809,2269346
-0.0820046320153852,2271329
0.0549870866253999,2274521
-0.265187145795687,2276121
0.455676257084473,2278618
0.0899687062020899,2285214
-0.0685186793811956,2286108
-0.313185150940922,2293123
0.210764952652686,2294852
0.191013976714511,2294873
-0.25408674417346,2296332
-0.717675639191226,2305114
-0.191441169780377,2305115
-0.653091180469693,2306459
0.00512435031377074,2306893
-0.229070173181666,2317120
-0.236801434174058,2319068
-0.554856536137645,2321962
0.0102050999984134,2331869
-0.0626439935697287,2336735
0.114145469397847,2339674
-0.649825444167844,2340155
-0.157045570024257,2340322
0.926088724349987,2350037
0.498247864333828,2352038
0.836032479115936,2359944
0.0300566459829704,2381907
0.058636936115068,2393207
0.00414048090880277,2395415
0.201768410095055,2395943
-0.1825655105788,2401405
-0.113871385690598,2405144
0.385354706479259,2414406
-0.134899815849017,2419459
0.453571828863937,2425694
0.0934092749443257,2426863
4.60816803169307,2430773
0.231088258007252,2439458
0.623987220548882,2443354
-0.00752779078343615,2445526
-0.114151111462897,2448298
-0.281101374464401,2453577
1.21067442149375,2474709
0.425130129161609,2480056
-0.559233295497616,2480330
-0.10681978504367,2487135
-0.585320674943428,2488660
1.69806482963806,2490180
0.0251046750162555,2493534
1.75195179356934,2498991
-0.0704038158420608,2500377
-1.01315521867009,2504802
0.241640324831052,2510402
-0.314963370404308,2520618
0.309893781211145,2559453
0.0819273951154874,277752
-0.249261518677355,308862
-0.190996223979137,58325
0.0844964385533474,92173
-0.157328377287306,923666
0.165227387559858,965005
0.0554076564550323,983079
