"mkm6d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_244","mkm6d_gtvper_lbp.3D.k_glcm_ClusterProminence_240","mkm6d_gtvper_wavelet.LHH_glcm_ClusterShade_239","mkm6d_gtvper_wavelet.HHL_firstorder_Skewness_236","mkm6d_gtvper_wavelet.HHH_firstorder_Skewness_236","mkm6d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_231","mkm6d_gtvper_lbp.3D.m1_glcm_ClusterShade_231","mkm6d_gtvper_wavelet.LHH_firstorder_Median_229","mkm6d_gtvper_wavelet.HLL_firstorder_Mean_226","sub"
-0.281414483644604,-0.106566701693847,-0.14369783509844,-0.0858036932437807,-0.160252226239572,0.651311014982643,1.01252457121496,0.752393341639145,1.05469602424036,1085983
-0.300094173056064,0.567178404951211,-0.0777725517806205,-1.01668399412119,0.316748902180324,-1.84000349094002,0.230321060415391,-0.389007155306159,0.996851265510945,1125173
-0.276487800101193,0.230824679020349,0.531799096700003,-0.113239142608531,0.853730131815384,-1.36244201218739,-1.15448683643634,-1.94821908400606,-1.81811472829636,1154608
-0.169634527057686,-0.605437094841922,-0.16845862881352,0.173076241922779,-1.86961146185728,-0.858674730071487,-0.138230401909267,0.210154174640884,0.455192030532225,1181124
-0.290309074396855,-0.0761309016915906,-0.175198491608322,0.32616353188355,0.46287050370782,1.28094332396049,0.228419974442067,-1.74970855643565,1.09752817586293,1183075
-0.265231082318706,2.96503349216613,-0.17039267432263,-0.850556152841635,0.283787430829884,-2.28232197668885,0.446892660049904,-0.21431415452391,-0.917703812386188,1232870
-0.286239562830882,0.284840906685144,-0.0667466741564783,-0.227130074991575,0.150278544369402,-0.695465063397428,0.368566404313239,1.63275227645432,0.604986083164003,1279943
-0.293535059178223,0.411386915813485,0.0452374783530039,-0.76728693384653,0.249819520163786,0.55919714953644,0.911708492952411,1.37578910958586,0.438532882111626,1329352
-0.184172925750588,1.0651117770702,-0.0428023097172235,-0.340226583987117,-0.222880177405164,0.0772149342345455,0.229714191885196,1.34145147270217,0.283734009928023,1330263
-0.281773578490443,-1.49410912693951,-0.143803366775727,0.448365369004558,-0.434426153595536,-0.675293219829956,1.33887415206271,2.68254837561265,-0.781692388028844,1364384
-0.284595098142559,3.81641288008423,0.0526627673400668,-0.725246676125577,-0.855389938082378,0.447328814079487,0.631258466945605,-0.639457568385244,1.02478420059627,1386095
