"mkm2d_ctvper_original_shape_Flatness_250","mkm2d_ctvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_firstorder_Kurtosis_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_firstorder_Skewness_250","mkm2d_ctvper_log.sigma.3.0.mm.3D_glcm_Correlation_250","mkm2d_ctvper_log.sigma.4.0.mm.3D_gldm_LargeDependenceEmphasis_250","mkm2d_ctvper_wavelet.LLH_firstorder_90Percentile_250","mkm2d_ctvper_wavelet.LLH_firstorder_Skewness_250","mkm2d_ctvper_wavelet.LLH_glcm_Imc2_250","mkm2d_ctvper_wavelet.LHL_glcm_ClusterShade_250","mkm2d_ctvper_wavelet.LHL_glcm_Correlation_250","mkm2d_ctvper_wavelet.LHL_glszm_SizeZoneNonUniformityNormalized_250","mkm2d_ctvper_wavelet.LHH_firstorder_Kurtosis_250","mkm2d_ctvper_wavelet.LHH_firstorder_Median_250","mkm2d_ctvper_wavelet.LHH_firstorder_Skewness_250","mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_250","mkm2d_ctvper_wavelet.LHH_glcm_Correlation_250","mkm2d_ctvper_wavelet.LHH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm2d_ctvper_wavelet.LHH_glszm_SizeZoneNonUniformityNormalized_250","sub"
1.40288253780765,0.862616966133417,-0.856596608261733,1.78975455573399,0.659713135507004,0.0213853024598776,-0.581517152004813,-0.2136088360516,-0.924182752532343,0.930330685509282,0.184760242377567,-0.554838187742223,-0.628442136658657,-0.323458554618501,-0.300568677707761,-0.144990148925708,0.206048771617535,-0.19035394082735,-0.70486818353367,1085983
0.200657181245088,-0.453696828191531,-0.586740995744496,-0.188569124277715,0.301171683320745,0.208964577918635,-0.854605812991404,0.2330670594362,-1.47841426554585,0.46118419029361,-0.115908213491624,-0.256064016862741,-0.536967338003344,0.257140719080401,0.329575190261047,-0.122104946262199,0.844422584840536,0.457305475214164,-0.643291205316882,1125173
-1.31277195749427,-0.168991145073896,0.4723051485223,0.804446135833141,0.293623183231357,-0.732522093893919,2.23119700822874,0.704550414409739,1.08463479889929,-0.892729785817816,0.824333006423177,-0.243095974868902,-0.641156909620724,-0.345728476941461,-0.0763790611177812,-0.110304444002877,-0.549957284808677,-0.277139151767798,0.146633952823195,1154608
0.850921800261826,-0.42958571853175,-0.533646151294298,0.199684202159041,0.519356690980586,-0.225125730884934,0.0609969320378975,1.93897554863997,0.782585183502979,0.14969253267713,-0.318116061629718,-0.00678751287340446,0.126952960829509,-0.0415676207403213,-0.414154600221273,-0.112155509348786,0.2535321227567,0.146750914954862,0.0773027610217005,1181124
-0.460845108394831,0.483588620346246,0.0931528953508806,-1.03835038480308,0.555935704713877,-0.96816972288292,-0.822599066648949,0.345863003540469,1.14084621226038,-0.224042027037915,0.55267029189404,2.50893979157651,-0.55496825059997,0.682894282926118,0.110080926170551,-0.144241505402282,0.444565998178418,-0.290270203487992,0.813108563138668,1183075
0.0637789562715629,0.0797886325273965,0.234729185968851,-0.180386577572483,-4.37466071623214,-0.796223197489549,-0.383430027320697,0.747698674551109,0.926877630953516,0.682285196280306,-0.393626805766162,0.372692240163995,-0.661200098218767,-0.985229730082235,-0.639423046506412,-0.163742693725624,-0.532677861105575,-0.284073322798599,0.255477342670089,1232870
0.346969164738446,-0.380619721883324,0.0353625779741519,-1.32846039308723,0.192664325114046,0.733812240124345,-0.615543740860485,-0.550439920155498,-0.771690819317946,-0.984705866831426,-0.197722186563026,-0.527127514296705,-0.12851925447158,-0.670766367780092,1.15927840331752,0.0625284951354875,1.52888633587203,0.0850103224852481,-0.23839415776033,1279943
-1.00254485212489,-0.349335077116285,-0.43347707036377,-0.535755049149527,0.502900514122829,-0.871363238688967,2.69938741379046,0.242357120921757,0.581376815857734,-0.544157186428873,-0.23834438805599,-0.275355956204039,0.438760301634603,-1.70632993057792,0.172592511225197,-0.124233544460257,-0.64456589296434,-0.199222164193921,0.433632371407379,1329352
-1.39734278488104,-0.412799335494938,-1.02031172615107,-0.166250247885057,0.553654967069256,-0.0952269360924081,-0.253918697954347,-2.03335850952551,0.689364641261909,0.370158998909598,-1.1693358558477,0.246813754009069,1.12191728126794,-0.0403924509721118,-0.485952939190629,-0.15173421948935,-0.931909810814592,0.196941788207424,0.406058854255368,1330263
-1.21982328972274,0.54161240971789,-1.48269188502706,0.966150742723963,1.07598755545247,-1.33665676622769,1.01459952018737,-0.516279523300325,1.17724811881369,1.05457525856569,-1.53715378180948,0.470155594948558,0.250453339229606,-2.61115267015472,-0.690138490744274,-0.335968986421685,1.1212689203124,-0.260305196118366,-0.786174782810844,1364384
