"mkm7d_ptv6_wavelet.HHH_firstorder_Median_243","mkm7d_ptv6_lbp.3D.m2_firstorder_Maximum_243","mkm7d_ptv6_wavelet.HHH_firstorder_Mean_237","mkm7d_ptv6_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_237","mkm7d_ptv6_original_shape_Sphericity_234","mkm7d_ptv6_wavelet.HLH_firstorder_Skewness_234","mkm7d_ptv6_wavelet.HHL_firstorder_Median_233","sub"
0.0957977981249053,-0.600364270405929,0.480801240979108,0.110466425964871,1.26304919603012,-0.321726982040521,0.0637601926297945,1085983
-0.828220625663657,-0.406108925578006,0.124673495485682,-0.998546467946143,0.533656452086097,0.191512990818068,0.448087975886942,1125173
3.15960405857205,1.32071434036418,1.07102151964662,1.64276004197227,0.539696920621081,-0.882783587662324,2.01402955226843,1154608
-0.19481228531074,0.187775501141891,-0.170323871031698,-0.490077699898447,1.18032951532809,0.301690764301782,-1.46379431966185,1181124
-0.356137011923241,-0.600364270405929,2.00638709584945,-0.26914073725807,0.0369798798511974,-0.816184163940348,0.323774388441868,1183075
-0.284794366232951,-0.600364270405929,-3.46510495104504,2.01632780989938,0.483748936614683,1.87297802727792,-0.0113271813221103,1232870
-0.16055948235294,-0.406108925578006,0.60755192333271,0.42160858571589,0.636835331859607,2.21958347367161,0.323373418737049,1279943
-0.372267528510246,-0.600364270405929,0.70420802549013,-0.515569883085096,-1.57371086894662,-0.779423026225953,-0.113340549337762,1329352
0.456429726600354,-0.600364270405929,-0.0890202835308433,1.47118910316694,-1.19026639050154,-0.753469912239501,0.492655072001456,1330263
1.52835850654097,0.252196615395344,-1.15262679146378,-0.0422408941381617,0.90192016753852,-1.07100035560983,0.248737154999752,1364384
-1.21628052582742,-0.600364270405929,0.748322740171391,0.759345033918473,0.312723833355372,0.746801644102431,0.463707547428272,1386095
-0.48597641457419,-0.406108925578006,0.419750977347564,-0.91581573773534,-1.50459136192332,-0.418388646004231,0.353081068730238,1458656
-0.19373048426914,-0.519391651539076,-0.0387045213456427,-1.12464677443599,0.627867234430281,-0.733514375407124,0.154550638744165,1485662
0.766668827358206,0.771618752442491,-0.8087124656809,-0.213517731760945,0.693249085581562,-0.101627268417559,0.663782179301442,1497807
-0.218381177817673,-0.478591133318523,0.472038355733842,0.00237538378241926,-1.06530084495932,-1.4035862218044,0.486492167715577,1501387
-0.303145196038407,-0.600364270405929,-0.821734777649803,-0.152975925114629,0.736488031819407,0.190749732573973,1.18596607253929,1518948
0.125557027357828,-0.600364270405929,-0.250742639868305,-0.0324181192644664,0.883888958507897,-3.14695364635125,0.99460991125592,1526417
-0.36675027280194,3.739855630138,0.0404540647839311,-1.08172997438626,-0.245246529167841,-0.218613952296108,0.923253543889391,1565177
-0.0921675521339677,-0.262708472962135,-0.227659996242852,-0.0625913942261559,0.0569667937889996,0.0496517945226332,0.470238505131409,1606693
-0.151108187300414,0.265052878968402,0.606415344168545,-1.32026693816446,0.883221439599567,-0.665526865145537,0.460804348907826,1612262
-1.00460828784306,-0.600364270405929,-1.08786390580487,-0.200214842064587,0.489367956538935,0.245030859930074,0.262142864029216,1614566
0.371075075328181,-0.600364270405929,-0.0535624675561771,0.0221823765795357,-0.305781566439429,0.345823254442866,0.507459835173028,1644034
-0.325744048425195,-0.406108925578006,-0.205371121663505,-0.871785518368793,0.0680460406262799,0.295513026183282,0.360714606286538,1668599
-0.0244083706340736,-0.519391651539076,0.683370113658978,-0.204088837946897,0.159314675751154,-1.12540501305506,0.183546626945094,1671370
0.274226235191899,-0.600364270405929,2.22815198622132,-0.4550917524147,1.37169812026531,-0.179596783739529,-0.653906465984131,1684230
0.502773612037624,-0.600364270405929,0.462513024428954,1.71376429965506,0.762676649856691,-0.193542517076269,-0.0574821072018699,1692385
0.176214338089179,3.68105230598417,-0.0967774414178408,-0.0444260729930636,0.873952742396466,-0.754390436121196,-0.153129976951417,1720713
0.31284676233776,-0.600364270405929,1.19432721488394,-0.435357339363214,0.199568378084928,-0.445753824148386,0.501036817344277,1738800
-0.848022404514401,0.852855764467728,1.39634546273558,-1.11678523648254,-2.46289911494818,-0.105840678781012,-0.757342138719263,1740845
-0.738642825115085,-0.600364270405929,1.05465139730007,-0.261907625263671,-0.218095994223696,-0.946904669892779,-0.322913461770478,1742294
-0.117500780902598,-0.406108925578006,-0.854936286752494,-0.790638561907918,0.928643588571957,-1.2987553025229,0.418813830776577,1767700
-0.482750506488767,2.49022720367299,-0.195472203405506,-0.469822434768783,0.580955643502021,-1.16237902445677,0.27007939043577,1768972
-0.968980854648437,1.86212866149743,-0.291778850629874,-0.232115987564757,0.11222341364035,1.11757614657731,1.5361812933221,1889409
-0.273283085184583,-0.600364270405929,-0.856999735832608,1.19539277765705,0.429113062789552,-0.913315040657526,-0.0607517840475519,1915938
-0.0490998845611579,-0.455881221759246,0.178072259955638,-0.284417139546843,0.195280498145522,-0.28086915851841,0.281550791907728,1916742
-0.300041683385568,-0.600364270405929,-0.127840850164187,0.998573400898463,1.40828416262786,-0.74045778228776,0.0983816588943226,1919296
-0.337124270621939,-0.600364270405929,-1.52337071730871,0.0700170589593632,1.0415536032307,1.26742480778621,0.380331494122101,1926770
0.417271466760265,0.784462036870995,-0.116716868607694,-0.487715707090658,-0.58197747626252,1.7861785477089,1.24789602406554,1938156
