"lemd_prc_logarithm_glcm_Imc1_231","sub"
0.424009159187186,1916742
-2.30102911048062,1980052
0.231790951712439,1926770
0.886083137244325,1979045
0.180583853277632,2196212
-1.26712455439782,2393207
0.249950519992693,2146138
0.681357112403706,2228399
1.23812813848545,2144796
0.887695124224756,2234271
-0.972309372747857,2296332
1.29395124313428,1684230
-0.133380372676313,1720713
-1.52947930315232,2186951
0.0241636438851855,2439458
-1.61259024250331,2135748
0.0662636581663621,2141116
-2.13457662103064,2108003
1.37102128254913,2006164
1.05823634360469,308862
-0.349589295535442,1085983
0.524630074440939,2004451
1.15341183607359,2359944
-0.858466938101194,2069079
0.537861792769025,2059713
-2.38747182410928,2294873
-1.30925156364235,2033049
-1.33482028732508,1485662
0.598594958582861,1526417
-1.96678266024096,1386095
0.636756926159647,983079
-0.951721637122344,2132424
0.249185448309378,2138375
1.15075628944905,2490180
1.00942283468719,2034136
0.00703937578516199,2510402
0.0621350305457273,1330263
-0.641797508380403,1768972
1.08887824057494,2306459
-0.723140769398636,2181724
1.17242442938809,2217034
-0.34714179204354,2218615
0.268122656483605,92173
-2.00834596422906,2414406
1.30262644147806,2381907
1.13493882246969,2002465
0.341431801870859,2474709
-0.204147681694073,2176530
1.16619411426556,1279943
0.604110900147434,1976407
1.49143882337749,2250836
-1.76629529647783,1915938
0.669468037185907,2133380
1.55147325715943,2271329
1.00178608403936,2286108
-2.60275122579333,2040495
0.501625059555556,1125173
-3.04970604079217,1767700
-0.352548420077494,2138678
-0.869287849938969,2443354
0.876256134416783,2234422
0.594201037357023,2151024
-0.708215032722238,2057358
0.995682062192622,2425694
-0.190141800297619,2500377
0.536224863827834,2183356
-2.74619367121189,2131601
-2.24504501213936,2152442
-0.049184879545596,2306893
-0.134006877562471,2009915
0.323221497079591,58325
1.02824914180475,2395943
0.829326415119277,2480330
-0.228583476052213,2076301
0.113814242028188,2205389
0.5907077616847,1975401
0.602233259419384,2250648
0.440187368406426,2185290
1.35468742655486,2091555
-1.00856398337267,1232870
0.041764262727302,2139733
0.0485332980375236,2559453
-0.648786063530533,1938156
0.84921864235639,2158101
-0.415380296035479,2199403
1.33253185571642,2430773
1.33352832482545,1738800
-1.42316323990014,1565177
0.594508875384175,1978972
-0.30509099141893,2487135
0.821274403823475,1612262
1.0417264744977,2051378
0.226875769435368,1497807
-1.74903289211634,2026671
-1.14711126637749,2340322
-0.641135417463427,2293123
-0.531941871106324,2395415
0.629936317176469,1966316
-1.12607347686604,1973544
0.539272548749221,2010259
0.702742261282317,2145694
0.954378524155772,965005
0.408229787971743,2096627
-1.06944473338936,2047354
-0.202276807584492,1364384
-0.581224069506039,2244172
0.377852009991387,2132982
1.11149201248338,2134220
-1.05718039166074,1889409
-0.451796466371968,1938561
0.137097833511093,2055667
-1.83183113789803,2176784
-0.338236699358945,923666
-0.801236484689279,2086044
-0.392964845502248,2078198
1.1453026700586,1501387
0.0975187836695819,1518948
-0.62737743422686,1606693
0.0384186142327499,2305115
0.268128656623984,2237571
1.18256286003192,2285214
0.282663265048334,2426863
-0.110466337069929,1979422
0.939307230709395,2480056
-0.198109901887382,1668599
0.251381520734361,2339674
-0.328958303516131,2133204
0.789491411732385,2294852
-0.278030926757088,2445526
1.28975375925836,2200416
0.539739476486081,2168082
1.4335403246052,2075846
1.15494089812324,215131
0.76394258448771,2274521
-0.860521563484175,277752
0.757191234250124,2078899
-0.0953705157455231,2172217
-0.809278648965602,1614566
-0.539476458783756,2100050
-0.568729930440645,2183291
0.734653458959271,2336735
0.749272391012198,2352038
1.00011837710156,2305114
1.16370604080048,2448298
0.302867008578981,1329352
-0.0887913827824298,1183075
-2.48946620733604,2110540
-0.529698112540388,2070958
1.43844683923582,2340155
0.725684990215382,2075832
-0.256741892998102,2498991
0.507627001702433,1919296
1.36404309387218,2401405
-0.0434964786567451,1644034
0.600076060668091,2405144
0.286519455194011,2158329
-0.545865199375098,2319068
0.298001374124529,2504802
-0.173738132023761,2331869
0.843127925130542,2317120
0.490859908308658,2072215
0.255349159285328,2228400
-0.00972538456226492,2145166
-0.463124594768628,1692385
-0.174430586887509,2109902
-2.6040601432455,2219842
-1.49696595491962,2520618
0.852195512380587,2419459
0.739642657220584,2276121
1.3580261369047,2350037
-0.0803373863652289,2001182
0.129100554787244,2278618
-0.224190884037471,1740845
0.94979333468431,2321962
1.00425452866514,2212664
-0.305931575831577,2453577
-0.843345676018593,2224150
0.990033430023099,1967281
-0.488736677442822,1742294
-1.59964254550628,2488660
-1.84436661075991,2085349
0.210009072062569,2247869
0.0696526838971275,2157529
-0.916814712661827,2119177
-1.41120942996039,2010554
0.460937521400414,2493534
1.34177992325688,2200813
1.03039740678106,2116787
-1.05143984637667,1154608
0.307270341551257,2267382
-0.377517347941638,1181124
-0.241484784300403,2137799
0.400331817639901,1458656
-1.07217311866552,2269346
-1.35442046338892,2092954
0.350805424846449,2007309
0.659864830775527,1671370
