"mkm6d_ctvper_wavelet.HHH_glcm_ClusterShade_248","mkm6d_ctvper_wavelet.HHH_firstorder_Median_247","mkm6d_ctvper_wavelet.LHH_glcm_ClusterShade_246","mkm6d_ctvper_wavelet.HHH_firstorder_Mean_242","mkm6d_ctvper_wavelet.HHH_firstorder_Skewness_240","mkm6d_ctvper_wavelet.LHH_firstorder_Skewness_238","mkm6d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm6d_ctvper_wavelet.HLH_glcm_ClusterShade_234","mkm6d_ctvper_original_shape_Flatness_232","sub"
0.153296166162571,-0.29329513789643,-0.163211027859589,0.323730255723854,1.31981428052455,-0.299780635082903,-0.261760577340443,-0.410063886825525,1.40288253780765,1085983
0.0286983039450494,-0.0310120440924623,-0.127450516173204,0.716610305148513,0.253168004163244,0.386778599469905,0.549955012205307,-0.335563559628543,0.200657181245088,1125173
0.040891891211073,-0.93079051043992,-0.10452659832479,-0.35700151645142,0.291471301911511,0.00670478229440474,0.384380575571481,-0.440819015599102,-1.31277195749427,1154608
-0.398716262503197,-0.295095293746257,-0.0648993317715322,0.39672114765037,-1.5413710791629,-0.108450257466288,-0.144955734354911,1.86414755221721,0.850921800261826,1181124
-0.853414882495872,-2.20049231106282,-0.145589948907075,-2.85803148517231,-0.444721616405253,0.198904953324222,2.70904995888652,0.00540955803276627,-0.460845108394831,1183075
-0.0331069466142843,-1.71104444621714,-0.187718777751267,-1.50456587314947,-0.0897445918405328,-0.686247270521598,3.65526824950463,-0.366496434096698,0.0637789562715629,1232870
0.0181377193027161,-0.00494657295533426,0.0741117781414377,0.114143466901391,0.769997343849893,1.13774086698211,-1.29640584501281,-0.362715249683598,0.346969164738446,1279943
-0.619879939276221,-1.34126631608928,-0.0743295183454975,-0.196369604290705,-0.618534620187999,0.429518312191591,-0.456034025438206,-0.270086686042081,-1.00254485212489,1329352
0.0915755379309572,0.312165764476976,-0.0934006191531722,-0.160870613012359,0.581566202771748,-0.335298865599318,1.43866102103166,0.63782694581673,-1.39734278488104,1330263
-0.370309537699553,-0.35643918173043,-0.405554156980151,3.1236513689217,0.0177756598393078,-0.877583778215069,0.471430978294457,1.39410699784737,-1.21982328972274,1364384
0.0136527327958897,-0.851962770960422,-0.273446273933329,-0.0360867625842454,0.562818414788029,-1.23724605539605,-0.388450357746294,2.04772558086793,1.07223304739818,1386095
0.221336394095454,-0.125326178462901,-0.0870786835917594,0.149690502933107,0.682445444408538,0.070516828976467,-0.955759387128458,-0.000445751441028205,-1.33500992228802,1458656
-0.0462921238054595,-0.0107150485133939,-0.187767024216799,-0.0497608915246716,-0.677735731218877,-0.686386593018185,-0.60902438131587,-0.347303884128833,1.28943635094053,1485662
0.123885788901647,0.546321209591881,-0.0842033920205889,0.301132028701634,0.155175262641521,-0.100806553892797,-0.453424634559217,-0.361817339225615,0.25612905997972,1497807
-0.0188218522020441,-1.23973991533365,-0.108886283779267,-1.10732633574409,0.0107634944123987,0.4640957972372,0.0248708527411032,-0.207956021588932,-0.279562392966169,1501387
-0.00666027231322833,-1.37423295205953,0.00511183624265826,-0.824665534750132,0.00642441265406646,1.44098920833254,0.24179237701149,-0.356604086840872,-0.185636882527467,1518948
