"letd_ptv_log.sigma.3.0.mm.3D_glcm_Correlation_250","letd_ptv_wavelet.LHH_firstorder_Skewness_250","letd_ptv_wavelet.HHL_glcm_JointEnergy_250","letd_ptv_wavelet.HHH_glcm_JointEnergy_250","letd_ptv_log.sigma.4.0.mm.3D_firstorder_Mean_249","letd_ptv_wavelet.LHL_glcm_ClusterProminence_249","letd_ptv_wavelet.LHH_firstorder_Kurtosis_249","letd_ptv_wavelet.HLL_firstorder_Mean_248","letd_ptv_lbp.3D.m2_firstorder_RobustMeanAbsoluteDeviation_248","letd_ptv_logarithm_firstorder_Uniformity_248","letd_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_246","letd_ptv_wavelet.HHH_glcm_ClusterShade_246","letd_ptv_lbp.3D.k_glcm_ClusterShade_246","letd_ptv_wavelet.HLH_glcm_ClusterShade_245","letd_ptv_wavelet.HHH_firstorder_Mean_245","letd_ptv_lbp.3D.m2_firstorder_Kurtosis_245","letd_ptv_wavelet.LHL_glcm_ClusterShade_244","letd_ptv_wavelet.HLL_glcm_MaximumProbability_244","letd_ptv_lbp.3D.m2_glcm_Autocorrelation_244","sub"
-0.598642585426457,0.542263309899953,0.36983639977146,0.00689948288723925,0.44328940566004,-0.312803635806935,1.08200422612166,0.324326879082371,1.29979264711984,-0.253810733621209,-0.0582258567264569,0.0378491522481735,1.30577462478566,-0.0210882853130554,-0.130879232238782,0.113625449267675,0.192926669146284,-0.311548810860971,0.457775601539377,1916742
-0.38686776565413,0.155007936931848,0.423927574517511,-0.667224921743375,-0.177262527822267,0.744352551972934,-0.256534768099704,-0.864128639118922,-0.965082925684708,0.867513454614045,-0.199690208576764,0.270043915360369,-1.50576825765244,-0.0377117207848798,1.0843016277314,-0.899027591238058,-1.15291946520923,1.5713385475676,-3.51649986200497,1980052
0.0448000978880295,-1.32798434405939,-0.638558897765463,0.597859649971802,-2.14312823958344,-0.413847321208231,0.846288979936537,-0.422955967848961,1.74968400991839,0.545557659294908,-0.286014241243746,0.0288276722995716,-0.310426588044934,-0.0322167148802329,-0.16991898909187,-0.722044207685749,0.188890556595872,0.292289723014669,0.511130703253445,1926770
-1.22155200548158,-0.283424154596044,0.564711966263968,0.27028271413944,-0.937546044033864,-0.440364508286209,-0.380130368443204,0.32903692723548,0.063160244507687,0.106182879897164,0.000884571446154817,0.0484839636778367,-1.09121345582914,-0.0149165956870967,-0.708134889415513,-0.507922900272556,0.168203903861357,-0.0274127368823062,0.890840083501386,1979045
-0.36329597117561,-0.00662884219761215,-0.470805413661648,-0.405343982865376,0.00726471697295718,-0.357694915550669,-0.33295766472361,-0.0915956791800593,-0.0270158264982761,-0.0775496454399937,-0.300329330406089,-0.0169931663849523,0.429764281689076,-0.0411457218046388,-6.69912561322018e-05,0.202177838589573,0.104137924762004,-0.589453692037213,-0.486128909652875,2196212
0.730413622418045,-0.161583808130135,0.987954914484768,1.10954631536875,0.560185510060973,1.86599201562374,1.29767667315807,-0.941973210902944,0.362865027160529,-0.576932138118868,-0.241751812892387,-0.0574178247099943,-0.745603890569945,0.253257662333454,-0.190690411518873,-0.420535120741752,-1.21695676303661,-0.298610266334514,0.477852313104386,2393207
0.138532537180776,-0.635213189579039,-0.654529105357593,-0.681049966279837,0.882452361183851,-0.347078081583719,-0.378845895008734,0.711329303796244,-1.50845249010005,-0.277727676014209,-0.289652242891648,0.164805737610766,-0.107098067148113,-0.0822517789290227,-0.061565579124872,0.823626383662975,0.454117729825662,-0.831615120289775,-0.884299528865597,2146138
-0.718651517755746,-0.258471597137045,0.980204588825242,3.0391109130956,-1.54914991310741,-0.461696392947372,-0.583402175193868,-1.64430659439413,-0.413901235333311,4.90829378512503,-0.174448523158521,0.0688148116768794,-0.742754188116879,-0.0408584405130307,0.227347759738391,-0.760837933740405,0.0838241401213045,0.517216001879416,-0.190109157000817,2228399
-0.541549271409625,0.0674452257581967,-0.967265604799871,-0.985820936757118,1.48928668135378,-0.316985557431202,-0.492217034626222,1.52358931586836,-1.74852652287797,-0.0750915561220377,-0.302154162926041,-3.81784142427863,-0.152769554603702,-0.0660120716792547,0.800067161340055,0.640856521422315,0.435500145906807,-0.332970334221361,-1.10540181622439,2144796
0.134803789675351,-0.242353009830923,-1.10823208627496,-1.00067455057644,1.76535194968861,-0.266538246164834,-0.409188476926699,-0.335078248680043,0.74423103826962,-0.39953623089444,-0.308404303335781,1.67735882381901,0.996617743322857,-0.13545285096383,4.03239692572094,-0.376867431418166,0.532257735160874,-1.06223363993718,-0.870100771484473,2234271
