"mkm2d_ctvper_logarithm_firstorder_Minimum_250","mkm2d_ctvper_original_firstorder_10Percentile_248","mkm2d_ctvper_gradient_firstorder_Skewness_240","sub"
0.538818703451233,-1.16801444184336,-1.09410564326886,1085983
0.4590226248624,0.114214074469282,-0.857902112664393,1125173
0.616731304724024,0.839410790544646,-0.800588495984698,1154608
-1.04724943978506,-0.544875686813971,1.57535259247849,1181124
-0.437352832300034,-1.297038852975,-1.21144211452443,1183075
0.0362305807655811,-0.212559395089161,-0.452197360682797,1232870
1.34347963598131,0.815639766601332,-0.748031877876034,1279943
0.302968572638876,-0.362914011279389,-0.287576200047502,1329352
0.320599309537527,-0.193423268828447,0.368263411380817,1330263
0.408114460525693,0.224417916200541,-0.979126536040882,1364384
-0.347642410943638,-0.183705191924061,-0.28187889830019,1386095
0.212145333868899,0.638819867971824,1.11784569527494,1458656
-0.984665005944577,-0.975095925735098,0.640148672258254,1485662
0.734768691342373,0.344486730398405,-0.205642505735812,1497807
1.16213607216847,1.07114758584803,-0.717758920683402,1501387
0.220529488868802,1.40094355972369,0.680634820769525,1518948
0.196942487746263,-0.403335113090775,-0.111061845293943,1526417
-2.89000085730238,-0.969570145676831,-0.351649265421108,1565177
-0.920567502922298,-1.90172603729246,-0.120562156411756,1606693
0.527533601326966,0.762496669345657,-0.527633249667837,1612262
-0.776965765313237,0.18254156654956,0.214084601224761,1614566
-0.0889244443553117,0.375164006902949,2.29501140304631,1644034
-0.27226778934676,-0.999949864504058,-0.92275842788355,1668599
0.884568776720911,0.319906453307359,-1.2873611399018,1671370
1.3495760871169,1.48778606732051,-1.03029747923252,1684230
0.0207262576189772,0.0233028870568391,-0.600581160886667,1692385
0.087793970905091,-0.241208043261981,1.99950261790853,1720713
0.759039036605408,0.767134160392534,-0.602849645129189,1738800
0.248948323844597,-0.56177571560086,-0.901524244370874,1740845
-0.168948010913658,-0.552591192522932,0.02990423024857,1742294
-1.13178409487475,-1.65256066086398,-0.448129429589493,1767700
-1.25277281238686,-2.04176245973542,0.161374543636532,1768972
-1.62077899590734,-0.199102057379013,0.782671490779793,1889409
-0.544070981810021,-0.514647803290443,-0.288280304597258,1915938
0.811040628523388,0.102949302761179,0.885717508188071,1916742
